age,workclass,education,education-num,marital-status,occupation,relationship,race
36,Self-emp-inc,Some-college,3,Married-civ-spouse,Armed-Forces,Wife,Other
73,?,Assoc-acdm,15,Separated,Handlers-cleaners,Own-child,Amer-Indian-Eskimo
62,Without-pay,Bachelors,14,Never-married,Handlers-cleaners,Not-in-family,Black
36,Federal-gov,Doctorate,9,Married-spouse-absent,Machine-op-inspct,Husband,White
39,Private,Assoc-voc,2,Divorced,Exec-managerial,Other-relative,White
66,Self-emp-inc,Doctorate,5,Married-spouse-absent,Protective-serv,Husband,Other
19,Private,Some-college,13,Divorced,Craft-repair,Wife,White
80,Without-pay,9th,14,Widowed,Machine-op-inspct,Unmarried,Black
27,Local-gov,Doctorate,9,Married-spouse-absent,Adm-clerical,Husband,White
45,Without-pay,5th-6th,1,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander
24,Local-gov,Prof-school,10,Separated,Exec-managerial,Husband,White
80,?,Some-college,11,Never-married,Tech-support,Own-child,Other
17,Without-pay,11th,4,Separated,Exec-managerial,Unmarried,Asian-Pac-Islander
61,Self-emp-not-inc,HS-grad,2,Divorced,Exec-managerial,Other-relative,White
56,Local-gov,Preschool,14,Married-AF-spouse,Craft-repair,Other-relative,White
30,Without-pay,Prof-school,3,Widowed,Adm-clerical,Wife,Other
22,Without-pay,12th,3,Divorced,Adm-clerical,Wife,Other
46,Without-pay,Prof-school,11,Separated,Tech-support,Other-relative,Black
57,Without-pay,5th-6th,14,Widowed,Exec-managerial,Unmarried,Black
19,?,12th,11,Divorced,Adm-clerical,Wife,Amer-Indian-Eskimo
67,?,Preschool,5,Married-AF-spouse,Handlers-cleaners,Unmarried,Other
44,Self-emp-inc,Masters,1,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo
69,Without-pay,Some-college,15,Never-married,Handlers-cleaners,Wife,Asian-Pac-Islander
44,Private,12th,3,Divorced,Other-service,Wife,White
33,Local-gov,Masters,12,Widowed,?,Not-in-family,White
33,Private,11th,14,Separated,Machine-op-inspct,Unmarried,White
52,Local-gov,5th-6th,14,Never-married,Machine-op-inspct,Unmarried,White
80,Self-emp-inc,11th,1,Separated,Transport-moving,Unmarried,Amer-Indian-Eskimo
17,Self-emp-inc,5th-6th,16,Never-married,Farming-fishing,Unmarried,Amer-Indian-Eskimo
45,Without-pay,Preschool,9,Married-AF-spouse,Other-service,Unmarried,Black
28,?,Some-college,3,Married-civ-spouse,Adm-clerical,Wife,Other
34,Without-pay,11th,10,Divorced,?,Unmarried,Asian-Pac-Islander
35,Local-gov,1st-4th,14,Married-spouse-absent,Other-service,Not-in-family,White
40,Self-emp-inc,Doctorate,5,Never-married,?,Husband,Other
32,Private,10th,3,Never-married,Other-service,Own-child,White
33,Without-pay,1st-4th,1,Married-spouse-absent,Prof-specialty,Own-child,Amer-Indian-Eskimo
29,Self-emp-inc,Assoc-acdm,11,Separated,?,Own-child,Amer-Indian-Eskimo
40,Without-pay,5th-6th,10,Separated,Exec-managerial,Other-relative,Asian-Pac-Islander
32,Local-gov,Prof-school,9,Married-AF-spouse,?,Unmarried,White
90,Without-pay,Prof-school,14,Widowed,Machine-op-inspct,Unmarried,Black
27,Private,9th,14,Never-married,Exec-managerial,Unmarried,Black
33,Private,11th,14,Separated,?,Unmarried,Black
51,?,Bachelors,3,Never-married,Priv-house-serv,Wife,Other
90,Self-emp-not-inc,HS-grad,14,Widowed,Machine-op-inspct,Other-relative,White
23,Self-emp-inc,Prof-school,6,Married-AF-spouse,Sales,Wife,Other
44,?,Assoc-voc,14,Married-spouse-absent,Transport-moving,Other-relative,Other
80,Without-pay,11th,1,Separated,Transport-moving,Unmarried,Amer-Indian-Eskimo
80,Without-pay,Prof-school,14,Never-married,Machine-op-inspct,Unmarried,Black
45,Without-pay,9th,14,Never-married,Machine-op-inspct,Other-relative,Black
40,Without-pay,Prof-school,10,Separated,?,Husband,Black
64,Local-gov,Assoc-voc,2,Never-married,Transport-moving,Other-relative,White
34,?,Some-college,3,Widowed,Adm-clerical,Wife,Other
48,Without-pay,HS-grad,14,Widowed,Craft-repair,Other-relative,Black
38,Without-pay,11th,14,Separated,Machine-op-inspct,Unmarried,Black
80,Never-worked,11th,14,Divorced,Machine-op-inspct,Unmarried,White
90,Without-pay,11th,14,Separated,Machine-op-inspct,Unmarried,Black
57,Without-pay,5th-6th,9,Never-married,Priv-house-serv,Unmarried,Black
41,Private,11th,16,Separated,Sales,Unmarried,Amer-Indian-Eskimo
28,Without-pay,Prof-school,14,Widowed,Craft-repair,Unmarried,Other
50,?,11th,16,Separated,Sales,Unmarried,Amer-Indian-Eskimo
42,Local-gov,12th,3,Divorced,Armed-Forces,Wife,White
36,Private,9th,2,Married-civ-spouse,Sales,Other-relative,White
41,Self-emp-not-inc,11th,14,Divorced,Machine-op-inspct,Not-in-family,Other
27,?,7th-8th,9,Widowed,Prof-specialty,Unmarried,Other
32,?,HS-grad,11,Divorced,?,Other-relative,Amer-Indian-Eskimo
27,Self-emp-inc,Bachelors,3,Never-married,Adm-clerical,Husband,Other
36,Without-pay,Doctorate,8,Divorced,?,Husband,Black
56,Self-emp-inc,Prof-school,14,Separated,Craft-repair,Unmarried,White
34,Self-emp-inc,11th,9,Divorced,Armed-Forces,Unmarried,Other
51,Self-emp-inc,Some-college,6,Married-civ-spouse,Priv-house-serv,Wife,Amer-Indian-Eskimo
90,Private,Assoc-voc,14,Divorced,Priv-house-serv,Other-relative,Black
28,Self-emp-inc,Doctorate,3,Married-AF-spouse,Adm-clerical,Husband,White
55,Private,5th-6th,2,Widowed,Transport-moving,Other-relative,White
38,Without-pay,Some-college,14,Divorced,Machine-op-inspct,Wife,Black
35,?,11th,16,Separated,Sales,Unmarried,Amer-Indian-Eskimo
28,Federal-gov,Prof-school,7,Separated,Adm-clerical,Unmarried,White
42,?,Some-college,1,Divorced,Other-service,Own-child,Amer-Indian-Eskimo
36,Without-pay,Assoc-acdm,11,Separated,Machine-op-inspct,Own-child,Black
45,?,Bachelors,3,Never-married,Armed-Forces,Husband,Other
57,Private,11th,1,Divorced,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo
39,?,Doctorate,14,Divorced,Other-service,Husband,Other
80,Without-pay,Assoc-voc,10,Married-spouse-absent,Priv-house-serv,Other-relative,Black
41,Private,Assoc-voc,9,Married-spouse-absent,Machine-op-inspct,Other-relative,White
55,Private,Assoc-voc,14,Divorced,Exec-managerial,Other-relative,Black
41,Without-pay,5th-6th,14,Never-married,Machine-op-inspct,Unmarried,Black
62,Self-emp-not-inc,11th,9,Separated,Transport-moving,Unmarried,Other
33,Self-emp-inc,Prof-school,16,Married-AF-spouse,Other-service,Unmarried,Amer-Indian-Eskimo
50,Without-pay,Assoc-voc,10,Divorced,Exec-managerial,Other-relative,Asian-Pac-Islander
39,Self-emp-inc,Prof-school,16,Widowed,Armed-Forces,Unmarried,Amer-Indian-Eskimo
66,Self-emp-inc,9th,1,Widowed,Transport-moving,Unmarried,Amer-Indian-Eskimo
55,Federal-gov,11th,16,Divorced,Protective-serv,Unmarried,White
35,?,Bachelors,14,Married-AF-spouse,Other-service,Not-in-family,Other
38,?,Doctorate,11,Widowed,Machine-op-inspct,Husband,Other
90,Self-emp-inc,10th,14,Widowed,Transport-moving,Not-in-family,Other
29,Private,9th,16,Widowed,Farming-fishing,Unmarried,Amer-Indian-Eskimo
44,?,11th,16,Separated,Other-service,Unmarried,Amer-Indian-Eskimo
43,Without-pay,Some-college,15,Married-civ-spouse,?,Own-child,Black
34,Private,11th,14,Separated,Other-service,Unmarried,Black
61,Without-pay,Prof-school,10,Married-AF-spouse,?,Unmarried,Asian-Pac-Islander
32,Self-emp-not-inc,Doctorate,3,Never-married,Other-service,Husband,Other
64,Self-emp-inc,11th,14,Divorced,Handlers-cleaners,Unmarried,White
90,Without-pay,Prof-school,4,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander
62,Private,Prof-school,14,Separated,Handlers-cleaners,Wife,White
38,Federal-gov,11th,14,Divorced,Machine-op-inspct,Unmarried,White
33,Private,Prof-school,16,Separated,Other-service,Unmarried,White
67,?,1st-4th,14,Married-spouse-absent,Exec-managerial,Not-in-family,Other
50,?,Preschool,9,Married-AF-spouse,Priv-house-serv,Unmarried,Other
62,Self-emp-inc,5th-6th,16,Separated,Protective-serv,Unmarried,Amer-Indian-Eskimo
90,Private,5th-6th,9,Widowed,Machine-op-inspct,Unmarried,White
19,Federal-gov,Doctorate,9,Married-AF-spouse,Exec-managerial,Husband,White
23,Without-pay,12th,3,Divorced,Adm-clerical,Wife,Asian-Pac-Islander
62,?,11th,16,Separated,Protective-serv,Unmarried,Amer-Indian-Eskimo
57,Self-emp-inc,Prof-school,1,Never-married,Transport-moving,Unmarried,Amer-Indian-Eskimo
62,Without-pay,5th-6th,11,Separated,Handlers-cleaners,Other-relative,Black
32,Without-pay,5th-6th,4,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander
35,Without-pay,9th,11,Never-married,?,Own-child,Amer-Indian-Eskimo
33,Without-pay,7th-8th,4,Married-AF-spouse,Exec-managerial,Unmarried,Asian-Pac-Islander
41,Local-gov,11th,9,Divorced,?,Unmarried,White
55,Private,9th,2,Widowed,Exec-managerial,Other-relative,White
55,Local-gov,11th,16,Divorced,Craft-repair,Unmarried,White
30,?,10th,14,Widowed,Craft-repair,Not-in-family,Amer-Indian-Eskimo
44,Private,1st-4th,12,Married-spouse-absent,Prof-specialty,Not-in-family,White
36,Local-gov,11th,14,Divorced,Machine-op-inspct,Unmarried,White
33,Self-emp-inc,12th,6,Divorced,Armed-Forces,Wife,Other
50,Self-emp-not-inc,Some-college,6,Married-civ-spouse,Priv-house-serv,Wife,Other
34,Private,Some-college,11,Divorced,?,Wife,Amer-Indian-Eskimo
90,?,Prof-school,3,Separated,Priv-house-serv,Wife,Other
45,Without-pay,Assoc-voc,9,Married-spouse-absent,Machine-op-inspct,Other-relative,Other
80,Without-pay,Some-college,1,Never-married,Priv-house-serv,Own-child,Asian-Pac-Islander
62,Without-pay,Prof-school,10,Married-AF-spouse,Exec-managerial,Other-relative,Black
66,Never-worked,Prof-school,11,Never-married,Handlers-cleaners,Wife,White
62,Private,5th-6th,8,Widowed,Exec-managerial,Other-relative,Black
38,?,11th,1,Separated,?,Unmarried,Amer-Indian-Eskimo
42,Without-pay,10th,14,Widowed,Machine-op-inspct,Not-in-family,Black
48,Without-pay,Some-college,14,Married-civ-spouse,Priv-house-serv,Wife,Black
29,Private,Assoc-voc,2,Married-spouse-absent,Farming-fishing,Other-relative,White
42,Without-pay,Assoc-voc,14,Divorced,Machine-op-inspct,Other-relative,Black
23,Self-emp-inc,Masters,1,Married-spouse-absent,Transport-moving,Not-in-family,Amer-Indian-Eskimo
45,Federal-gov,5th-6th,2,Separated,Exec-managerial,Other-relative,White
41,Self-emp-inc,10th,5,Separated,Other-service,Own-child,Other
29,Self-emp-inc,12th,14,Divorced,Exec-managerial,Wife,Amer-Indian-Eskimo
20,Private,Assoc-voc,9,Married-spouse-absent,Prof-specialty,Other-relative,White
57,Private,11th,14,Separated,Craft-repair,Unmarried,White
90,Private,9th,1,Married-spouse-absent,Other-service,Own-child,Amer-Indian-Eskimo
46,Self-emp-inc,5th-6th,14,Widowed,Exec-managerial,Unmarried,Other
37,Without-pay,Doctorate,9,Never-married,Other-service,Husband,Black
36,Private,Bachelors,10,Married-spouse-absent,Sales,Husband,Black
34,Without-pay,Prof-school,14,Never-married,Machine-op-inspct,Unmarried,Black
29,?,11th,16,Divorced,Farming-fishing,Unmarried,Amer-Indian-Eskimo
27,Self-emp-inc,Some-college,3,Never-married,Adm-clerical,Wife,Other
90,Without-pay,Doctorate,14,Never-married,Machine-op-inspct,Husband,Black
55,?,11th,16,Divorced,Priv-house-serv,Unmarried,Amer-Indian-Eskimo
46,?,Some-college,16,Married-civ-spouse,Protective-serv,Not-in-family,Amer-Indian-Eskimo
34,?,Prof-school,9,Widowed,Transport-moving,Husband,Amer-Indian-Eskimo
27,?,Bachelors,5,Widowed,Craft-repair,Husband,Other
32,Self-emp-inc,Assoc-voc,14,Divorced,Other-service,Other-relative,Amer-Indian-Eskimo
57,Self-emp-inc,Some-college,5,Married-civ-spouse,Priv-house-serv,Own-child,Other
48,Local-gov,Preschool,16,Married-AF-spouse,Sales,Unmarried,Amer-Indian-Eskimo
36,Local-gov,9th,12,Never-married,Prof-specialty,Not-in-family,White
40,Never-worked,11th,9,Divorced,?,Unmarried,White
41,Self-emp-inc,Prof-school,11,Married-AF-spouse,Armed-Forces,Other-relative,Amer-Indian-Eskimo
33,Without-pay,11th,9,Separated,Armed-Forces,Unmarried,Black
80,Federal-gov,Prof-school,14,Never-married,Machine-op-inspct,Unmarried,White
80,?,5th-6th,14,Never-married,Machine-op-inspct,Unmarried,Other
44,Without-pay,Doctorate,8,Never-married,Farming-fishing,Husband,Black
27,?,9th,5,Never-married,?,Own-child,Other
33,Self-emp-inc,11th,16,Separated,Tech-support,Unmarried,Amer-Indian-Eskimo
40,Never-worked,Bachelors,3,Married-spouse-absent,Armed-Forces,Wife,White
45,Private,10th,10,Married-spouse-absent,?,Other-relative,Black
57,Local-gov,Prof-school,9,Married-AF-spouse,Exec-managerial,Husband,White
19,Private,Assoc-voc,10,Separated,Exec-managerial,Other-relative,White
67,Without-pay,5th-6th,10,Never-married,Exec-managerial,Other-relative,Black
62,Self-emp-inc,9th,1,Married-spouse-absent,Transport-moving,Own-child,Amer-Indian-Eskimo
62,Self-emp-inc,1st-4th,1,Married-spouse-absent,?,Not-in-family,Amer-Indian-Eskimo
18,Without-pay,10th,4,Widowed,Exec-managerial,Other-relative,Asian-Pac-Islander
40,?,12th,3,Divorced,Other-service,Wife,Other
36,Private,Prof-school,16,Widowed,Armed-Forces,Unmarried,Amer-Indian-Eskimo
80,Private,10th,14,Married-spouse-absent,Machine-op-inspct,Other-relative,White
44,Private,Some-college,3,Never-married,Other-service,Wife,Black
64,Without-pay,5th-6th,10,Widowed,Exec-managerial,Other-relative,White
45,Without-pay,Prof-school,5,Never-married,Other-service,Husband,Other
80,Self-emp-inc,Prof-school,16,Married-AF-spouse,Tech-support,Unmarried,Amer-Indian-Eskimo
33,Private,Doctorate,3,Married-spouse-absent,Adm-clerical,Husband,White
52,Without-pay,Doctorate,9,Married-spouse-absent,Tech-support,Husband,White
33,Self-emp-inc,Some-college,9,Married-civ-spouse,Other-service,Wife,White
35,Self-emp-inc,Prof-school,11,Separated,Machine-op-inspct,Wife,Amer-Indian-Eskimo
35,Without-pay,Some-college,10,Never-married,?,Not-in-family,Asian-Pac-Islander
33,?,Some-college,3,Married-civ-spouse,Sales,Wife,Other
22,Self-emp-inc,5th-6th,9,Never-married,Adm-clerical,Unmarried,Other
19,Private,11th,4,Separated,Transport-moving,Unmarried,White
