age,workclass,education,education-num,marital-status,occupation,relationship,race
55,Self-emp-inc,1st-4th,7,Widowed,Prof-specialty,Unmarried,Other
83,?,HS-grad,10,Married-civ-spouse,Priv-house-serv,Other-relative,Other
45,Federal-gov,12th,9,Married-AF-spouse,Farming-fishing,Other-relative,Black
69,Self-emp-not-inc,Assoc-voc,8,Separated,Protective-serv,Husband,White
83,Self-emp-inc,1st-4th,8,Married-spouse-absent,Other-service,Unmarried,Amer-Indian-Eskimo
56,Private,Bachelors,3,Separated,Craft-repair,Unmarried,Other
85,Federal-gov,Masters,10,Widowed,Priv-house-serv,Unmarried,Black
38,State-gov,Assoc-acdm,3,Married-civ-spouse,Prof-specialty,Wife,White
50,Without-pay,5th-6th,6,Widowed,Protective-serv,Other-relative,White
17,Never-worked,Preschool,11,Widowed,Tech-support,Husband,Amer-Indian-Eskimo
59,State-gov,12th,16,Married-AF-spouse,Protective-serv,Husband,Amer-Indian-Eskimo
72,?,Preschool,8,Separated,Tech-support,Not-in-family,Other
40,Self-emp-not-inc,9th,16,Widowed,Protective-serv,Wife,Asian-Pac-Islander
67,State-gov,10th,10,Married-spouse-absent,Protective-serv,Not-in-family,White
32,Never-worked,Prof-school,11,Never-married,Priv-house-serv,Wife,White
82,State-gov,10th,3,Separated,Craft-repair,Own-child,Amer-Indian-Eskimo
21,State-gov,1st-4th,6,Married-AF-spouse,?,Other-relative,Black
34,Self-emp-not-inc,Assoc-voc,5,Married-civ-spouse,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo
67,?,5th-6th,2,Never-married,Transport-moving,Other-relative,Amer-Indian-Eskimo
61,State-gov,Preschool,1,Separated,Machine-op-inspct,Not-in-family,Black
27,Private,10th,13,Divorced,Farming-fishing,Wife,Black
45,State-gov,Some-college,1,Divorced,Other-service,Wife,Other
27,Federal-gov,Preschool,16,Married-spouse-absent,Protective-serv,Wife,Amer-Indian-Eskimo
46,Federal-gov,Some-college,1,Separated,Exec-managerial,Husband,Amer-Indian-Eskimo
52,Self-emp-inc,Some-college,2,Married-spouse-absent,?,Unmarried,Other
32,Without-pay,12th,3,Married-AF-spouse,Exec-managerial,Other-relative,Amer-Indian-Eskimo
72,Without-pay,Preschool,16,Married-spouse-absent,Tech-support,Not-in-family,White
24,Without-pay,Assoc-acdm,10,Never-married,Craft-repair,Own-child,Other
54,Local-gov,Some-college,14,Married-civ-spouse,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo
25,Without-pay,Prof-school,12,Divorced,Protective-serv,Not-in-family,White
24,Without-pay,9th,12,Married-spouse-absent,Armed-Forces,Other-relative,Other
24,Private,11th,7,Never-married,Craft-repair,Own-child,White
66,Federal-gov,Masters,14,Married-civ-spouse,Handlers-cleaners,Husband,Other
51,State-gov,Bachelors,9,Widowed,Armed-Forces,Not-in-family,Asian-Pac-Islander
64,Without-pay,Assoc-acdm,7,Never-married,Farming-fishing,Other-relative,Other
69,Local-gov,10th,9,Divorced,Machine-op-inspct,Wife,Asian-Pac-Islander
83,Self-emp-not-inc,Assoc-acdm,13,Married-AF-spouse,Farming-fishing,Husband,Asian-Pac-Islander
33,State-gov,Assoc-voc,3,Divorced,Armed-Forces,Not-in-family,Other
83,Local-gov,Prof-school,4,Widowed,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo
18,?,9th,5,Separated,Craft-repair,Own-child,White
19,Federal-gov,Bachelors,16,Never-married,Protective-serv,Other-relative,Amer-Indian-Eskimo
46,State-gov,9th,16,Never-married,Exec-managerial,Husband,Amer-Indian-Eskimo
81,Without-pay,Doctorate,4,Married-spouse-absent,Exec-managerial,Unmarried,Asian-Pac-Islander
46,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White
22,Self-emp-inc,7th-8th,15,Married-civ-spouse,Protective-serv,Unmarried,Asian-Pac-Islander
83,Never-worked,10th,15,Separated,Handlers-cleaners,Wife,Asian-Pac-Islander
83,?,7th-8th,7,Married-spouse-absent,Protective-serv,Husband,Amer-Indian-Eskimo
50,Without-pay,11th,1,Married-civ-spouse,Other-service,Wife,Black
76,Self-emp-not-inc,Masters,11,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander
50,Never-worked,12th,4,Never-married,Protective-serv,Own-child,Asian-Pac-Islander
47,Without-pay,Assoc-voc,12,Separated,?,Own-child,Other
68,Federal-gov,HS-grad,11,Never-married,Prof-specialty,Wife,Asian-Pac-Islander
40,Federal-gov,Masters,7,Married-spouse-absent,Other-service,Own-child,Asian-Pac-Islander
61,Private,7th-8th,5,Married-spouse-absent,Prof-specialty,Wife,Other
50,Never-worked,5th-6th,15,Never-married,?,Not-in-family,White
31,Federal-gov,Assoc-voc,3,Separated,Priv-house-serv,Other-relative,White
47,State-gov,7th-8th,4,Married-civ-spouse,?,Other-relative,Black
77,Private,9th,10,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander
26,Private,Doctorate,2,Widowed,Transport-moving,Not-in-family,Black
20,Federal-gov,Masters,13,Never-married,Farming-fishing,Husband,Amer-Indian-Eskimo
27,Without-pay,HS-grad,2,Married-AF-spouse,Protective-serv,Husband,Amer-Indian-Eskimo
44,Without-pay,9th,7,Married-spouse-absent,Machine-op-inspct,Wife,Other
37,Never-worked,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Wife,White
30,Never-worked,Bachelors,7,Widowed,Tech-support,Other-relative,Asian-Pac-Islander
29,Never-worked,Masters,7,Married-spouse-absent,Farming-fishing,Other-relative,Amer-Indian-Eskimo
83,Never-worked,7th-8th,12,Widowed,Farming-fishing,Not-in-family,White
44,State-gov,Assoc-acdm,13,Separated,Machine-op-inspct,Wife,Asian-Pac-Islander
84,Without-pay,Assoc-voc,1,Married-spouse-absent,Exec-managerial,Other-relative,Other
79,Without-pay,9th,12,Divorced,Craft-repair,Other-relative,Black
20,Local-gov,1st-4th,12,Widowed,Exec-managerial,Own-child,Amer-Indian-Eskimo
63,Federal-gov,Assoc-voc,12,Divorced,Adm-clerical,Other-relative,Other
83,Self-emp-inc,Bachelors,6,Separated,Armed-Forces,Husband,White
34,Private,Some-college,14,Married-AF-spouse,Protective-serv,Not-in-family,Other
42,Private,10th,8,Married-civ-spouse,Exec-managerial,Not-in-family,Black
72,Federal-gov,7th-8th,11,Separated,Prof-specialty,Husband,Black
51,Private,Preschool,5,Widowed,Machine-op-inspct,Own-child,Amer-Indian-Eskimo
57,?,HS-grad,10,Separated,Protective-serv,Other-relative,Amer-Indian-Eskimo
41,Self-emp-not-inc,11th,14,Married-civ-spouse,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo
22,Self-emp-inc,5th-6th,16,Widowed,Adm-clerical,Unmarried,Black
37,?,Bachelors,14,Separated,Handlers-cleaners,Own-child,Asian-Pac-Islander
59,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,Other
27,Without-pay,11th,10,Separated,Protective-serv,Not-in-family,Black
66,Never-worked,5th-6th,4,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander
26,Self-emp-inc,5th-6th,13,Married-spouse-absent,Adm-clerical,Not-in-family,Asian-Pac-Islander
50,State-gov,7th-8th,5,Divorced,Other-service,Husband,Other
58,Self-emp-not-inc,Assoc-acdm,16,Never-married,Tech-support,Own-child,Asian-Pac-Islander
83,State-gov,5th-6th,9,Separated,Craft-repair,Own-child,Other
81,Federal-gov,Prof-school,5,Never-married,Prof-specialty,Own-child,White
31,Federal-gov,12th,3,Never-married,Protective-serv,Other-relative,White
62,?,HS-grad,9,Married-civ-spouse,Transport-moving,Own-child,Other
30,State-gov,Doctorate,12,Widowed,Priv-house-serv,Unmarried,Other
57,Never-worked,Doctorate,13,Married-civ-spouse,Adm-clerical,Own-child,White
83,Self-emp-not-inc,7th-8th,9,Married-AF-spouse,Farming-fishing,Husband,Other
39,?,9th,3,Widowed,Exec-managerial,Wife,White
26,?,11th,8,Widowed,Machine-op-inspct,Own-child,White
83,?,5th-6th,12,Divorced,Sales,Not-in-family,White
26,Without-pay,Preschool,16,Married-spouse-absent,Priv-house-serv,Unmarried,Black
49,State-gov,1st-4th,12,Never-married,Prof-specialty,Not-in-family,Black
55,State-gov,5th-6th,12,Never-married,Exec-managerial,Not-in-family,White
52,Never-worked,Some-college,4,Separated,Tech-support,Unmarried,Other
49,Without-pay,Assoc-acdm,2,Never-married,Prof-specialty,Unmarried,Black
75,Self-emp-inc,Prof-school,13,Married-spouse-absent,Exec-managerial,Husband,Asian-Pac-Islander
90,Private,Bachelors,3,Married-spouse-absent,Handlers-cleaners,Unmarried,Black
67,State-gov,Prof-school,6,Separated,Priv-house-serv,Wife,Amer-Indian-Eskimo
33,?,11th,4,Separated,Handlers-cleaners,Not-in-family,Black
40,Private,Some-college,15,Divorced,Other-service,Other-relative,White
59,Never-worked,Prof-school,10,Married-spouse-absent,Farming-fishing,Unmarried,Black
83,Without-pay,Assoc-acdm,16,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander
74,Self-emp-inc,11th,14,Married-civ-spouse,Other-service,Own-child,Amer-Indian-Eskimo
87,?,Assoc-voc,4,Never-married,Adm-clerical,Wife,Other
84,Without-pay,7th-8th,10,Married-civ-spouse,Armed-Forces,Wife,White
42,Private,Some-college,10,Separated,Tech-support,Husband,White
22,Without-pay,11th,10,Married-spouse-absent,Adm-clerical,Husband,Other
66,Self-emp-inc,Doctorate,6,Married-civ-spouse,Farming-fishing,Other-relative,Black
52,State-gov,Bachelors,11,Never-married,Prof-specialty,Unmarried,White
74,Self-emp-not-inc,11th,5,Divorced,Adm-clerical,Unmarried,Other
33,Local-gov,10th,11,Married-civ-spouse,Handlers-cleaners,Wife,White
22,Without-pay,9th,12,Married-spouse-absent,Priv-house-serv,Other-relative,Amer-Indian-Eskimo
45,Federal-gov,12th,11,Widowed,Prof-specialty,Other-relative,White
66,Self-emp-not-inc,Masters,8,Widowed,Protective-serv,Wife,White
57,Never-worked,1st-4th,3,Never-married,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo
49,Private,7th-8th,2,Divorced,Handlers-cleaners,Husband,Asian-Pac-Islander
59,Self-emp-inc,1st-4th,7,Separated,Prof-specialty,Not-in-family,Amer-Indian-Eskimo
64,Self-emp-not-inc,Doctorate,5,Divorced,Priv-house-serv,Own-child,Amer-Indian-Eskimo
68,Private,Doctorate,4,Separated,Exec-managerial,Wife,Black
61,Federal-gov,12th,2,Married-civ-spouse,Other-service,Own-child,Black
49,Self-emp-inc,Some-college,3,Separated,Adm-clerical,Unmarried,Other
20,Private,7th-8th,15,Married-civ-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo
26,Never-worked,Prof-school,12,Married-AF-spouse,Protective-serv,Other-relative,Other
64,Without-pay,Assoc-voc,10,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo
83,Never-worked,Some-college,16,Separated,?,Husband,White
48,Federal-gov,11th,9,Never-married,Craft-repair,Unmarried,White
83,State-gov,Preschool,1,Married-spouse-absent,Prof-specialty,Not-in-family,Black
33,Without-pay,9th,9,Married-AF-spouse,Exec-managerial,Wife,White
83,Never-worked,10th,8,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo
68,State-gov,Preschool,4,Never-married,Armed-Forces,Not-in-family,Amer-Indian-Eskimo
32,Self-emp-inc,Assoc-acdm,11,Married-spouse-absent,Farming-fishing,Unmarried,White
45,Without-pay,Preschool,5,Divorced,Farming-fishing,Other-relative,Amer-Indian-Eskimo
31,Private,Assoc-voc,1,Separated,Prof-specialty,Other-relative,Asian-Pac-Islander
61,Never-worked,Preschool,1,Married-civ-spouse,Handlers-cleaners,Wife,Amer-Indian-Eskimo
53,Federal-gov,11th,16,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo
34,State-gov,11th,14,Married-civ-spouse,Farming-fishing,Wife,Other
83,Never-worked,1st-4th,6,Married-civ-spouse,Armed-Forces,Other-relative,Black
33,Never-worked,Preschool,6,Married-spouse-absent,Protective-serv,Husband,White
50,Private,7th-8th,13,Married-spouse-absent,Tech-support,Own-child,Amer-Indian-Eskimo
62,Private,Preschool,7,Never-married,Other-service,Not-in-family,Black
63,State-gov,Prof-school,6,Married-spouse-absent,Protective-serv,Husband,Amer-Indian-Eskimo
42,?,11th,4,Married-civ-spouse,Other-service,Not-in-family,Asian-Pac-Islander
62,Local-gov,Bachelors,9,Married-AF-spouse,Protective-serv,Husband,Amer-Indian-Eskimo
35,Private,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White
26,Private,Doctorate,2,Widowed,Sales,Unmarried,Asian-Pac-Islander
66,Self-emp-not-inc,11th,11,Married-spouse-absent,Sales,Not-in-family,Amer-Indian-Eskimo
45,Local-gov,Preschool,13,Divorced,Protective-serv,Other-relative,Black
43,Never-worked,11th,14,Married-civ-spouse,Machine-op-inspct,Own-child,White
75,State-gov,Masters,10,Widowed,Adm-clerical,Husband,Black
24,Federal-gov,1st-4th,8,Married-AF-spouse,Transport-moving,Unmarried,White
64,Self-emp-not-inc,HS-grad,15,Never-married,Farming-fishing,Not-in-family,Asian-Pac-Islander
85,Private,7th-8th,10,Married-civ-spouse,?,Own-child,Black
21,?,Assoc-voc,3,Married-spouse-absent,Transport-moving,Unmarried,Asian-Pac-Islander
35,Self-emp-inc,HS-grad,8,Never-married,?,Own-child,White
77,Private,Some-college,11,Married-spouse-absent,Tech-support,Own-child,White
68,Private,Doctorate,2,Separated,Sales,Own-child,Black
25,Local-gov,1st-4th,12,Married-spouse-absent,Other-service,Wife,Black
29,Without-pay,Prof-school,13,Divorced,Exec-managerial,Not-in-family,White
26,State-gov,Some-college,14,Divorced,Farming-fishing,Unmarried,Asian-Pac-Islander
32,Private,9th,9,Married-AF-spouse,Protective-serv,Own-child,Other
46,Without-pay,Prof-school,11,Married-civ-spouse,Priv-house-serv,Other-relative,White
69,State-gov,Prof-school,6,Married-AF-spouse,Craft-repair,Wife,Amer-Indian-Eskimo
25,Without-pay,Assoc-acdm,10,Married-spouse-absent,Adm-clerical,Wife,Other
69,?,Preschool,8,Never-married,?,Not-in-family,Amer-Indian-Eskimo
55,Local-gov,12th,8,Married-AF-spouse,Protective-serv,Husband,Asian-Pac-Islander
76,Never-worked,1st-4th,4,Widowed,Farming-fishing,Not-in-family,Amer-Indian-Eskimo
63,State-gov,Assoc-acdm,13,Married-civ-spouse,Protective-serv,Husband,Black
49,Private,Assoc-voc,2,Separated,Craft-repair,Own-child,Other
18,?,9th,5,Separated,Prof-specialty,Own-child,Amer-Indian-Eskimo
77,?,7th-8th,1,Married-AF-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander
61,Local-gov,9th,15,Separated,Handlers-cleaners,Own-child,White
22,?,10th,12,Divorced,Sales,Wife,Black
48,?,Some-college,12,Married-civ-spouse,Farming-fishing,Wife,Black
23,Self-emp-not-inc,Preschool,1,Separated,Adm-clerical,Not-in-family,Other
32,Self-emp-inc,HS-grad,15,Divorced,Transport-moving,Own-child,Amer-Indian-Eskimo
51,Local-gov,Masters,12,Widowed,?,Not-in-family,Amer-Indian-Eskimo
72,Self-emp-not-inc,HS-grad,3,Married-spouse-absent,Protective-serv,Unmarried,White
44,Private,Doctorate,8,Married-AF-spouse,Armed-Forces,Other-relative,White
20,Self-emp-inc,5th-6th,3,Never-married,Exec-managerial,Own-child,Black
39,Self-emp-not-inc,11th,14,Married-civ-spouse,?,Wife,White
62,Federal-gov,5th-6th,7,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander
40,Never-worked,Preschool,3,Married-spouse-absent,Protective-serv,Other-relative,Amer-Indian-Eskimo
52,Local-gov,Bachelors,4,Married-AF-spouse,Armed-Forces,Not-in-family,Other
34,Without-pay,Bachelors,1,Married-AF-spouse,Adm-clerical,Wife,Asian-Pac-Islander
51,Private,Some-college,9,Never-married,?,Wife,Other
90,Self-emp-inc,9th,1,Divorced,Other-service,Unmarried,Black
82,State-gov,Doctorate,8,Widowed,Sales,Unmarried,Other
24,Private,1st-4th,10,Widowed,Sales,Other-relative,Other
45,State-gov,HS-grad,4,Divorced,Machine-op-inspct,Unmarried,Asian-Pac-Islander
64,Local-gov,5th-6th,15,Married-AF-spouse,Farming-fishing,Other-relative,Black
62,Federal-gov,HS-grad,4,Married-AF-spouse,Exec-managerial,Unmarried,White
67,?,5th-6th,15,Married-AF-spouse,Handlers-cleaners,Unmarried,Other
33,Local-gov,Masters,16,Never-married,Transport-moving,Other-relative,Amer-Indian-Eskimo
64,Self-emp-not-inc,Assoc-voc,8,Married-civ-spouse,Adm-clerical,Wife,Black
62,State-gov,7th-8th,8,Divorced,?,Unmarried,Other
57,Federal-gov,7th-8th,5,Divorced,Farming-fishing,Other-relative,Amer-Indian-Eskimo
28,State-gov,Some-college,15,Never-married,Adm-clerical,Other-relative,Black
65,State-gov,Prof-school,6,Separated,Priv-house-serv,Wife,Amer-Indian-Eskimo
32,Self-emp-not-inc,Masters,1,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo
46,Self-emp-inc,9th,9,Married-AF-spouse,Transport-moving,Other-relative,Asian-Pac-Islander
36,Self-emp-not-inc,Masters,9,Separated,Adm-clerical,Unmarried,White
58,Private,Prof-school,8,Separated,Handlers-cleaners,Not-in-family,Asian-Pac-Islander
22,Private,7th-8th,13,Married-civ-spouse,Tech-support,Other-relative,Other
34,Never-worked,Preschool,1,Married-civ-spouse,Machine-op-inspct,Wife,Other
38,Private,10th,8,Married-AF-spouse,Armed-Forces,Other-relative,White
72,State-gov,1st-4th,12,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander
35,Without-pay,Bachelors,13,Married-civ-spouse,Armed-Forces,Husband,White
59,Private,5th-6th,8,Married-AF-spouse,Machine-op-inspct,Own-child,Other
75,Private,Masters,13,Widowed,Other-service,Own-child,Other
50,Federal-gov,10th,6,Never-married,Craft-repair,Other-relative,Black
34,Federal-gov,12th,14,Never-married,Tech-support,Husband,Asian-Pac-Islander
48,State-gov,10th,10,Divorced,Exec-managerial,Husband,Asian-Pac-Islander
46,Private,Assoc-acdm,1,Married-civ-spouse,Tech-support,Unmarried,Other
67,Self-emp-not-inc,10th,3,Married-AF-spouse,Protective-serv,Wife,Other
75,Self-emp-inc,Masters,12,Married-civ-spouse,Priv-house-serv,Wife,Amer-Indian-Eskimo
64,Local-gov,Prof-school,11,Widowed,Sales,Not-in-family,Amer-Indian-Eskimo
44,Private,Bachelors,13,Separated,Tech-support,Own-child,Amer-Indian-Eskimo
27,Without-pay,12th,16,Never-married,?,Other-relative,Amer-Indian-Eskimo
42,Local-gov,10th,11,Married-civ-spouse,Armed-Forces,Unmarried,Black
69,Federal-gov,Assoc-voc,14,Divorced,Tech-support,Own-child,Amer-Indian-Eskimo
49,Private,HS-grad,3,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander
83,Self-emp-not-inc,Assoc-acdm,16,Divorced,?,Other-relative,Black
60,Self-emp-not-inc,1st-4th,6,Married-civ-spouse,Farming-fishing,Husband,White
53,State-gov,7th-8th,8,Separated,Exec-managerial,Unmarried,Other
19,Without-pay,11th,10,Separated,Craft-repair,Not-in-family,White
90,Self-emp-inc,Assoc-acdm,15,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander
18,Self-emp-inc,9th,8,Divorced,Craft-repair,Wife,White
45,Never-worked,HS-grad,15,Separated,Prof-specialty,Other-relative,White
75,Local-gov,9th,6,Married-spouse-absent,Priv-house-serv,Other-relative,Black
32,Without-pay,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo
33,Self-emp-inc,Doctorate,10,Married-spouse-absent,Other-service,Unmarried,Amer-Indian-Eskimo
17,Self-emp-inc,11th,1,Never-married,Craft-repair,Own-child,Black
68,Self-emp-inc,HS-grad,9,Married-civ-spouse,?,Wife,Asian-Pac-Islander
39,Self-emp-not-inc,9th,15,Never-married,Tech-support,Other-relative,White
83,Private,1st-4th,5,Married-spouse-absent,Machine-op-inspct,Own-child,White
52,Without-pay,Masters,5,Married-civ-spouse,Farming-fishing,Husband,Other
37,State-gov,Masters,12,Divorced,Armed-Forces,Husband,Amer-Indian-Eskimo
36,Without-pay,11th,7,Divorced,Priv-house-serv,Wife,White
83,?,11th,16,Separated,Handlers-cleaners,Husband,Amer-Indian-Eskimo
18,Federal-gov,10th,11,Married-AF-spouse,Armed-Forces,Own-child,Black
64,State-gov,Preschool,12,Married-civ-spouse,Transport-moving,Own-child,White
54,Private,HS-grad,3,Never-married,Farming-fishing,Other-relative,Amer-Indian-Eskimo
62,Private,HS-grad,13,Widowed,Exec-managerial,Not-in-family,White
46,Federal-gov,Assoc-voc,14,Separated,Transport-moving,Own-child,White
78,State-gov,12th,7,Separated,Sales,Unmarried,White
79,State-gov,1st-4th,10,Never-married,Farming-fishing,Wife,White
21,Local-gov,Some-college,7,Separated,Exec-managerial,Own-child,White
39,Without-pay,Doctorate,12,Divorced,?,Wife,White
83,State-gov,Masters,10,Widowed,Armed-Forces,Own-child,Black
29,Without-pay,Assoc-acdm,2,Married-AF-spouse,Protective-serv,Wife,Amer-Indian-Eskimo
