age,workclass,education,education-num,marital-status,occupation,relationship,race
55,Without-pay,7th-8th,16,Never-married,Farming-fishing,Not-in-family,Other
63,State-gov,10th,2,Married-AF-spouse,Farming-fishing,Wife,Black
59,Local-gov,12th,16,Married-spouse-absent,Transport-moving,Husband,Asian-Pac-Islander
48,?,Prof-school,9,Never-married,Other-service,Not-in-family,White
28,Federal-gov,Preschool,6,Widowed,Craft-repair,Unmarried,Black
81,Never-worked,9th,10,Married-spouse-absent,Prof-specialty,Husband,Other
84,Self-emp-inc,Masters,4,Widowed,Prof-specialty,Husband,Other
43,Federal-gov,Bachelors,1,Married-spouse-absent,Handlers-cleaners,Other-relative,Other
79,Self-emp-not-inc,Preschool,4,Never-married,Protective-serv,Husband,White
53,Private,5th-6th,1,Married-AF-spouse,Armed-Forces,Husband,Other
64,?,10th,2,Married-AF-spouse,Priv-house-serv,Unmarried,White
61,Federal-gov,7th-8th,4,Married-AF-spouse,Armed-Forces,Own-child,White
75,Federal-gov,12th,8,Never-married,Craft-repair,Not-in-family,Other
66,?,Doctorate,10,Separated,Priv-house-serv,Unmarried,Amer-Indian-Eskimo
81,Self-emp-not-inc,Assoc-acdm,14,Never-married,Handlers-cleaners,Other-relative,White
34,?,5th-6th,14,Widowed,Handlers-cleaners,Husband,White
20,Local-gov,5th-6th,16,Married-AF-spouse,Protective-serv,Husband,Asian-Pac-Islander
63,Federal-gov,1st-4th,13,Separated,Craft-repair,Wife,Black
78,?,5th-6th,9,Married-spouse-absent,Other-service,Husband,White
49,Federal-gov,9th,6,Never-married,Machine-op-inspct,Own-child,Other
72,Private,10th,11,Married-AF-spouse,Craft-repair,Husband,Black
61,Self-emp-inc,Assoc-acdm,15,Widowed,?,Own-child,Amer-Indian-Eskimo
55,Self-emp-inc,Bachelors,13,Divorced,Handlers-cleaners,Not-in-family,Other
25,Without-pay,5th-6th,12,Married-AF-spouse,Sales,Own-child,White
67,Federal-gov,Some-college,9,Divorced,Sales,Own-child,Other
74,State-gov,Assoc-voc,5,Separated,Handlers-cleaners,Husband,Amer-Indian-Eskimo
62,Self-emp-inc,Some-college,3,Separated,Protective-serv,Not-in-family,Amer-Indian-Eskimo
27,Without-pay,11th,13,Widowed,Tech-support,Own-child,Other
88,Without-pay,Prof-school,16,Separated,Sales,Own-child,Asian-Pac-Islander
65,Local-gov,12th,10,Divorced,Tech-support,Wife,Other
62,State-gov,11th,1,Married-AF-spouse,Farming-fishing,Other-relative,White
86,Never-worked,Preschool,14,Married-civ-spouse,Prof-specialty,Unmarried,Other
63,Never-worked,Assoc-voc,5,Separated,Protective-serv,Other-relative,Other
51,Self-emp-not-inc,12th,12,Never-married,Exec-managerial,Own-child,Black
63,Private,Bachelors,1,Married-AF-spouse,Tech-support,Husband,Black
17,Federal-gov,7th-8th,7,Married-civ-spouse,Protective-serv,Other-relative,Black
76,?,9th,13,Married-spouse-absent,Tech-support,Own-child,White
64,Self-emp-not-inc,Assoc-voc,6,Never-married,Farming-fishing,Husband,Other
24,Without-pay,Prof-school,5,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander
46,Without-pay,9th,10,Married-spouse-absent,Farming-fishing,Own-child,Black
66,Without-pay,Bachelors,1,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander
19,State-gov,5th-6th,6,Married-civ-spouse,Other-service,Own-child,White
65,Local-gov,Some-college,4,Married-spouse-absent,Other-service,Husband,Amer-Indian-Eskimo
54,Private,7th-8th,13,Married-spouse-absent,Prof-specialty,Own-child,Other
34,Without-pay,11th,11,Married-spouse-absent,Prof-specialty,Wife,Amer-Indian-Eskimo
30,Local-gov,5th-6th,8,Married-AF-spouse,Handlers-cleaners,Not-in-family,White
38,Without-pay,7th-8th,4,Divorced,Protective-serv,Own-child,Black
45,Private,Bachelors,14,Widowed,Craft-repair,Husband,Black
21,Never-worked,12th,15,Married-civ-spouse,Craft-repair,Unmarried,Amer-Indian-Eskimo
62,Without-pay,Bachelors,8,Widowed,Handlers-cleaners,Wife,Other
62,State-gov,Masters,10,Divorced,Armed-Forces,Own-child,Amer-Indian-Eskimo
27,Self-emp-not-inc,Assoc-voc,13,Married-civ-spouse,Transport-moving,Other-relative,Asian-Pac-Islander
35,Federal-gov,5th-6th,5,Separated,Priv-house-serv,Wife,Black
47,Without-pay,11th,12,Widowed,Armed-Forces,Not-in-family,White
38,?,9th,1,Married-spouse-absent,Exec-managerial,Husband,White
42,State-gov,Doctorate,15,Married-civ-spouse,Priv-house-serv,Own-child,Black
55,Self-emp-not-inc,7th-8th,11,Widowed,Armed-Forces,Husband,Amer-Indian-Eskimo
18,Never-worked,Bachelors,14,Divorced,Protective-serv,Other-relative,Black
27,State-gov,Some-college,6,Divorced,Transport-moving,Other-relative,Asian-Pac-Islander
25,Without-pay,Preschool,4,Never-married,Transport-moving,Other-relative,Amer-Indian-Eskimo
47,?,11th,1,Never-married,Armed-Forces,Other-relative,Other
61,Never-worked,10th,5,Married-AF-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo
65,Never-worked,12th,11,Never-married,Machine-op-inspct,Own-child,Other
69,?,12th,5,Separated,Craft-repair,Other-relative,Other
42,Never-worked,5th-6th,11,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo
51,Local-gov,Assoc-voc,2,Married-spouse-absent,Transport-moving,Husband,White
28,Local-gov,11th,4,Never-married,Protective-serv,Unmarried,Asian-Pac-Islander
76,Self-emp-inc,Prof-school,2,Separated,Sales,Not-in-family,Amer-Indian-Eskimo
81,Federal-gov,Preschool,2,Widowed,Tech-support,Other-relative,White
69,Federal-gov,Assoc-voc,11,Married-spouse-absent,Tech-support,Own-child,Black
80,Private,Assoc-acdm,14,Divorced,Priv-house-serv,Wife,Black
65,Local-gov,11th,2,Married-spouse-absent,Farming-fishing,Husband,Black
28,Federal-gov,Prof-school,8,Married-spouse-absent,Adm-clerical,Not-in-family,Amer-Indian-Eskimo
64,Without-pay,5th-6th,15,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo
63,Without-pay,Masters,2,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo
46,Local-gov,7th-8th,14,Divorced,Machine-op-inspct,Wife,Amer-Indian-Eskimo
33,Without-pay,1st-4th,6,Married-civ-spouse,Farming-fishing,Own-child,Other
54,Never-worked,Masters,11,Divorced,?,Husband,Other
44,Private,11th,16,Married-civ-spouse,Craft-repair,Wife,White
33,?,Preschool,2,Divorced,Farming-fishing,Husband,Other
80,Without-pay,Preschool,11,Separated,Prof-specialty,Unmarried,Other
51,Federal-gov,Doctorate,2,Married-civ-spouse,Craft-repair,Wife,Black
57,Self-emp-not-inc,11th,10,Separated,Protective-serv,Own-child,Black
76,Federal-gov,9th,16,Widowed,Priv-house-serv,Own-child,Asian-Pac-Islander
31,Never-worked,Doctorate,13,Married-civ-spouse,Priv-house-serv,Own-child,Asian-Pac-Islander
50,Private,12th,11,Married-AF-spouse,Craft-repair,Other-relative,Black
66,State-gov,Assoc-acdm,8,Married-civ-spouse,?,Wife,Amer-Indian-Eskimo
39,State-gov,HS-grad,16,Married-spouse-absent,Exec-managerial,Wife,Asian-Pac-Islander
63,Never-worked,7th-8th,16,Separated,Tech-support,Unmarried,Asian-Pac-Islander
42,Local-gov,HS-grad,13,Never-married,?,Unmarried,Asian-Pac-Islander
45,Federal-gov,Assoc-voc,12,Married-civ-spouse,Tech-support,Unmarried,Asian-Pac-Islander
69,Private,12th,5,Never-married,Tech-support,Not-in-family,White
68,Never-worked,5th-6th,12,Divorced,Armed-Forces,Not-in-family,Other
38,Never-worked,7th-8th,5,Widowed,Machine-op-inspct,Own-child,Other
88,Federal-gov,7th-8th,7,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo
27,Federal-gov,9th,15,Divorced,Protective-serv,Wife,Asian-Pac-Islander
75,Private,Preschool,11,Separated,Machine-op-inspct,Other-relative,White
68,?,Assoc-acdm,4,Married-AF-spouse,?,Unmarried,Black
32,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander
27,Without-pay,10th,9,Separated,Transport-moving,Own-child,Asian-Pac-Islander
35,Never-worked,HS-grad,3,Married-civ-spouse,Tech-support,Husband,Other
39,?,10th,7,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo
65,Local-gov,Bachelors,9,Married-AF-spouse,Adm-clerical,Unmarried,Asian-Pac-Islander
85,?,HS-grad,2,Separated,Farming-fishing,Not-in-family,Amer-Indian-Eskimo
68,Federal-gov,Assoc-acdm,9,Never-married,Other-service,Own-child,Other
53,Federal-gov,Prof-school,7,Widowed,Farming-fishing,Wife,Amer-Indian-Eskimo
40,Federal-gov,11th,13,Widowed,Other-service,Wife,Black
44,Self-emp-not-inc,Bachelors,4,Separated,Adm-clerical,Husband,Other
25,Local-gov,11th,8,Separated,?,Own-child,Black
21,State-gov,12th,9,Widowed,Craft-repair,Wife,Asian-Pac-Islander
67,?,10th,5,Widowed,Armed-Forces,Wife,Other
56,State-gov,9th,4,Separated,Craft-repair,Own-child,Other
42,Private,Masters,14,Never-married,Prof-specialty,Own-child,Other
42,Private,Doctorate,15,Separated,Transport-moving,Wife,Other
26,Self-emp-inc,9th,11,Separated,Sales,Unmarried,Other
24,Local-gov,Assoc-voc,11,Divorced,Farming-fishing,Other-relative,Amer-Indian-Eskimo
77,?,Preschool,9,Widowed,Handlers-cleaners,Wife,White
26,Self-emp-not-inc,12th,6,Separated,Transport-moving,Not-in-family,Black
37,Never-worked,Prof-school,5,Married-AF-spouse,Protective-serv,Husband,Amer-Indian-Eskimo
67,Local-gov,5th-6th,13,Divorced,Armed-Forces,Other-relative,White
35,Federal-gov,10th,6,Married-spouse-absent,Adm-clerical,Husband,Amer-Indian-Eskimo
84,Self-emp-inc,Preschool,2,Married-AF-spouse,Farming-fishing,Own-child,White
34,Never-worked,Preschool,6,Never-married,Protective-serv,Not-in-family,Amer-Indian-Eskimo
45,Self-emp-not-inc,12th,6,Divorced,Craft-repair,Husband,Amer-Indian-Eskimo
30,Local-gov,5th-6th,8,Married-AF-spouse,Transport-moving,Not-in-family,Black
40,Self-emp-not-inc,1st-4th,16,Married-civ-spouse,Machine-op-inspct,Unmarried,White
39,?,Masters,3,Married-spouse-absent,Other-service,Other-relative,White
78,?,Bachelors,5,Separated,Craft-repair,Husband,Asian-Pac-Islander
67,Local-gov,Assoc-voc,12,Divorced,Prof-specialty,Other-relative,Amer-Indian-Eskimo
38,Federal-gov,Masters,10,Never-married,Other-service,Not-in-family,Other
27,?,5th-6th,8,Widowed,Handlers-cleaners,Not-in-family,Black
61,Federal-gov,HS-grad,6,Married-spouse-absent,Exec-managerial,Other-relative,Asian-Pac-Islander
61,Self-emp-inc,12th,8,Married-civ-spouse,Handlers-cleaners,Not-in-family,Asian-Pac-Islander
35,Federal-gov,Prof-school,13,Married-spouse-absent,Priv-house-serv,Wife,Amer-Indian-Eskimo
32,Self-emp-inc,11th,2,Married-spouse-absent,Machine-op-inspct,Husband,Amer-Indian-Eskimo
81,Local-gov,7th-8th,1,Divorced,Adm-clerical,Own-child,White
36,Self-emp-not-inc,5th-6th,4,Never-married,Adm-clerical,Wife,Black
34,Without-pay,Prof-school,1,Separated,Sales,Husband,White
33,State-gov,9th,5,Widowed,Transport-moving,Husband,Other
45,Federal-gov,Prof-school,6,Widowed,Priv-house-serv,Husband,Asian-Pac-Islander
29,State-gov,Some-college,16,Separated,Other-service,Unmarried,Asian-Pac-Islander
66,?,Bachelors,9,Married-spouse-absent,Tech-support,Husband,Black
61,Without-pay,12th,14,Married-spouse-absent,Exec-managerial,Unmarried,Other
21,Self-emp-inc,9th,4,Separated,Priv-house-serv,Husband,Amer-Indian-Eskimo
59,Local-gov,11th,16,Never-married,Tech-support,Wife,Asian-Pac-Islander
64,Self-emp-not-inc,Assoc-voc,8,Married-spouse-absent,Sales,Wife,White
76,Never-worked,Bachelors,8,Divorced,Transport-moving,Not-in-family,Asian-Pac-Islander
65,Private,10th,10,Married-AF-spouse,Adm-clerical,Not-in-family,Other
49,State-gov,Assoc-voc,2,Never-married,Adm-clerical,Other-relative,White
65,Without-pay,Assoc-acdm,8,Widowed,Armed-Forces,Husband,White
48,?,Some-college,1,Widowed,Other-service,Other-relative,Amer-Indian-Eskimo
21,Local-gov,5th-6th,9,Married-spouse-absent,Adm-clerical,Other-relative,Other
30,?,Assoc-acdm,1,Never-married,Handlers-cleaners,Wife,White
71,Private,7th-8th,12,Married-civ-spouse,Craft-repair,Own-child,White
68,Self-emp-not-inc,12th,11,Married-civ-spouse,Farming-fishing,Other-relative,Amer-Indian-Eskimo
62,Without-pay,Assoc-acdm,15,Widowed,Tech-support,Husband,Other
47,State-gov,7th-8th,6,Married-AF-spouse,Prof-specialty,Husband,Asian-Pac-Islander
53,Local-gov,9th,7,Never-married,Exec-managerial,Husband,Amer-Indian-Eskimo
46,Without-pay,Some-college,10,Married-AF-spouse,Armed-Forces,Own-child,Asian-Pac-Islander
64,?,Preschool,6,Married-civ-spouse,Tech-support,Not-in-family,Asian-Pac-Islander
45,Without-pay,Prof-school,3,Married-civ-spouse,?,Husband,Black
31,?,Doctorate,7,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander
81,State-gov,Bachelors,15,Separated,Other-service,Husband,Amer-Indian-Eskimo
40,Private,5th-6th,3,Separated,Armed-Forces,Husband,White
75,Federal-gov,1st-4th,1,Divorced,Adm-clerical,Wife,Other
20,Local-gov,Assoc-acdm,13,Married-spouse-absent,Other-service,Other-relative,White
37,?,Assoc-acdm,9,Married-AF-spouse,Prof-specialty,Husband,Other
77,Self-emp-not-inc,5th-6th,15,Never-married,Armed-Forces,Wife,Asian-Pac-Islander
61,Local-gov,HS-grad,1,Married-AF-spouse,Adm-clerical,Other-relative,Amer-Indian-Eskimo
63,Never-worked,12th,2,Separated,Adm-clerical,Other-relative,Amer-Indian-Eskimo
25,?,7th-8th,2,Married-civ-spouse,Transport-moving,Not-in-family,Asian-Pac-Islander
40,Never-worked,Preschool,13,Married-AF-spouse,Transport-moving,Own-child,Black
29,Self-emp-not-inc,Doctorate,8,Never-married,Transport-moving,Husband,Black
48,Federal-gov,Assoc-voc,16,Married-civ-spouse,?,Not-in-family,Black
35,Local-gov,12th,8,Separated,Farming-fishing,Wife,Black
28,State-gov,10th,3,Divorced,Transport-moving,Husband,White
64,Self-emp-not-inc,Assoc-acdm,9,Separated,?,Husband,Other
52,State-gov,10th,7,Married-civ-spouse,Craft-repair,Other-relative,Other
23,Without-pay,Prof-school,8,Divorced,Exec-managerial,Other-relative,White
20,Self-emp-inc,Some-college,14,Separated,Transport-moving,Not-in-family,Amer-Indian-Eskimo
65,?,HS-grad,2,Married-AF-spouse,Handlers-cleaners,Own-child,Black
47,Federal-gov,Bachelors,5,Separated,Machine-op-inspct,Husband,Asian-Pac-Islander
23,Private,9th,12,Separated,Tech-support,Unmarried,Other
53,Private,Some-college,1,Divorced,Transport-moving,Husband,White
39,Without-pay,7th-8th,5,Widowed,Craft-repair,Not-in-family,Other
41,Private,1st-4th,9,Married-spouse-absent,Exec-managerial,Not-in-family,Asian-Pac-Islander
62,Self-emp-not-inc,Some-college,4,Married-AF-spouse,Adm-clerical,Own-child,Other
76,Never-worked,11th,9,Married-AF-spouse,Craft-repair,Other-relative,White
44,Self-emp-inc,11th,16,Widowed,?,Own-child,Black
79,Without-pay,10th,12,Never-married,Adm-clerical,Not-in-family,Black
25,Private,5th-6th,11,Married-civ-spouse,Adm-clerical,Own-child,Black
75,Self-emp-not-inc,Bachelors,13,Widowed,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo
62,Without-pay,7th-8th,13,Married-civ-spouse,Sales,Unmarried,Black
39,Private,1st-4th,4,Married-spouse-absent,Handlers-cleaners,Husband,Other
84,Self-emp-not-inc,7th-8th,3,Married-AF-spouse,Adm-clerical,Husband,White
59,Without-pay,10th,3,Never-married,Adm-clerical,Own-child,Black
26,Without-pay,Preschool,8,Never-married,Tech-support,Wife,Other
30,Self-emp-not-inc,5th-6th,1,Married-AF-spouse,Other-service,Other-relative,Asian-Pac-Islander
70,Self-emp-inc,7th-8th,7,Married-AF-spouse,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo
78,Self-emp-not-inc,HS-grad,2,Separated,?,Not-in-family,Black
20,Private,Masters,12,Widowed,?,Wife,White
63,Without-pay,Assoc-voc,4,Married-AF-spouse,Transport-moving,Wife,Amer-Indian-Eskimo
53,Self-emp-not-inc,9th,15,Married-spouse-absent,Machine-op-inspct,Unmarried,Black
40,Self-emp-inc,5th-6th,16,Divorced,Tech-support,Other-relative,Other
82,State-gov,9th,12,Widowed,Exec-managerial,Unmarried,Other
35,Self-emp-inc,11th,16,Married-spouse-absent,?,Husband,Black
77,?,Some-college,8,Separated,?,Not-in-family,Black
44,Federal-gov,HS-grad,11,Divorced,Exec-managerial,Husband,White
80,Federal-gov,7th-8th,12,Widowed,Farming-fishing,Not-in-family,White
84,Local-gov,12th,12,Separated,Tech-support,Wife,White
75,State-gov,Some-college,8,Divorced,Protective-serv,Own-child,White
37,State-gov,Some-college,16,Widowed,?,Wife,Black
35,Never-worked,Preschool,11,Divorced,Other-service,Not-in-family,Asian-Pac-Islander
85,Without-pay,Masters,4,Married-spouse-absent,Exec-managerial,Husband,Other
58,Without-pay,12th,14,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander
75,State-gov,5th-6th,9,Married-AF-spouse,?,Unmarried,Asian-Pac-Islander
31,Federal-gov,Doctorate,3,Separated,?,Own-child,Asian-Pac-Islander
20,Federal-gov,9th,15,Divorced,Handlers-cleaners,Unmarried,Other
32,Self-emp-not-inc,5th-6th,1,Married-AF-spouse,?,Other-relative,Black
75,Local-gov,Assoc-acdm,10,Married-AF-spouse,Other-service,Own-child,Amer-Indian-Eskimo
23,Federal-gov,Masters,2,Married-civ-spouse,Armed-Forces,Other-relative,Black
20,Never-worked,Bachelors,6,Married-civ-spouse,Farming-fishing,Husband,Black
62,Federal-gov,9th,12,Never-married,Machine-op-inspct,Unmarried,Asian-Pac-Islander
57,Federal-gov,Assoc-acdm,12,Married-spouse-absent,Transport-moving,Wife,Amer-Indian-Eskimo
61,Local-gov,9th,15,Separated,Sales,Husband,Black
67,Local-gov,1st-4th,14,Separated,Machine-op-inspct,Not-in-family,Asian-Pac-Islander
56,?,Some-college,13,Married-spouse-absent,Priv-house-serv,Not-in-family,Other
75,State-gov,1st-4th,9,Married-spouse-absent,Armed-Forces,Unmarried,Other
76,Private,Some-college,14,Married-civ-spouse,Armed-Forces,Own-child,Other
78,Self-emp-not-inc,5th-6th,12,Widowed,Armed-Forces,Husband,White
51,Federal-gov,Assoc-acdm,2,Never-married,Handlers-cleaners,Other-relative,Other
44,Self-emp-not-inc,12th,8,Never-married,Machine-op-inspct,Wife,Black
47,Self-emp-inc,Bachelors,15,Married-spouse-absent,?,Unmarried,White
25,?,Assoc-voc,7,Married-civ-spouse,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo
71,Never-worked,Some-college,16,Never-married,Adm-clerical,Unmarried,Other
62,Local-gov,7th-8th,10,Never-married,Transport-moving,Other-relative,White
54,Federal-gov,10th,12,Married-AF-spouse,Tech-support,Not-in-family,Amer-Indian-Eskimo
78,Local-gov,9th,8,Widowed,Other-service,Not-in-family,Other
72,Never-worked,HS-grad,14,Divorced,?,Not-in-family,Amer-Indian-Eskimo
45,State-gov,9th,12,Divorced,?,Not-in-family,Black
25,?,7th-8th,15,Married-AF-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander
37,Self-emp-inc,Prof-school,16,Married-AF-spouse,Handlers-cleaners,Other-relative,White
64,Self-emp-not-inc,HS-grad,7,Never-married,Prof-specialty,Unmarried,Amer-Indian-Eskimo
77,Local-gov,12th,7,Never-married,Priv-house-serv,Not-in-family,Other
82,State-gov,Some-college,15,Widowed,Adm-clerical,Not-in-family,Amer-Indian-Eskimo
28,Without-pay,11th,9,Married-AF-spouse,Tech-support,Other-relative,Asian-Pac-Islander
66,State-gov,Assoc-acdm,13,Separated,Priv-house-serv,Own-child,Asian-Pac-Islander
54,Federal-gov,Some-college,10,Married-AF-spouse,Craft-repair,Husband,Amer-Indian-Eskimo
83,Local-gov,HS-grad,10,Married-spouse-absent,?,Wife,Black
40,Self-emp-inc,9th,15,Married-AF-spouse,Adm-clerical,Other-relative,Other
32,Never-worked,9th,3,Separated,Craft-repair,Wife,Amer-Indian-Eskimo
17,Self-emp-not-inc,11th,11,Married-civ-spouse,Farming-fishing,Own-child,White
38,?,Preschool,10,Divorced,?,Own-child,Asian-Pac-Islander
72,Private,Assoc-acdm,5,Widowed,Prof-specialty,Other-relative,Black
61,Private,Bachelors,4,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander
62,Federal-gov,Prof-school,16,Married-AF-spouse,Adm-clerical,Husband,Asian-Pac-Islander
46,Self-emp-not-inc,Masters,8,Married-civ-spouse,Machine-op-inspct,Not-in-family,Other
82,Self-emp-not-inc,Assoc-acdm,1,Married-AF-spouse,Sales,Own-child,Other
49,Self-emp-not-inc,Prof-school,6,Married-AF-spouse,Other-service,Own-child,Other
65,Self-emp-inc,11th,13,Never-married,Adm-clerical,Unmarried,Black
53,Never-worked,Preschool,13,Never-married,Adm-clerical,Husband,White
51,State-gov,Bachelors,8,Married-civ-spouse,Tech-support,Husband,Amer-Indian-Eskimo
31,Self-emp-inc,5th-6th,13,Separated,Prof-specialty,Own-child,Other
23,Self-emp-not-inc,9th,1,Married-AF-spouse,Armed-Forces,Husband,Asian-Pac-Islander
43,Never-worked,Bachelors,14,Widowed,Farming-fishing,Not-in-family,Other
49,Federal-gov,Assoc-voc,6,Married-spouse-absent,Armed-Forces,Not-in-family,Black
45,Self-emp-inc,Assoc-voc,14,Married-AF-spouse,Farming-fishing,Unmarried,White
63,Local-gov,Bachelors,14,Married-civ-spouse,Machine-op-inspct,Unmarried,Black
81,Without-pay,11th,13,Separated,Adm-clerical,Husband,White
17,Never-worked,Assoc-acdm,4,Married-civ-spouse,Machine-op-inspct,Unmarried,White
81,Private,7th-8th,14,Separated,Armed-Forces,Own-child,Black
62,Self-emp-inc,12th,14,Divorced,Prof-specialty,Husband,Amer-Indian-Eskimo
64,Federal-gov,9th,7,Married-AF-spouse,Machine-op-inspct,Other-relative,Black
76,Self-emp-not-inc,Preschool,4,Married-spouse-absent,Tech-support,Own-child,Black
79,Local-gov,Doctorate,12,Never-married,Adm-clerical,Not-in-family,Black
80,Never-worked,Bachelors,6,Married-spouse-absent,Handlers-cleaners,Husband,Asian-Pac-Islander
62,Self-emp-inc,Bachelors,4,Married-civ-spouse,Protective-serv,Wife,White
46,Private,9th,5,Widowed,Protective-serv,Husband,Asian-Pac-Islander
41,Without-pay,Masters,15,Divorced,Armed-Forces,Other-relative,Black
70,State-gov,9th,4,Widowed,Farming-fishing,Husband,Black
63,Never-worked,1st-4th,13,Divorced,Craft-repair,Unmarried,Asian-Pac-Islander
28,Never-worked,Preschool,6,Married-spouse-absent,Exec-managerial,Wife,Amer-Indian-Eskimo
33,Self-emp-inc,HS-grad,15,Never-married,Machine-op-inspct,Other-relative,Black
41,Never-worked,9th,16,Widowed,Craft-repair,Other-relative,Black
25,Local-gov,12th,9,Married-civ-spouse,Exec-managerial,Not-in-family,White
53,Private,5th-6th,8,Separated,Adm-clerical,Wife,Black
54,Self-emp-not-inc,12th,4,Separated,Machine-op-inspct,Wife,White
61,?,Doctorate,11,Divorced,Sales,Not-in-family,Other
