age,workclass,education,education-num,marital-status,occupation,relationship,race
30,Private,HS-grad,10,Married-civ-spouse,Farming-fishing,Husband,White
88,Private,Some-college,9,Never-married,Adm-clerical,Unmarried,White
67,Private,HS-grad,5,Married-civ-spouse,Tech-support,Husband,White
62,Private,Bachelors,10,Married-civ-spouse,Priv-house-serv,Unmarried,Black
61,Private,HS-grad,9,Never-married,Tech-support,Own-child,Asian-Pac-Islander
36,?,Bachelors,10,Married-civ-spouse,Sales,Own-child,White
36,Private,12th,16,Married-civ-spouse,Prof-specialty,Own-child,Black
36,?,Bachelors,13,Widowed,Adm-clerical,Other-relative,Black
90,Private,Assoc-voc,9,Married-civ-spouse,Sales,Unmarried,White
36,?,Assoc-acdm,10,Married-spouse-absent,Exec-managerial,Not-in-family,White
30,Private,HS-grad,9,Never-married,Protective-serv,Husband,White
36,Private,Assoc-acdm,10,Married-civ-spouse,Tech-support,Husband,White
90,?,Bachelors,16,Never-married,Tech-support,Other-relative,White
32,?,Bachelors,7,Married-civ-spouse,Craft-repair,Not-in-family,White
43,Private,Assoc-voc,11,Married-spouse-absent,Machine-op-inspct,Husband,White
58,State-gov,HS-grad,16,Married-civ-spouse,?,Own-child,White
36,?,Assoc-acdm,10,Married-civ-spouse,Other-service,Husband,White
50,Private,9th,16,Divorced,?,Other-relative,White
77,Private,Some-college,11,Married-civ-spouse,Tech-support,Husband,White
21,?,Some-college,11,Never-married,Exec-managerial,Unmarried,White
40,Private,Assoc-acdm,16,Married-civ-spouse,?,Husband,White
41,Private,Assoc-voc,10,Married-civ-spouse,Machine-op-inspct,Unmarried,Asian-Pac-Islander
62,State-gov,HS-grad,10,Married-spouse-absent,Exec-managerial,Not-in-family,White
30,State-gov,Assoc-acdm,7,Married-civ-spouse,Machine-op-inspct,Own-child,White
34,State-gov,Assoc-acdm,10,Divorced,Handlers-cleaners,Husband,Asian-Pac-Islander
20,?,Bachelors,9,Never-married,Exec-managerial,Husband,White
38,State-gov,Assoc-acdm,1,Never-married,Prof-specialty,Husband,White
34,?,Bachelors,10,Never-married,Craft-repair,Husband,White
30,?,HS-grad,10,Married-spouse-absent,Exec-managerial,Other-relative,White
40,Private,Bachelors,13,Never-married,Protective-serv,Unmarried,White
20,State-gov,Assoc-acdm,11,Divorced,Other-service,Not-in-family,White
19,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White
18,?,Some-college,10,Divorced,Handlers-cleaners,Own-child,White
77,Private,Some-college,11,Widowed,Prof-specialty,Own-child,White
34,?,Some-college,10,Never-married,Handlers-cleaners,Husband,White
77,Private,Assoc-voc,10,Married-civ-spouse,Handlers-cleaners,Husband,White
36,Private,9th,13,Married-civ-spouse,Handlers-cleaners,Own-child,White
20,State-gov,Some-college,5,Never-married,Prof-specialty,Own-child,Black
63,Private,Some-college,13,Separated,Craft-repair,Husband,Asian-Pac-Islander
62,Private,Some-college,10,Widowed,Adm-clerical,Not-in-family,White
21,?,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White
19,Private,Assoc-acdm,9,Widowed,Exec-managerial,Not-in-family,White
62,Private,Some-college,9,Divorced,Tech-support,Unmarried,Asian-Pac-Islander
61,Local-gov,Some-college,10,Separated,Handlers-cleaners,Husband,White
63,Private,Bachelors,1,Never-married,Protective-serv,Other-relative,White
44,State-gov,Assoc-acdm,13,Never-married,Craft-repair,Husband,White
90,Local-gov,HS-grad,16,Married-civ-spouse,Exec-managerial,Unmarried,Black
45,Private,Bachelors,13,Married-spouse-absent,Protective-serv,Own-child,Black
44,Private,HS-grad,9,Never-married,Handlers-cleaners,Husband,White
24,Private,HS-grad,13,Never-married,Protective-serv,Own-child,White
62,State-gov,9th,10,Divorced,Sales,Husband,White
43,Self-emp-inc,HS-grad,10,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander
35,Private,Bachelors,11,Widowed,Exec-managerial,Own-child,White
21,State-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander
90,State-gov,Bachelors,9,Never-married,Farming-fishing,Husband,Black
36,Private,Some-college,13,Widowed,Prof-specialty,Not-in-family,White
47,Private,Assoc-voc,10,Married-civ-spouse,Farming-fishing,Husband,Black
17,Private,Assoc-acdm,10,Married-civ-spouse,Craft-repair,Husband,White
77,Private,Bachelors,10,Married-spouse-absent,Handlers-cleaners,Husband,White
17,State-gov,Assoc-voc,10,Married-civ-spouse,Craft-repair,Other-relative,Black
77,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Not-in-family,White
38,?,HS-grad,13,Never-married,Protective-serv,Husband,White
29,?,Bachelors,9,Married-civ-spouse,Prof-specialty,Husband,White
21,Private,Some-college,3,Married-civ-spouse,?,Own-child,Asian-Pac-Islander
38,Private,Assoc-voc,10,Married-civ-spouse,Armed-Forces,Not-in-family,White
58,State-gov,Assoc-acdm,10,Divorced,Transport-moving,Husband,White
43,Private,Some-college,13,Divorced,Exec-managerial,Own-child,White
90,Local-gov,9th,10,Never-married,?,Not-in-family,White
44,Private,Bachelors,10,Married-civ-spouse,Tech-support,Husband,White
41,?,Assoc-acdm,9,Married-civ-spouse,Prof-specialty,Own-child,White
36,State-gov,Some-college,13,Married-spouse-absent,Prof-specialty,Husband,Asian-Pac-Islander
77,?,Bachelors,10,Widowed,Machine-op-inspct,Husband,Black
63,Private,HS-grad,12,Never-married,Priv-house-serv,Husband,White
35,?,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White
20,Private,Assoc-acdm,10,Married-civ-spouse,Adm-clerical,Husband,White
40,Private,Assoc-acdm,5,Married-civ-spouse,Other-service,Husband,White
43,Self-emp-inc,Bachelors,10,Divorced,Handlers-cleaners,Not-in-family,White
34,Private,HS-grad,3,Married-civ-spouse,Sales,Unmarried,White
62,?,Assoc-acdm,5,Divorced,?,Unmarried,White
51,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander
30,Local-gov,9th,9,Divorced,Exec-managerial,Husband,White
36,?,Bachelors,3,Married-civ-spouse,Handlers-cleaners,Husband,White
50,?,Bachelors,1,Widowed,Handlers-cleaners,Not-in-family,Black
90,Private,Some-college,7,Married-civ-spouse,Handlers-cleaners,Own-child,Black
38,State-gov,HS-grad,10,Widowed,Handlers-cleaners,Own-child,White
39,State-gov,HS-grad,11,Widowed,Handlers-cleaners,Not-in-family,White
20,Local-gov,Bachelors,9,Never-married,Handlers-cleaners,Husband,White
43,?,HS-grad,9,Divorced,Craft-repair,Husband,White
36,Private,Bachelors,9,Divorced,Priv-house-serv,Husband,White
90,Private,Bachelors,13,Never-married,Craft-repair,Husband,Black
63,Private,Masters,13,Widowed,Prof-specialty,Own-child,White
50,?,Assoc-acdm,10,Married-civ-spouse,Sales,Other-relative,White
77,?,10th,9,Married-civ-spouse,Other-service,Unmarried,Black
36,Private,9th,9,Widowed,Tech-support,Other-relative,White
20,Private,Assoc-voc,1,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander
47,Private,Assoc-acdm,10,Divorced,Machine-op-inspct,Not-in-family,White
77,Private,Bachelors,13,Divorced,Adm-clerical,Other-relative,White
77,Private,Bachelors,10,Married-civ-spouse,Exec-managerial,Husband,White
21,Private,Some-college,16,Married-civ-spouse,Sales,Husband,White
34,Private,HS-grad,9,Married-civ-spouse,?,Other-relative,White
42,Private,Assoc-acdm,10,Married-civ-spouse,Exec-managerial,Not-in-family,White
88,?,Assoc-acdm,10,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander
20,Private,Bachelors,10,Married-civ-spouse,Transport-moving,Not-in-family,White
63,?,Bachelors,10,Married-civ-spouse,Priv-house-serv,Husband,Black
51,Private,Some-college,13,Divorced,Craft-repair,Unmarried,White
58,?,HS-grad,10,Married-civ-spouse,Tech-support,Unmarried,Asian-Pac-Islander
88,Private,9th,10,Divorced,Machine-op-inspct,Husband,Asian-Pac-Islander
20,Private,Assoc-acdm,9,Married-spouse-absent,Prof-specialty,Own-child,Other
43,?,Masters,10,Divorced,Sales,Husband,White
36,Local-gov,Some-college,3,Married-civ-spouse,Other-service,Husband,Black
41,State-gov,Assoc-acdm,10,Never-married,Sales,Other-relative,Black
21,Private,Bachelors,13,Never-married,Other-service,Unmarried,Black
18,Private,12th,9,Widowed,Craft-repair,Unmarried,White
43,Private,Bachelors,10,Divorced,Priv-house-serv,Unmarried,White
36,?,HS-grad,10,Married-civ-spouse,Machine-op-inspct,Other-relative,White
30,?,Bachelors,10,Never-married,Transport-moving,Other-relative,White
35,Local-gov,HS-grad,13,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander
44,Private,Bachelors,13,Widowed,Handlers-cleaners,Unmarried,White
36,Self-emp-inc,Bachelors,10,Married-civ-spouse,Adm-clerical,Other-relative,White
41,State-gov,Bachelors,10,Married-civ-spouse,Exec-managerial,Husband,White
20,Private,Bachelors,9,Divorced,?,Husband,White
34,Self-emp-inc,Assoc-voc,13,Married-civ-spouse,Prof-specialty,Not-in-family,White
50,State-gov,HS-grad,9,Separated,Handlers-cleaners,Unmarried,Asian-Pac-Islander
62,Private,Some-college,9,Married-civ-spouse,Handlers-cleaners,Other-relative,Asian-Pac-Islander
20,Private,Bachelors,16,Separated,Exec-managerial,Unmarried,White
37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,Black
51,Private,Bachelors,11,Married-spouse-absent,Handlers-cleaners,Husband,White
59,Private,Some-college,3,Widowed,Protective-serv,Other-relative,White
62,?,Bachelors,10,Never-married,Protective-serv,Husband,Asian-Pac-Islander
17,Private,Some-college,9,Married-spouse-absent,Protective-serv,Husband,White
42,State-gov,Bachelors,9,Married-civ-spouse,?,Unmarried,White
77,Private,Some-college,10,Married-civ-spouse,Craft-repair,Not-in-family,White
87,?,10th,9,Married-civ-spouse,Craft-repair,Other-relative,White
36,Private,Bachelors,9,Divorced,Other-service,Husband,White
44,State-gov,HS-grad,10,Divorced,Tech-support,Husband,White
34,Private,Some-college,16,Married-spouse-absent,Priv-house-serv,Not-in-family,White
34,Local-gov,Bachelors,9,Separated,Other-service,Husband,White
36,Private,Some-college,10,Never-married,?,Husband,Asian-Pac-Islander
33,State-gov,Bachelors,13,Never-married,Prof-specialty,Other-relative,White
32,?,Some-college,1,Divorced,Exec-managerial,Not-in-family,White
34,Private,HS-grad,10,Married-civ-spouse,Exec-managerial,Unmarried,Black
36,Private,Bachelors,10,Never-married,Sales,Other-relative,Black
21,Private,Bachelors,13,Married-spouse-absent,Sales,Not-in-family,White
28,Local-gov,Bachelors,9,Never-married,Protective-serv,Own-child,White
36,?,Bachelors,10,Divorced,Machine-op-inspct,Not-in-family,White
34,State-gov,Assoc-voc,10,Divorced,Adm-clerical,Husband,White
17,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black
62,Private,HS-grad,10,Divorced,?,Not-in-family,White
43,State-gov,HS-grad,7,Widowed,Tech-support,Other-relative,Asian-Pac-Islander
20,Private,Bachelors,11,Never-married,Sales,Not-in-family,White
44,?,7th-8th,10,Married-civ-spouse,Handlers-cleaners,Husband,Black
77,?,Some-college,10,Married-civ-spouse,Handlers-cleaners,Unmarried,Black
62,Private,12th,13,Married-spouse-absent,Priv-house-serv,Unmarried,Black
20,Local-gov,12th,10,Married-civ-spouse,Craft-repair,Not-in-family,Black
44,?,HS-grad,13,Married-spouse-absent,Transport-moving,Husband,White
36,Private,Some-college,13,Married-spouse-absent,Handlers-cleaners,Not-in-family,White
61,Private,HS-grad,16,Married-civ-spouse,Machine-op-inspct,Husband,White
40,Private,10th,7,Married-civ-spouse,Adm-clerical,Not-in-family,White
61,Private,Some-college,13,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander
77,Private,Assoc-acdm,13,Divorced,Other-service,Husband,White
62,?,Assoc-acdm,10,Divorced,Machine-op-inspct,Not-in-family,White
17,Private,Doctorate,10,Married-civ-spouse,Protective-serv,Not-in-family,White
50,?,Some-college,5,Married-spouse-absent,Handlers-cleaners,Not-in-family,White
77,?,Some-college,10,Never-married,Craft-repair,Own-child,White
62,Private,10th,10,Divorced,Sales,Not-in-family,White
38,?,Bachelors,9,Married-civ-spouse,Craft-repair,Not-in-family,White
64,?,Bachelors,11,Separated,Transport-moving,Husband,White
63,Private,Some-college,13,Never-married,Protective-serv,Husband,White
32,State-gov,HS-grad,3,Married-spouse-absent,Handlers-cleaners,Husband,Asian-Pac-Islander
41,Private,Assoc-acdm,10,Married-spouse-absent,Craft-repair,Unmarried,White
63,Local-gov,Assoc-acdm,9,Married-civ-spouse,Craft-repair,Own-child,Black
41,?,HS-grad,10,Married-civ-spouse,Handlers-cleaners,Other-relative,Asian-Pac-Islander
36,Private,Assoc-acdm,9,Married-spouse-absent,Tech-support,Not-in-family,White
29,Private,11th,10,Never-married,?,Husband,Black
34,Private,Bachelors,16,Never-married,Exec-managerial,Husband,White
62,Private,Bachelors,9,Married-civ-spouse,?,Husband,Black
77,Private,Assoc-acdm,10,Divorced,Machine-op-inspct,Husband,Asian-Pac-Islander
30,State-gov,HS-grad,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander
43,?,Assoc-acdm,13,Married-civ-spouse,Adm-clerical,Not-in-family,White
30,?,Some-college,10,Divorced,Tech-support,Husband,White
36,Private,Assoc-acdm,10,Married-spouse-absent,Farming-fishing,Other-relative,Asian-Pac-Islander
20,?,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White
77,Private,Some-college,9,Divorced,Exec-managerial,Other-relative,White
37,Private,Assoc-voc,9,Married-civ-spouse,Transport-moving,Own-child,Asian-Pac-Islander
36,?,9th,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander
43,Private,Some-college,13,Separated,Handlers-cleaners,Not-in-family,White
58,Private,Bachelors,10,Never-married,Handlers-cleaners,Husband,White
41,?,12th,13,Never-married,Prof-specialty,Unmarried,White
34,?,HS-grad,13,Never-married,Protective-serv,Husband,Asian-Pac-Islander
21,Local-gov,Bachelors,11,Never-married,Handlers-cleaners,Husband,White
60,State-gov,HS-grad,10,Married-civ-spouse,Other-service,Other-relative,Black
53,?,Assoc-acdm,7,Married-civ-spouse,?,Husband,White
21,Private,Assoc-acdm,13,Widowed,Priv-house-serv,Husband,Black
44,?,7th-8th,10,Widowed,Exec-managerial,Own-child,White
77,Private,Assoc-acdm,10,Married-civ-spouse,Machine-op-inspct,Not-in-family,White
21,Private,Doctorate,13,Married-civ-spouse,Transport-moving,Own-child,White
34,Private,Assoc-acdm,16,Married-spouse-absent,Priv-house-serv,Own-child,White
39,State-gov,Doctorate,10,Never-married,Exec-managerial,Not-in-family,White
34,State-gov,Bachelors,10,Married-spouse-absent,Transport-moving,Husband,White
41,Private,Bachelors,10,Married-civ-spouse,Farming-fishing,Own-child,White
88,State-gov,HS-grad,16,Divorced,?,Not-in-family,White
62,?,10th,9,Married-spouse-absent,Handlers-cleaners,Unmarried,White
62,Private,Some-college,10,Married-spouse-absent,Sales,Not-in-family,White
30,Private,Assoc-voc,9,Married-spouse-absent,?,Husband,White
44,?,Bachelors,10,Never-married,Tech-support,Not-in-family,White
43,Private,Bachelors,9,Married-civ-spouse,Priv-house-serv,Not-in-family,White
30,?,Assoc-acdm,7,Married-civ-spouse,Sales,Other-relative,White
36,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White
34,?,12th,10,Never-married,Protective-serv,Unmarried,White
41,Private,Assoc-acdm,10,Never-married,Transport-moving,Husband,White
77,Private,7th-8th,10,Married-spouse-absent,Craft-repair,Husband,White
42,Private,Assoc-acdm,9,Never-married,Exec-managerial,Not-in-family,White
32,Local-gov,Doctorate,10,Married-civ-spouse,Tech-support,Not-in-family,White
76,State-gov,Some-college,10,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander
41,Private,Assoc-acdm,13,Widowed,Farming-fishing,Other-relative,White
43,Private,Bachelors,10,Married-spouse-absent,Protective-serv,Unmarried,White
34,State-gov,HS-grad,13,Widowed,Handlers-cleaners,Unmarried,White
77,?,HS-grad,13,Married-civ-spouse,Adm-clerical,Own-child,White
34,Private,Some-college,13,Married-civ-spouse,Tech-support,Not-in-family,White
34,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black
41,Private,Bachelors,10,Married-civ-spouse,?,Husband,White
19,Private,Bachelors,9,Married-civ-spouse,Craft-repair,Unmarried,Black
34,Private,Assoc-acdm,10,Never-married,Handlers-cleaners,Husband,Asian-Pac-Islander
20,Local-gov,Some-college,9,Married-civ-spouse,Exec-managerial,Own-child,Asian-Pac-Islander
21,Private,Bachelors,10,Divorced,Sales,Husband,White
36,Private,Some-college,10,Married-spouse-absent,Armed-Forces,Not-in-family,Black
38,Private,Bachelors,12,Married-civ-spouse,Other-service,Husband,White
18,?,Assoc-acdm,9,Never-married,Machine-op-inspct,Not-in-family,Black
21,State-gov,Bachelors,9,Married-spouse-absent,Handlers-cleaners,Own-child,Black
44,Private,Bachelors,3,Separated,Exec-managerial,Husband,White
38,Private,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Husband,Asian-Pac-Islander
20,State-gov,Assoc-acdm,9,Married-spouse-absent,Handlers-cleaners,Husband,White
45,Private,Assoc-acdm,10,Widowed,Craft-repair,Other-relative,Black
21,Private,Bachelors,10,Married-civ-spouse,Handlers-cleaners,Other-relative,Asian-Pac-Islander
43,Private,Bachelors,10,Married-civ-spouse,Sales,Not-in-family,White
36,?,7th-8th,9,Widowed,Tech-support,Own-child,Black
20,Private,Some-college,16,Married-civ-spouse,Other-service,Husband,Black
38,Local-gov,Some-college,9,Married-civ-spouse,Sales,Not-in-family,White
77,Private,Some-college,16,Married-civ-spouse,Protective-serv,Not-in-family,White
20,Private,Bachelors,11,Never-married,Protective-serv,Own-child,White
61,Private,Assoc-acdm,10,Divorced,?,Other-relative,White
62,?,Some-college,9,Widowed,Sales,Other-relative,White
26,Private,Doctorate,10,Married-spouse-absent,Tech-support,Other-relative,White
51,?,Some-college,10,Divorced,?,Husband,Asian-Pac-Islander
34,?,HS-grad,3,Never-married,Handlers-cleaners,Husband,White
62,?,HS-grad,13,Never-married,Exec-managerial,Own-child,White
62,Private,HS-grad,9,Married-civ-spouse,?,Other-relative,White
77,State-gov,10th,9,Never-married,Tech-support,Husband,White
20,Private,Bachelors,13,Never-married,Exec-managerial,Unmarried,Black
42,Private,Assoc-voc,7,Married-civ-spouse,Exec-managerial,Not-in-family,White
47,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Not-in-family,Black
63,?,Some-college,13,Widowed,Handlers-cleaners,Husband,Black
18,Private,Some-college,9,Divorced,Handlers-cleaners,Own-child,Black
20,Private,Some-college,3,Widowed,Sales,Husband,White
34,State-gov,Some-college,10,Married-spouse-absent,Protective-serv,Not-in-family,White
34,Private,Bachelors,1,Never-married,?,Not-in-family,White
62,Private,Some-college,9,Married-spouse-absent,Adm-clerical,Husband,Black
20,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander
43,Local-gov,11th,3,Widowed,Protective-serv,Husband,Black
39,?,Some-college,10,Never-married,Tech-support,Husband,White
77,?,7th-8th,1,Separated,Prof-specialty,Husband,White
41,?,Bachelors,9,Divorced,Exec-managerial,Husband,Asian-Pac-Islander
44,Private,Bachelors,1,Never-married,Tech-support,Not-in-family,White
36,State-gov,Assoc-acdm,10,Widowed,Craft-repair,Not-in-family,White
36,Private,Assoc-acdm,7,Married-spouse-absent,Priv-house-serv,Husband,Black
51,?,Assoc-voc,9,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander
51,State-gov,Some-college,13,Divorced,Protective-serv,Not-in-family,White
62,Private,HS-grad,13,Married-civ-spouse,?,Not-in-family,White
37,State-gov,Some-college,16,Married-civ-spouse,Prof-specialty,Unmarried,White
42,Private,Assoc-voc,13,Married-spouse-absent,Priv-house-serv,Husband,White
36,Private,HS-grad,10,Never-married,Priv-house-serv,Own-child,Black
38,Local-gov,Assoc-acdm,10,Married-spouse-absent,Prof-specialty,Husband,White
37,?,Some-college,13,Never-married,Transport-moving,Husband,Asian-Pac-Islander
30,Private,Bachelors,9,Married-civ-spouse,Transport-moving,Unmarried,White
77,Self-emp-inc,Assoc-voc,16,Divorced,Protective-serv,Not-in-family,Black
34,?,Some-college,9,Married-civ-spouse,Craft-repair,Not-in-family,White
34,Self-emp-not-inc,Some-college,13,Married-spouse-absent,?,Not-in-family,White
62,State-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Other-relative,White
43,Local-gov,HS-grad,16,Divorced,Exec-managerial,Own-child,White
58,State-gov,Assoc-acdm,16,Divorced,Protective-serv,Own-child,Asian-Pac-Islander
37,State-gov,Assoc-acdm,16,Married-civ-spouse,Exec-managerial,Not-in-family,White
41,?,HS-grad,5,Married-civ-spouse,Craft-repair,Not-in-family,White
42,?,Assoc-voc,10,Married-spouse-absent,Armed-Forces,Own-child,White
77,Private,Bachelors,9,Never-married,Handlers-cleaners,Not-in-family,White
43,Private,10th,12,Married-spouse-absent,Handlers-cleaners,Not-in-family,White
20,State-gov,Assoc-acdm,3,Never-married,Handlers-cleaners,Not-in-family,Black
77,Private,Bachelors,11,Divorced,Handlers-cleaners,Husband,White
51,State-gov,Bachelors,9,Married-spouse-absent,Handlers-cleaners,Not-in-family,White
26,?,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White
77,State-gov,Assoc-acdm,16,Married-civ-spouse,Transport-moving,Not-in-family,White
61,Private,Masters,13,Married-civ-spouse,Sales,Husband,White
58,State-gov,Some-college,10,Divorced,Transport-moving,Husband,White
43,Private,Bachelors,10,Divorced,Handlers-cleaners,Own-child,Asian-Pac-Islander
62,State-gov,HS-grad,11,Never-married,Craft-repair,Husband,White
30,Private,Some-college,11,Never-married,Exec-managerial,Husband,White
37,?,Assoc-acdm,12,Widowed,Priv-house-serv,Unmarried,White
50,?,Some-college,16,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander
42,Private,Assoc-acdm,10,Never-married,Tech-support,Own-child,Black
43,?,Some-college,10,Married-spouse-absent,Sales,Husband,White
53,Private,Assoc-voc,3,Married-spouse-absent,Protective-serv,Other-relative,White
51,State-gov,HS-grad,11,Widowed,Tech-support,Own-child,White
62,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Own-child,White
77,Private,Bachelors,9,Never-married,Protective-serv,Own-child,Black
41,?,Assoc-acdm,10,Never-married,Exec-managerial,Unmarried,White
77,Private,HS-grad,13,Married-spouse-absent,Craft-repair,Husband,White
20,Private,Assoc-acdm,10,Never-married,Tech-support,Not-in-family,White
34,Private,Assoc-acdm,10,Never-married,Craft-repair,Husband,Asian-Pac-Islander
77,Private,Some-college,7,Divorced,Handlers-cleaners,Husband,White
77,?,Some-college,10,Separated,Sales,Not-in-family,White
38,Private,Assoc-voc,9,Married-spouse-absent,Craft-repair,Husband,White
41,Private,Some-college,10,Divorced,Prof-specialty,Husband,White
42,Local-gov,HS-grad,16,Separated,Exec-managerial,Not-in-family,White
87,Private,HS-grad,13,Married-civ-spouse,Prof-specialty,Own-child,White
34,Private,Assoc-acdm,9,Married-civ-spouse,Sales,Own-child,Black
31,Private,9th,16,Married-civ-spouse,Adm-clerical,Not-in-family,White
51,Private,Bachelors,10,Never-married,Handlers-cleaners,Husband,White
36,State-gov,Assoc-voc,11,Married-spouse-absent,Handlers-cleaners,Husband,White
63,Private,Bachelors,5,Divorced,Handlers-cleaners,Husband,White
77,?,Assoc-acdm,3,Never-married,Farming-fishing,Unmarried,White
38,Private,Assoc-acdm,10,Married-spouse-absent,Tech-support,Unmarried,Asian-Pac-Islander
30,State-gov,Assoc-voc,16,Divorced,Protective-serv,Own-child,Asian-Pac-Islander
64,Private,Assoc-voc,10,Widowed,?,Not-in-family,White
34,Private,10th,11,Widowed,Machine-op-inspct,Husband,White
77,Private,Assoc-acdm,16,Married-civ-spouse,Priv-house-serv,Husband,Asian-Pac-Islander
17,State-gov,HS-grad,1,Married-spouse-absent,Handlers-cleaners,Husband,White
77,Private,Some-college,16,Married-civ-spouse,Tech-support,Own-child,White
44,Private,HS-grad,10,Widowed,Prof-specialty,Own-child,White
20,Private,Some-college,10,Married-civ-spouse,Sales,Unmarried,White
26,Local-gov,HS-grad,11,Divorced,Machine-op-inspct,Husband,White
36,State-gov,HS-grad,9,Divorced,Tech-support,Not-in-family,White
47,Private,9th,16,Widowed,Protective-serv,Not-in-family,Black
90,?,Some-college,13,Married-spouse-absent,Sales,Unmarried,Black
