age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
28,Local-gov,95763,Some-college,11,Never-married,Sales,Not-in-family,White,Female,0,213,50,United-States,>50K
59,Self-emp-not-inc,259351,Preschool,13,Divorced,Other-service,Husband,White,Male,7688,0,40,United-States,<=50K
42,Private,102766,HS-grad,12,Never-married,Other-service,Own-child,White,Male,0,0,11,United-States,<=50K
64,Private,123207,HS-grad,10,Separated,?,Husband,White,Male,0,2238,85,United-States,<=50K
71,Private,178449,Assoc-voc,11,Married-civ-spouse,Sales,Husband,Black,Male,2993,0,40,United-States,>50K
59,Private,173673,Some-college,14,Never-married,Priv-house-serv,Not-in-family,Black,Male,0,0,86,United-States,<=50K
34,Private,263637,Some-college,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,1485,40,United-States,<=50K
43,Private,296516,HS-grad,10,Divorced,Craft-repair,Own-child,White,Male,0,0,45,United-States,<=50K
47,Private,228500,Some-college,14,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,Private,82946,Some-college,10,Never-married,Craft-repair,Own-child,White,Female,6418,0,38,United-States,<=50K
48,Private,51664,HS-grad,13,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,1409,0,20,United-States,>50K
43,Private,88513,11th,13,Married-civ-spouse,Other-service,Own-child,White,Male,2050,0,40,United-States,<=50K
25,Private,207668,HS-grad,14,Never-married,Prof-specialty,Not-in-family,White,Male,594,0,85,United-States,<=50K
62,Private,129912,1st-4th,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,173716,HS-grad,13,Divorced,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
35,Private,193344,11th,9,Married-civ-spouse,?,Husband,White,Male,14084,2352,42,United-States,<=50K
22,Private,217953,HS-grad,13,Never-married,Prof-specialty,Not-in-family,White,Male,2009,0,30,United-States,>50K
32,?,153183,HS-grad,10,Married-civ-spouse,Adm-clerical,Own-child,Black,Male,2993,0,80,United-States,<=50K
77,Private,83756,HS-grad,13,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,99999,810,40,United-States,<=50K
32,Private,147889,Some-college,12,Divorced,Handlers-cleaners,Husband,White,Male,2829,0,86,United-States,>50K
36,?,22428,9th,9,Never-married,?,Unmarried,White,Female,0,1974,25,United-States,>50K
22,?,37778,HS-grad,13,Married-civ-spouse,?,Unmarried,White,Male,0,0,50,United-States,<=50K
42,Self-emp-not-inc,145162,HS-grad,13,Married-civ-spouse,?,Husband,White,Female,0,0,40,United-States,<=50K
59,Private,162189,Some-college,15,Never-married,Transport-moving,Husband,Black,Male,0,0,40,United-States,>50K
21,?,179772,Bachelors,9,Never-married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,76968,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,Hong,<=50K
27,Private,132996,Preschool,9,Never-married,Adm-clerical,Own-child,White,Male,3103,1740,32,United-States,<=50K
33,Private,153048,Some-college,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,8614,0,25,United-States,<=50K
25,Private,358585,Some-college,9,Never-married,Craft-repair,Own-child,White,Female,2176,0,50,United-States,>50K
47,Private,152182,10th,10,Never-married,Other-service,Unmarried,White,Female,8614,0,77,United-States,>50K
20,Private,164570,HS-grad,13,Never-married,Tech-support,Not-in-family,White,Female,0,1740,32,United-States,<=50K
38,Private,61387,HS-grad,12,Divorced,?,Not-in-family,Black,Male,0,3900,80,United-States,<=50K
34,?,344128,Preschool,5,Never-married,Handlers-cleaners,Husband,White,Male,2463,2415,35,United-States,<=50K
23,Self-emp-not-inc,108069,HS-grad,9,Divorced,Adm-clerical,Husband,White,Male,0,1741,50,United-States,<=50K
35,Private,153614,HS-grad,15,Never-married,Handlers-cleaners,Wife,White,Male,0,0,40,Japan,<=50K
47,Private,71475,Assoc-acdm,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,>50K
30,Private,89226,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,2176,1408,60,United-States,<=50K
17,Private,192290,Bachelors,9,Never-married,Machine-op-inspct,Husband,White,Male,2936,2002,50,United-States,<=50K
40,Private,114733,Bachelors,13,Divorced,Prof-specialty,Husband,White,Female,0,2051,40,United-States,<=50K
56,Private,101266,7th-8th,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,77,United-States,<=50K
24,Private,53835,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,0,2001,40,Nicaragua,<=50K
42,Private,184787,HS-grad,13,Never-married,Craft-repair,Husband,White,Male,5178,0,86,United-States,>50K
25,Private,508891,10th,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,2463,0,40,United-States,<=50K
54,Private,278322,HS-grad,4,Never-married,Transport-moving,Husband,White,Male,0,0,35,United-States,>50K
40,Self-emp-not-inc,215288,7th-8th,10,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,3103,0,77,United-States,<=50K
58,Private,204277,Some-college,11,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,14344,1977,40,United-States,<=50K
38,Private,114797,HS-grad,13,Divorced,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
58,Private,220692,HS-grad,9,Never-married,Sales,Husband,White,Female,2050,0,86,Cambodia,<=50K
75,Local-gov,142264,HS-grad,9,Married-civ-spouse,?,Not-in-family,White,Male,3471,1974,40,United-States,<=50K
18,Private,268797,Some-college,12,Married-civ-spouse,Tech-support,Husband,White,Male,5455,0,40,United-States,<=50K
33,Private,117683,HS-grad,10,Never-married,Farming-fishing,Husband,White,Male,0,2415,40,United-States,<=50K
21,Private,102318,Assoc-acdm,10,Never-married,Priv-house-serv,Husband,White,Male,0,0,40,United-States,<=50K
67,Private,387839,7th-8th,4,Never-married,Adm-clerical,Husband,White,Female,0,0,50,United-States,<=50K
74,Private,182100,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,>50K
58,Private,270147,HS-grad,13,Separated,Sales,Other-relative,White,Male,15024,0,40,United-States,<=50K
34,Private,233825,Some-college,9,Never-married,Sales,Unmarried,White,Female,0,1974,40,United-States,<=50K
25,Self-emp-not-inc,177531,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,3137,0,40,United-States,<=50K
33,Private,370552,HS-grad,12,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0,0,44,United-States,>50K
32,Private,199546,Preschool,10,Never-married,Other-service,Husband,White,Female,11678,0,66,United-States,>50K
45,State-gov,140219,Bachelors,13,Never-married,Craft-repair,Wife,White,Female,0,0,40,France,<=50K
75,Local-gov,108001,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,Black,Male,0,1844,91,United-States,<=50K
21,Private,144860,Bachelors,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,41,Dominican-Republic,>50K
47,Private,94741,HS-grad,10,Never-married,Other-service,Husband,White,Male,25236,0,40,United-States,<=50K
25,Self-emp-inc,118686,Bachelors,13,Never-married,Exec-managerial,Husband,Black,Male,0,0,41,Laos,<=50K
61,Local-gov,192237,Bachelors,11,Married-civ-spouse,Sales,Not-in-family,White,Male,0,1844,18,United-States,>50K
34,Private,213260,Assoc-acdm,10,Never-married,Priv-house-serv,Husband,White,Male,0,1408,40,United-States,>50K
24,Private,342946,HS-grad,9,Divorced,Other-service,Husband,Asian-Pac-Islander,Male,0,0,85,United-States,<=50K
53,Local-gov,153588,HS-grad,12,Never-married,Exec-managerial,Unmarried,White,Female,0,1340,40,El-Salvador,<=50K
32,Private,46401,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,60,Dominican-Republic,<=50K
77,Private,44363,HS-grad,13,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
17,Self-emp-not-inc,71075,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,Black,Male,0,2267,40,United-States,>50K
47,Private,153127,10th,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,1977,50,United-States,>50K
33,Self-emp-not-inc,370881,Bachelors,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2824,54,United-States,<=50K
47,Self-emp-inc,101110,Masters,9,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,3103,0,36,Mexico,<=50K
35,Private,103021,HS-grad,14,Never-married,Exec-managerial,Unmarried,White,Male,0,0,35,United-States,<=50K
40,Private,326083,HS-grad,11,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,2936,0,40,United-States,<=50K
25,?,254440,Masters,10,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
58,Private,173649,Assoc-acdm,10,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States,<=50K
33,Private,172700,11th,13,Widowed,Exec-managerial,Unmarried,White,Male,0,0,56,United-States,<=50K
47,Private,379393,Bachelors,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,810,40,United-States,<=50K
40,Private,20795,HS-grad,11,Divorced,?,Husband,Black,Male,8614,0,40,United-States,<=50K
57,Private,116358,Some-college,10,Never-married,Craft-repair,Husband,White,Male,2829,0,40,United-States,>50K
28,Private,231230,Some-college,9,Divorced,Sales,Husband,White,Male,0,0,31,United-States,<=50K
22,Local-gov,73009,11th,13,Married-AF-spouse,?,Not-in-family,Black,Male,0,1848,20,United-States,<=50K
35,Private,130813,HS-grad,10,Separated,Prof-specialty,Husband,White,Male,0,1902,10,United-States,<=50K
33,Private,124942,9th,10,Never-married,?,Husband,White,Female,0,0,32,United-States,>50K
20,Self-emp-inc,169699,HS-grad,13,Divorced,Other-service,Unmarried,White,Male,0,2339,86,United-States,<=50K
18,Local-gov,285263,Some-college,9,Separated,Craft-repair,Husband,White,Female,0,1740,1,United-States,>50K
56,Private,359292,Assoc-voc,12,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
67,Private,242768,Bachelors,6,Never-married,Exec-managerial,Not-in-family,White,Male,0,2051,37,United-States,<=50K
26,Private,48404,Some-college,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,36,Dominican-Republic,>50K
28,Private,117227,Preschool,9,Separated,Handlers-cleaners,Not-in-family,Black,Female,0,0,38,Guatemala,<=50K
20,Private,206565,HS-grad,9,Never-married,Exec-managerial,Husband,White,Male,2387,2238,40,Germany,>50K
19,Private,203126,Some-college,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2238,45,Guatemala,<=50K
34,Private,221832,HS-grad,10,Never-married,Adm-clerical,Husband,White,Female,5178,1721,40,United-States,<=50K
22,Private,176716,11th,10,Never-married,Other-service,Husband,White,Female,8614,3004,40,Italy,<=50K
25,Private,226956,HS-grad,6,Never-married,Adm-clerical,Wife,White,Male,0,0,32,United-States,<=50K
36,Private,40425,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,2105,0,40,United-States,<=50K
64,Private,201141,Some-college,9,Never-married,?,Unmarried,White,Male,6418,2051,60,United-States,<=50K
35,Private,178037,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,52,United-States,<=50K
44,Private,383745,Assoc-acdm,10,Never-married,Craft-repair,Not-in-family,White,Male,0,1974,85,United-States,<=50K
54,Self-emp-not-inc,35824,9th,6,Married-civ-spouse,Craft-repair,Unmarried,Black,Female,99999,2001,28,United-States,>50K
64,Local-gov,118462,HS-grad,9,Widowed,Craft-repair,Husband,White,Male,2009,0,40,Dominican-Republic,<=50K
27,Private,150393,Some-college,9,Divorced,Craft-repair,Husband,White,Male,0,0,20,Japan,<=50K
32,Private,574271,Bachelors,11,Married-civ-spouse,?,Not-in-family,White,Female,0,0,54,United-States,<=50K
39,?,128162,Some-college,5,Married-civ-spouse,Sales,Husband,White,Male,2829,2002,40,United-States,>50K
21,Private,122442,HS-grad,15,Divorced,Handlers-cleaners,Own-child,White,Female,0,1721,45,United-States,<=50K
67,Private,209448,HS-grad,12,Separated,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,>50K
41,Private,237868,Bachelors,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,60,Japan,<=50K
35,Private,163083,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,Black,Male,0,2559,74,United-States,>50K
34,Private,293136,HS-grad,9,Never-married,?,Husband,White,Male,0,810,35,United-States,>50K
44,?,170850,Bachelors,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,213,25,United-States,<=50K
75,Private,117251,Bachelors,14,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,2174,0,40,United-States,<=50K
36,Self-emp-inc,164682,HS-grad,10,Married-civ-spouse,Farming-fishing,Husband,White,Female,2176,1408,36,Mexico,<=50K
41,Private,169639,Some-college,6,Divorced,Exec-managerial,Not-in-family,Black,Female,4931,0,40,Germany,<=50K
33,Private,194773,Masters,9,Divorced,Adm-clerical,Own-child,White,Female,6849,0,1,United-States,<=50K
44,Private,239346,Some-college,10,Never-married,Priv-house-serv,Not-in-family,White,Male,2653,213,48,United-States,<=50K
18,Private,245521,Doctorate,13,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,1844,77,Nicaragua,<=50K
38,Private,204556,Doctorate,5,Married-civ-spouse,Priv-house-serv,Other-relative,White,Male,2176,0,40,United-States,<=50K
38,Self-emp-not-inc,281852,HS-grad,9,Never-married,Other-service,Husband,White,Male,2105,2002,40,Nicaragua,<=50K
49,Private,32896,Bachelors,10,Never-married,?,Husband,Black,Male,0,1844,48,United-States,<=50K
25,Private,29582,Bachelors,13,Never-married,Sales,Unmarried,White,Female,0,0,44,United-States,<=50K
36,Private,174330,HS-grad,9,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,66,El-Salvador,<=50K
33,Private,151089,Preschool,13,Never-married,Tech-support,Other-relative,White,Male,2009,880,56,Jamaica,>50K
37,Private,35015,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
68,Private,216941,7th-8th,9,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,0,1408,40,Taiwan,<=50K
40,Private,376302,10th,14,Married-AF-spouse,Other-service,Husband,White,Male,7430,2205,40,United-States,<=50K
61,Private,62539,HS-grad,13,Never-married,Craft-repair,Husband,White,Female,0,0,32,Italy,<=50K
77,Local-gov,405374,HS-grad,9,Married-civ-spouse,Priv-house-serv,Husband,Asian-Pac-Islander,Male,0,1340,40,United-States,<=50K
41,Private,129629,Preschool,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,25,United-States,<=50K
55,Private,162358,Bachelors,5,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,25236,0,50,United-States,<=50K
23,Private,107910,HS-grad,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,>50K
22,Private,53042,HS-grad,13,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,40,?,>50K
42,Private,55191,1st-4th,10,Divorced,Craft-repair,Not-in-family,White,Male,2597,1844,50,Guatemala,<=50K
39,Private,367533,Preschool,10,Never-married,Craft-repair,Own-child,White,Male,0,0,65,United-States,<=50K
26,?,155818,Bachelors,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,Dominican-Republic,<=50K
30,Private,328060,HS-grad,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2205,60,United-States,<=50K
64,Private,205865,HS-grad,13,Married-civ-spouse,Sales,Unmarried,Other,Male,4787,0,60,United-States,<=50K
77,Private,142757,HS-grad,13,Never-married,Exec-managerial,Wife,White,Male,0,2824,15,United-States,>50K
45,Private,135606,Some-college,9,Never-married,Prof-specialty,Unmarried,White,Female,0,0,48,United-States,<=50K
64,?,157605,Doctorate,7,Divorced,Craft-repair,Own-child,Black,Male,0,0,25,United-States,<=50K
22,Private,160647,12th,9,Never-married,Craft-repair,Own-child,White,Male,0,2267,25,United-States,<=50K
58,Private,30270,Some-college,10,Never-married,Craft-repair,Other-relative,White,Female,0,2002,36,United-States,<=50K
74,Private,116666,11th,9,Separated,Sales,Own-child,White,Female,594,0,47,United-States,>50K
26,Private,224531,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female,2105,0,50,Dominican-Republic,<=50K
24,Private,173351,Bachelors,11,Never-married,Handlers-cleaners,Husband,White,Male,0,0,35,United-States,>50K
41,Private,238530,Bachelors,9,Never-married,Craft-repair,Husband,White,Female,2176,0,11,United-States,<=50K
62,Federal-gov,149478,Doctorate,9,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0,0,65,United-States,<=50K
18,Private,116358,Assoc-acdm,13,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,2174,0,86,United-States,<=50K
18,Private,103757,Masters,12,Never-married,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K
77,Private,161638,12th,13,Married-civ-spouse,?,Husband,White,Male,2105,2001,30,United-States,<=50K
37,Private,441637,Masters,11,Married-civ-spouse,Craft-repair,Husband,White,Male,7430,0,60,United-States,<=50K
23,Self-emp-inc,344804,Some-college,9,Never-married,?,Unmarried,Black,Male,0,1974,50,United-States,<=50K
45,Private,202053,Assoc-voc,10,Never-married,Adm-clerical,Husband,White,Female,0,0,50,Holand-Netherlands,<=50K
59,Private,260847,HS-grad,10,Separated,Adm-clerical,Not-in-family,White,Female,0,1844,40,United-States,>50K
77,Private,188682,Preschool,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,77,United-States,<=50K
61,Private,422149,Bachelors,10,Never-married,Transport-moving,Husband,White,Male,0,2002,60,United-States,<=50K
30,Self-emp-not-inc,165503,HS-grad,9,Never-married,Craft-repair,Husband,White,Female,2993,0,32,?,>50K
25,?,99126,HS-grad,12,Never-married,Farming-fishing,Own-child,White,Male,0,0,86,United-States,>50K
21,Local-gov,223392,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2050,0,48,United-States,<=50K
46,Local-gov,294295,Assoc-voc,9,Divorced,Sales,Unmarried,White,Female,2907,0,40,United-States,<=50K
46,Private,275110,HS-grad,14,Married-civ-spouse,Other-service,Husband,White,Male,0,419,40,United-States,<=50K
75,Private,228306,HS-grad,12,Married-civ-spouse,Farming-fishing,Own-child,White,Female,41310,0,85,United-States,<=50K
44,Self-emp-not-inc,342599,HS-grad,12,Never-married,Transport-moving,Husband,White,Female,2936,1669,30,United-States,<=50K
46,Private,219262,HS-grad,5,Never-married,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
33,Private,256620,Bachelors,10,Never-married,Sales,Not-in-family,White,Male,6497,0,60,United-States,<=50K
25,Private,339767,Bachelors,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,419,11,United-States,>50K
33,Local-gov,173488,Assoc-voc,9,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,11678,0,45,United-States,<=50K
25,Private,410980,Preschool,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,119751,5th-6th,9,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,20051,0,40,United-States,<=50K
35,Private,299047,HS-grad,15,Married-civ-spouse,Craft-repair,Husband,Black,Male,14344,0,77,Italy,<=50K
24,Private,63921,Assoc-voc,9,Never-married,Prof-specialty,Own-child,White,Male,2009,0,45,United-States,<=50K
40,State-gov,54440,Bachelors,14,Separated,Machine-op-inspct,Not-in-family,White,Male,2105,1340,45,United-States,>50K
43,Private,172582,9th,13,Divorced,Adm-clerical,Own-child,Black,Male,594,213,86,United-States,<=50K
18,Private,195919,Preschool,13,Married-civ-spouse,?,Unmarried,White,Female,2050,2205,35,United-States,<=50K
41,Private,298841,HS-grad,9,Divorced,Craft-repair,Husband,White,Female,0,0,20,Dominican-Republic,>50K
75,State-gov,390369,Assoc-voc,13,Never-married,Other-service,Not-in-family,Black,Male,0,0,36,United-States,<=50K
64,Private,161087,Bachelors,9,Married-civ-spouse,?,Not-in-family,White,Male,2463,0,40,United-States,>50K
44,Self-emp-not-inc,117814,HS-grad,10,Never-married,Prof-specialty,Husband,White,Male,0,0,40,Philippines,<=50K
29,Self-emp-not-inc,142264,HS-grad,7,Never-married,?,Husband,White,Male,7688,1721,35,United-States,>50K
30,Private,114561,Bachelors,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,Guatemala,>50K
26,Private,222374,10th,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,68,Mexico,<=50K
58,Self-emp-not-inc,217886,Preschool,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
24,Private,59938,HS-grad,13,Never-married,Craft-repair,Own-child,White,Male,0,1902,40,Dominican-Republic,>50K
52,Private,389270,Prof-school,10,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,31,United-States,<=50K
22,Private,284403,Masters,10,Divorced,Machine-op-inspct,Husband,White,Female,3103,2559,11,United-States,>50K
19,Private,20676,HS-grad,13,Never-married,Exec-managerial,Husband,White,Male,0,1590,36,United-States,<=50K
24,?,124090,Some-college,9,Married-civ-spouse,Sales,Not-in-family,Black,Male,0,2352,40,United-States,>50K
18,Private,82560,Bachelors,11,Married-civ-spouse,Sales,Not-in-family,White,Female,2597,0,60,United-States,<=50K
40,Local-gov,310396,7th-8th,10,Never-married,Machine-op-inspct,Wife,White,Male,0,1340,40,United-States,>50K
36,Private,31432,HS-grad,11,Married-civ-spouse,Sales,Husband,White,Male,0,2002,40,United-States,<=50K
44,Private,147719,Masters,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,40,United-States,<=50K
18,Private,296125,Bachelors,9,Never-married,Prof-specialty,Own-child,White,Male,15024,2352,20,United-States,<=50K
61,Private,165998,Assoc-acdm,10,Divorced,Transport-moving,Not-in-family,White,Male,0,2205,86,United-States,<=50K
59,Self-emp-inc,328561,Prof-school,11,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
47,State-gov,81413,HS-grad,11,Never-married,Sales,Not-in-family,Black,Male,0,0,59,Puerto-Rico,<=50K
39,Self-emp-inc,193855,HS-grad,5,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Puerto-Rico,<=50K
34,?,241667,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,<=50K
20,Private,62534,Preschool,13,Married-civ-spouse,Tech-support,Husband,White,Male,1424,0,80,United-States,<=50K
24,Private,163870,Masters,13,Never-married,Sales,Husband,White,Female,0,3683,40,United-States,<=50K
32,Without-pay,221558,Masters,9,Divorced,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K
32,?,201481,Some-college,13,Never-married,Craft-repair,Unmarried,White,Male,6849,0,40,United-States,>50K
44,Local-gov,110862,HS-grad,7,Married-civ-spouse,Other-service,Husband,White,Male,2387,1741,50,United-States,<=50K
41,Private,153489,HS-grad,13,Never-married,Craft-repair,Husband,White,Female,0,0,25,United-States,>50K
21,Private,284403,Some-college,6,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,1617,40,United-States,>50K
58,Private,187513,Bachelors,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,1844,40,United-States,<=50K
57,?,240837,Bachelors,9,Never-married,Other-service,Not-in-family,White,Male,0,1974,50,United-States,<=50K
18,Private,45613,Some-college,9,Never-married,Other-service,Husband,White,Male,0,0,30,United-States,<=50K
55,Private,244974,Assoc-voc,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,2993,1977,25,United-States,<=50K
37,Private,199244,HS-grad,13,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Private,129497,HS-grad,13,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
64,Private,273514,HS-grad,9,Widowed,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,85,United-States,<=50K
25,Private,110748,HS-grad,9,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0,0,11,United-States,>50K
45,Local-gov,209949,Bachelors,9,Divorced,Farming-fishing,Own-child,White,Male,0,0,85,United-States,<=50K
52,Local-gov,351350,11th,4,Married-civ-spouse,Other-service,Wife,White,Male,0,0,86,United-States,<=50K
47,Private,46645,Assoc-acdm,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,65,United-States,<=50K
