age,workclass,education,education-num,marital-status,occupation,relationship,race
26,Private,7th-8th,13,Married-civ-spouse,Adm-clerical,Husband,White
27,Federal-gov,Assoc-voc,14,Married-civ-spouse,Other-service,Husband,White
30,Private,Bachelors,9,Married-civ-spouse,Prof-specialty,Husband,White
73,Self-emp-not-inc,12th,13,Separated,Handlers-cleaners,Husband,White
29,Private,Masters,9,Never-married,Other-service,Other-relative,White
41,Private,Bachelors,10,Married-civ-spouse,Prof-specialty,Own-child,White
49,Private,HS-grad,10,Never-married,Craft-repair,Own-child,White
26,Private,Some-college,9,Married-civ-spouse,Adm-clerical,Unmarried,Other
39,Private,HS-grad,13,Never-married,Other-service,Not-in-family,White
32,Private,12th,9,Married-civ-spouse,Other-service,Unmarried,White
43,Self-emp-inc,Some-college,15,Married-civ-spouse,?,Husband,White
68,Private,Bachelors,9,Married-civ-spouse,Exec-managerial,Own-child,White
21,Private,11th,13,Married-civ-spouse,Farming-fishing,Husband,White
51,Private,Bachelors,9,Never-married,Other-service,Own-child,White
65,Private,11th,9,Never-married,Other-service,Not-in-family,White
49,Self-emp-not-inc,Masters,9,Married-civ-spouse,Adm-clerical,Husband,White
31,Private,Masters,10,Married-civ-spouse,Tech-support,Husband,White
32,Self-emp-not-inc,HS-grad,4,Never-married,Craft-repair,Husband,White
22,Self-emp-not-inc,11th,10,Never-married,Prof-specialty,Husband,White
26,Private,Bachelors,9,Married-civ-spouse,Craft-repair,Wife,Black
19,Private,7th-8th,9,Never-married,?,Husband,White
18,Private,Assoc-voc,9,Never-married,Sales,Husband,White
38,Private,HS-grad,13,Never-married,Exec-managerial,Husband,White
42,Private,Masters,10,Married-civ-spouse,Craft-repair,Unmarried,White
32,Private,Some-college,13,Married-spouse-absent,Adm-clerical,Not-in-family,White
63,Private,Some-college,3,Never-married,Craft-repair,Husband,White
56,Self-emp-not-inc,Bachelors,10,Divorced,Adm-clerical,Not-in-family,White
27,Private,HS-grad,10,Married-civ-spouse,Handlers-cleaners,Husband,White
24,Private,Some-college,10,Never-married,Sales,Not-in-family,White
29,Private,Some-college,9,Married-civ-spouse,Sales,Husband,White
47,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White
31,Private,HS-grad,13,Divorced,Prof-specialty,Husband,White
23,Private,HS-grad,11,Divorced,Other-service,Own-child,White
18,Private,Bachelors,9,Married-civ-spouse,Sales,Husband,White
19,Private,Prof-school,11,Married-civ-spouse,Exec-managerial,Unmarried,White
20,Private,Masters,9,Married-civ-spouse,Prof-specialty,Not-in-family,Black
40,Private,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White
41,Private,HS-grad,9,Never-married,Sales,Not-in-family,White
26,Private,Bachelors,9,Never-married,Other-service,Own-child,Black
23,Private,Bachelors,10,Married-civ-spouse,Machine-op-inspct,Not-in-family,White
50,Private,Some-college,9,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander
41,Private,Bachelors,9,Never-married,Prof-specialty,Own-child,White
36,Private,HS-grad,10,Never-married,Adm-clerical,Husband,White
43,Private,Some-college,9,Married-civ-spouse,Machine-op-inspct,Husband,Black
27,?,11th,9,Married-civ-spouse,Priv-house-serv,Own-child,White
25,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Unmarried,Black
45,Self-emp-inc,Bachelors,11,Married-civ-spouse,Prof-specialty,Own-child,White
24,Private,Bachelors,9,Separated,Transport-moving,Husband,White
26,Self-emp-not-inc,Bachelors,10,Divorced,Transport-moving,Not-in-family,White
38,Private,HS-grad,13,Never-married,?,Husband,White
34,?,Some-college,9,Widowed,Exec-managerial,Other-relative,White
24,?,HS-grad,12,Never-married,Prof-specialty,Husband,White
47,Private,Bachelors,9,Married-spouse-absent,?,Husband,White
45,Private,11th,10,Married-civ-spouse,Other-service,Not-in-family,White
41,Private,Some-college,11,Never-married,Exec-managerial,Husband,White
35,State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Not-in-family,White
25,Private,Masters,3,Never-married,Exec-managerial,Husband,White
43,Self-emp-inc,Bachelors,9,Married-civ-spouse,Machine-op-inspct,Husband,White
64,Private,Bachelors,12,Divorced,Prof-specialty,Not-in-family,White
46,Private,Assoc-acdm,13,Married-civ-spouse,Exec-managerial,Husband,White
28,Private,Bachelors,14,Married-civ-spouse,Handlers-cleaners,Husband,White
41,Self-emp-not-inc,11th,13,Married-civ-spouse,Craft-repair,Husband,White
55,Private,9th,10,Never-married,Protective-serv,Own-child,White
49,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,White
32,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Husband,White
36,Private,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White
34,Private,Doctorate,10,Widowed,?,Own-child,White
32,Private,Some-college,7,Divorced,Prof-specialty,Husband,White
37,Private,Assoc-acdm,10,Married-civ-spouse,Adm-clerical,Husband,Black
29,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White
51,Private,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White
69,Private,Bachelors,10,Married-civ-spouse,Adm-clerical,Not-in-family,White
26,Private,Preschool,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo
24,Private,Bachelors,9,Never-married,Tech-support,Own-child,White
40,Self-emp-not-inc,Some-college,13,Divorced,Exec-managerial,Own-child,White
61,Local-gov,7th-8th,13,Never-married,Other-service,Not-in-family,White
55,Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander
24,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Own-child,White
34,Local-gov,Prof-school,9,Married-civ-spouse,?,Husband,White
21,Private,Prof-school,10,Separated,Machine-op-inspct,Own-child,White
32,Private,Some-college,10,Never-married,Prof-specialty,Husband,White
51,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White
55,Private,12th,13,Divorced,Exec-managerial,Husband,Black
22,Self-emp-not-inc,HS-grad,9,Never-married,Tech-support,Husband,White
58,Private,Some-college,9,Separated,Sales,Own-child,White
41,Local-gov,Bachelors,9,Married-civ-spouse,Other-service,Husband,Black
38,Self-emp-inc,HS-grad,13,Never-married,Craft-repair,Not-in-family,White
25,?,HS-grad,9,Married-spouse-absent,Craft-repair,Own-child,White
34,Private,Some-college,13,Married-civ-spouse,Handlers-cleaners,Own-child,White
18,Private,7th-8th,10,Married-spouse-absent,Exec-managerial,Husband,White
48,Private,11th,13,Widowed,Craft-repair,Wife,White
25,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White
85,Local-gov,10th,9,Never-married,Transport-moving,Unmarried,White
31,Private,Bachelors,9,Divorced,Transport-moving,Husband,Black
38,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black
38,Private,9th,10,Divorced,Machine-op-inspct,Own-child,White
48,Private,Some-college,10,Widowed,Adm-clerical,Not-in-family,White
38,Private,Some-college,9,Married-civ-spouse,Machine-op-inspct,Husband,Black
18,Private,Assoc-acdm,9,Separated,Prof-specialty,Own-child,White
48,Private,Bachelors,13,Never-married,?,Unmarried,White
31,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White
63,Private,Bachelors,6,Never-married,Exec-managerial,Not-in-family,White
26,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black
27,Private,HS-grad,11,Never-married,Adm-clerical,Own-child,White
36,Private,HS-grad,10,Married-civ-spouse,Craft-repair,Unmarried,White
20,Private,12th,10,Never-married,Farming-fishing,Husband,White
55,Private,Some-college,15,Never-married,Prof-specialty,Not-in-family,White
35,Local-gov,HS-grad,2,Married-civ-spouse,Craft-repair,Not-in-family,White
51,Private,Masters,9,Never-married,Exec-managerial,Not-in-family,White
39,Private,Assoc-voc,9,Widowed,Adm-clerical,Husband,White
24,Private,HS-grad,9,Never-married,Other-service,Own-child,White
42,Private,HS-grad,9,Never-married,Sales,Husband,White
43,Private,11th,9,Married-civ-spouse,?,Husband,White
25,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,White
37,Self-emp-not-inc,HS-grad,14,Never-married,Craft-repair,Husband,Black
19,Self-emp-not-inc,5th-6th,3,Divorced,Farming-fishing,Husband,White
51,Private,Masters,10,Never-married,Transport-moving,Not-in-family,Black
18,Private,7th-8th,9,Divorced,Transport-moving,Husband,White
68,State-gov,HS-grad,13,Divorced,Farming-fishing,Not-in-family,Asian-Pac-Islander
28,Private,HS-grad,5,Never-married,Sales,Husband,White
40,Private,Assoc-acdm,16,Married-civ-spouse,Sales,Unmarried,White
39,Local-gov,HS-grad,9,Never-married,Prof-specialty,Husband,White
40,Local-gov,HS-grad,11,Married-civ-spouse,Prof-specialty,Own-child,White
35,Local-gov,Masters,10,Married-civ-spouse,Transport-moving,Husband,White
42,Private,11th,13,Married-civ-spouse,Craft-repair,Husband,White
44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Not-in-family,White
30,Private,HS-grad,12,Never-married,Exec-managerial,Husband,White
46,Private,11th,9,Never-married,Prof-specialty,Wife,White
23,Private,11th,9,Married-civ-spouse,Prof-specialty,Own-child,Black
53,Private,Some-college,13,Divorced,Sales,Not-in-family,White
27,Self-emp-not-inc,HS-grad,13,Married-civ-spouse,Exec-managerial,Unmarried,White
42,Private,HS-grad,12,Never-married,Other-service,Husband,White
44,State-gov,Some-college,13,Married-civ-spouse,Transport-moving,Husband,White
53,?,10th,9,Never-married,Other-service,Husband,White
52,Private,Some-college,13,Never-married,Tech-support,Not-in-family,White
26,?,Some-college,10,Divorced,Other-service,Husband,White
28,Private,Some-college,14,Divorced,Sales,Husband,White
38,Private,HS-grad,8,Married-civ-spouse,Prof-specialty,Not-in-family,Black
36,Self-emp-inc,HS-grad,8,Married-civ-spouse,Machine-op-inspct,Husband,White
34,Local-gov,Some-college,13,Never-married,Other-service,Husband,White
35,Private,HS-grad,11,Never-married,Machine-op-inspct,Husband,White
40,Private,Masters,8,Widowed,Machine-op-inspct,Not-in-family,White
26,Private,5th-6th,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,White
18,Private,7th-8th,10,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander
20,Private,HS-grad,3,Married-civ-spouse,Adm-clerical,Husband,White
25,Private,Some-college,9,Never-married,Craft-repair,Not-in-family,White
54,Private,7th-8th,13,Married-civ-spouse,Craft-repair,Husband,White
18,Private,HS-grad,7,Married-civ-spouse,Farming-fishing,Other-relative,White
17,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White
25,Self-emp-not-inc,Bachelors,10,Never-married,Prof-specialty,Not-in-family,Black
43,?,HS-grad,11,Married-civ-spouse,Protective-serv,Wife,White
17,Federal-gov,Some-college,9,Married-civ-spouse,Prof-specialty,Not-in-family,White
63,Private,7th-8th,12,Married-civ-spouse,Exec-managerial,Husband,White
53,Private,Bachelors,10,Married-civ-spouse,Craft-repair,Husband,White
28,?,HS-grad,9,Married-civ-spouse,?,Own-child,White
35,Private,Assoc-acdm,9,Never-married,Exec-managerial,Not-in-family,Black
20,Private,Prof-school,10,Never-married,Exec-managerial,Husband,White
39,Private,HS-grad,10,Never-married,Craft-repair,Not-in-family,White
23,Private,12th,14,Divorced,Machine-op-inspct,Husband,Black
24,Private,Assoc-acdm,7,Divorced,Exec-managerial,Husband,White
42,State-gov,HS-grad,10,Divorced,Sales,Own-child,White
59,Private,HS-grad,2,Married-civ-spouse,Tech-support,Not-in-family,White
31,Private,Bachelors,13,Married-civ-spouse,?,Unmarried,White
36,Private,HS-grad,9,Never-married,Craft-repair,Husband,White
54,Private,HS-grad,10,Never-married,Other-service,Not-in-family,White
28,Private,HS-grad,14,Married-civ-spouse,Other-service,Husband,White
61,Private,HS-grad,7,Married-civ-spouse,Prof-specialty,Not-in-family,White
20,Private,Some-college,9,Divorced,Prof-specialty,Husband,White
30,Private,Bachelors,5,Never-married,Protective-serv,Not-in-family,White
63,Local-gov,Masters,10,Married-civ-spouse,Farming-fishing,Husband,Black
17,Private,HS-grad,10,Never-married,Machine-op-inspct,Not-in-family,White
50,Self-emp-not-inc,Doctorate,13,Married-civ-spouse,Exec-managerial,Not-in-family,White
55,Private,Some-college,10,Divorced,Prof-specialty,Husband,Black
43,Private,Some-college,11,Married-civ-spouse,Adm-clerical,Own-child,White
55,Federal-gov,Some-college,11,Married-civ-spouse,Exec-managerial,Husband,Black
18,Self-emp-inc,HS-grad,7,Divorced,Other-service,Husband,White
24,Private,Some-college,9,Never-married,Handlers-cleaners,Unmarried,White
35,Private,Assoc-voc,7,Married-civ-spouse,Craft-repair,Not-in-family,White
23,Private,10th,13,Married-civ-spouse,Prof-specialty,Husband,Black
39,Private,Prof-school,13,Never-married,Adm-clerical,Not-in-family,White
23,Private,10th,9,Divorced,Transport-moving,Own-child,White
62,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,White
20,Private,HS-grad,3,Married-civ-spouse,Sales,Own-child,White
51,Private,HS-grad,14,Married-civ-spouse,Prof-specialty,Husband,White
25,Private,HS-grad,10,Never-married,Prof-specialty,Not-in-family,White
35,Private,HS-grad,10,Married-civ-spouse,Sales,Unmarried,White
25,Private,HS-grad,10,Never-married,Other-service,Unmarried,White
35,Private,Assoc-acdm,9,Divorced,Craft-repair,Wife,White
25,State-gov,Some-college,13,Divorced,Adm-clerical,Not-in-family,White
20,Self-emp-not-inc,Some-college,9,Married-spouse-absent,Prof-specialty,Wife,White
32,Private,Bachelors,10,Divorced,Prof-specialty,Husband,White
56,Self-emp-not-inc,Assoc-acdm,10,Married-civ-spouse,Other-service,Husband,White
26,Self-emp-not-inc,Some-college,12,Married-civ-spouse,Craft-repair,Husband,White
49,Local-gov,HS-grad,2,Married-civ-spouse,Adm-clerical,Husband,White
21,Private,Assoc-acdm,9,Widowed,Transport-moving,Husband,White
60,Private,Some-college,9,Widowed,Exec-managerial,Unmarried,White
36,Federal-gov,HS-grad,13,Never-married,Protective-serv,Husband,Black
42,Private,Some-college,9,Married-civ-spouse,Protective-serv,Unmarried,White
25,Private,HS-grad,14,Married-civ-spouse,Adm-clerical,Husband,White
43,Private,HS-grad,13,Married-civ-spouse,Other-service,Husband,White
19,Private,Assoc-voc,9,Married-civ-spouse,Adm-clerical,Husband,White
33,Private,10th,14,Married-civ-spouse,Sales,Not-in-family,White
62,Private,HS-grad,10,Divorced,Craft-repair,Own-child,White
49,Local-gov,10th,13,Never-married,Sales,Husband,White
43,Private,HS-grad,11,Never-married,Prof-specialty,Husband,White
23,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White
31,Local-gov,Some-college,13,Divorced,?,Husband,Black
22,Private,11th,10,Divorced,Sales,Husband,White
46,Private,HS-grad,13,Married-civ-spouse,Exec-managerial,Husband,White
23,Private,Some-college,13,Never-married,Prof-specialty,Not-in-family,White
30,Local-gov,Assoc-acdm,9,Married-AF-spouse,Machine-op-inspct,Not-in-family,White
38,Private,HS-grad,15,Married-civ-spouse,Handlers-cleaners,Not-in-family,White
36,Private,Bachelors,14,Married-civ-spouse,Adm-clerical,Unmarried,White
23,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White
35,Private,Masters,7,Married-civ-spouse,?,Not-in-family,White
22,State-gov,Bachelors,14,Married-civ-spouse,Exec-managerial,Not-in-family,White
31,State-gov,Bachelors,3,Never-married,Sales,Own-child,White
48,Private,Some-college,9,Married-civ-spouse,Other-service,Wife,White
57,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,White
30,Self-emp-inc,Assoc-voc,11,Never-married,Prof-specialty,Husband,White
18,Private,Some-college,7,Married-civ-spouse,Craft-repair,Husband,White
25,Private,Masters,9,Widowed,Prof-specialty,Husband,White
47,State-gov,HS-grad,7,Married-civ-spouse,Prof-specialty,Husband,White
25,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Not-in-family,White
28,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White
21,Federal-gov,Masters,10,Never-married,Craft-repair,Husband,Other
49,Federal-gov,12th,9,Widowed,Other-service,Husband,White
50,Private,9th,13,Married-civ-spouse,Adm-clerical,Unmarried,White
32,Private,HS-grad,10,Married-spouse-absent,Transport-moving,Husband,White
35,Private,Bachelors,12,Married-civ-spouse,Sales,Not-in-family,White
23,Private,Some-college,12,Married-civ-spouse,Craft-repair,Not-in-family,White
36,State-gov,HS-grad,5,Married-civ-spouse,Machine-op-inspct,Husband,White
46,Self-emp-not-inc,Masters,6,Divorced,Machine-op-inspct,Husband,White
42,Private,Bachelors,14,Never-married,Sales,Husband,White
32,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Unmarried,White
45,State-gov,HS-grad,13,Married-civ-spouse,Transport-moving,Husband,White
42,Local-gov,7th-8th,14,Widowed,Transport-moving,Husband,Black
32,Self-emp-not-inc,Assoc-acdm,9,Never-married,Protective-serv,Husband,White
41,Private,Masters,13,Married-civ-spouse,Adm-clerical,Husband,White
50,Private,11th,13,Married-civ-spouse,Machine-op-inspct,Wife,White
30,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White
49,Private,HS-grad,7,Married-civ-spouse,Other-service,Husband,Black
35,Private,Bachelors,9,Divorced,Adm-clerical,Own-child,White
38,Self-emp-not-inc,Bachelors,9,Married-civ-spouse,Transport-moving,Husband,White
44,Private,Some-college,14,Never-married,Adm-clerical,Own-child,White
46,Private,Bachelors,7,Married-civ-spouse,?,Husband,White
41,Private,Bachelors,13,Never-married,Exec-managerial,Husband,White
45,Private,HS-grad,9,Never-married,Craft-repair,Husband,White
18,Private,HS-grad,13,Married-civ-spouse,Exec-managerial,Not-in-family,White
20,Self-emp-inc,Some-college,15,Married-civ-spouse,Transport-moving,Husband,White
31,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White
43,Self-emp-not-inc,Bachelors,9,Married-civ-spouse,Other-service,Husband,White
58,Private,Some-college,6,Married-civ-spouse,Exec-managerial,Husband,White
23,Private,Some-college,4,Divorced,Exec-managerial,Not-in-family,White
34,Private,Some-college,4,Married-civ-spouse,Exec-managerial,Not-in-family,White
35,Private,Some-college,12,Never-married,Adm-clerical,Husband,White
70,Private,HS-grad,15,Married-civ-spouse,Adm-clerical,Unmarried,White
20,Private,Some-college,13,Never-married,Sales,Not-in-family,White
49,Private,Bachelors,7,Widowed,Handlers-cleaners,Own-child,White
29,Private,Assoc-acdm,13,Married-civ-spouse,Adm-clerical,Own-child,White
41,Private,HS-grad,13,Married-civ-spouse,Machine-op-inspct,Husband,White
37,State-gov,HS-grad,14,Divorced,Sales,Own-child,White
51,Private,HS-grad,13,Married-civ-spouse,Handlers-cleaners,Husband,White
29,Private,HS-grad,14,Divorced,Sales,Own-child,White
40,Private,Some-college,6,Married-civ-spouse,Sales,Husband,White
54,Private,12th,13,Married-civ-spouse,?,Husband,White
53,Private,Some-college,8,Married-civ-spouse,Tech-support,Husband,White
57,Local-gov,10th,9,Never-married,Adm-clerical,Not-in-family,White
49,Local-gov,Assoc-voc,9,Married-civ-spouse,Exec-managerial,Other-relative,White
44,Private,HS-grad,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander
56,Private,Bachelors,5,Never-married,Adm-clerical,Not-in-family,White
41,Self-emp-not-inc,HS-grad,10,Married-civ-spouse,Other-service,Husband,Other
34,Private,Masters,14,Married-civ-spouse,Machine-op-inspct,Wife,Black
41,Private,Doctorate,10,Never-married,Prof-specialty,Not-in-family,White
46,Private,5th-6th,2,Married-civ-spouse,Machine-op-inspct,Husband,White
60,Private,10th,11,Never-married,Transport-moving,Husband,White
23,Self-emp-not-inc,HS-grad,5,Married-civ-spouse,Exec-managerial,Unmarried,White
36,Private,Assoc-acdm,9,Divorced,?,Husband,Asian-Pac-Islander
21,Local-gov,HS-grad,4,Married-civ-spouse,Transport-moving,Own-child,White
43,Self-emp-not-inc,HS-grad,12,Married-spouse-absent,Other-service,Not-in-family,White
71,Self-emp-not-inc,Some-college,13,Married-civ-spouse,Other-service,Not-in-family,White
32,Federal-gov,Masters,7,Married-civ-spouse,Adm-clerical,Husband,White
58,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White
35,Private,7th-8th,9,Married-civ-spouse,Exec-managerial,Own-child,White
26,Federal-gov,HS-grad,9,Never-married,Sales,Husband,White
30,Private,HS-grad,9,Divorced,?,Own-child,White
23,Private,Some-college,7,Never-married,Prof-specialty,Husband,White
30,Private,Bachelors,15,Married-civ-spouse,Prof-specialty,Own-child,White
42,Private,12th,9,Never-married,Prof-specialty,Not-in-family,White
52,State-gov,Bachelors,10,Married-civ-spouse,Prof-specialty,Unmarried,White
44,Private,11th,12,Married-civ-spouse,Prof-specialty,Husband,White
29,State-gov,Some-college,9,Married-civ-spouse,Adm-clerical,Other-relative,White
51,Self-emp-not-inc,Some-college,10,Never-married,Other-service,Husband,White
25,Local-gov,HS-grad,10,Married-civ-spouse,Farming-fishing,Own-child,White
35,Local-gov,Some-college,14,Married-civ-spouse,Machine-op-inspct,Other-relative,White
50,Private,Bachelors,10,Married-civ-spouse,Craft-repair,Other-relative,White
17,Self-emp-inc,Assoc-acdm,9,Married-civ-spouse,Prof-specialty,Not-in-family,White
19,Private,7th-8th,10,Never-married,Exec-managerial,Not-in-family,White
54,Private,Masters,9,Separated,Craft-repair,Unmarried,White
32,Private,Some-college,9,Never-married,?,Husband,White
46,Self-emp-not-inc,HS-grad,10,Never-married,Craft-repair,Unmarried,White
19,Private,Bachelors,9,Married-civ-spouse,Exec-managerial,Other-relative,White
26,Private,Some-college,9,Never-married,Exec-managerial,Husband,Amer-Indian-Eskimo
27,Self-emp-inc,HS-grad,10,Never-married,Sales,Own-child,White
31,Private,Some-college,12,Never-married,Tech-support,Not-in-family,Black
17,Private,Bachelors,10,Married-civ-spouse,Prof-specialty,Husband,Black
30,?,9th,13,Never-married,Prof-specialty,Husband,Asian-Pac-Islander
43,Private,Bachelors,13,Married-civ-spouse,Farming-fishing,Not-in-family,White
44,Private,9th,13,Divorced,Exec-managerial,Not-in-family,White
38,Private,Some-college,9,Married-civ-spouse,Machine-op-inspct,Husband,Black
27,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black
33,Private,1st-4th,7,Married-civ-spouse,Other-service,Husband,White
58,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White
67,Local-gov,Assoc-voc,10,Never-married,Handlers-cleaners,Husband,White
31,Federal-gov,HS-grad,11,Separated,Adm-clerical,Not-in-family,White
46,Private,Bachelors,11,Married-civ-spouse,Craft-repair,Husband,White
46,Private,HS-grad,6,Married-civ-spouse,Craft-repair,Wife,Black
19,Private,HS-grad,10,Married-civ-spouse,Exec-managerial,Unmarried,White
27,Private,HS-grad,6,Never-married,Exec-managerial,Not-in-family,Black
61,Private,Some-college,9,Married-civ-spouse,Machine-op-inspct,Unmarried,White
19,Private,HS-grad,10,Never-married,Other-service,Wife,White
66,Private,Some-college,9,Married-civ-spouse,Transport-moving,Wife,White
71,Private,HS-grad,13,Married-civ-spouse,Handlers-cleaners,Unmarried,White
