age,workclass,education,education-num,marital-status,occupation,relationship,race
86,Self-emp-not-inc,Doctorate,12,Married-AF-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander
77,Private,9th,8,Separated,?,Own-child,Asian-Pac-Islander
33,Never-worked,Some-college,8,Married-AF-spouse,Machine-op-inspct,Unmarried,Other
51,Without-pay,5th-6th,15,Married-civ-spouse,Protective-serv,Husband,White
30,Private,HS-grad,12,Never-married,Handlers-cleaners,Other-relative,Black
50,Private,Prof-school,15,Separated,Transport-moving,Other-relative,Amer-Indian-Eskimo
81,Federal-gov,11th,16,Never-married,Other-service,Husband,Other
47,Private,11th,8,Married-AF-spouse,Priv-house-serv,Other-relative,Black
68,Federal-gov,Bachelors,7,Married-spouse-absent,Priv-house-serv,Other-relative,Asian-Pac-Islander
72,State-gov,Masters,1,Separated,Transport-moving,Husband,Amer-Indian-Eskimo
70,Local-gov,Preschool,9,Widowed,Transport-moving,Own-child,Black
72,Self-emp-inc,Assoc-voc,6,Never-married,Transport-moving,Husband,Asian-Pac-Islander
81,Federal-gov,11th,3,Married-AF-spouse,Other-service,Husband,Amer-Indian-Eskimo
79,?,Masters,2,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander
39,Federal-gov,Some-college,9,Never-married,Handlers-cleaners,Wife,Other
45,?,Assoc-voc,13,Never-married,Transport-moving,Unmarried,Amer-Indian-Eskimo
43,?,Bachelors,9,Widowed,Farming-fishing,Husband,Amer-Indian-Eskimo
86,?,Assoc-voc,3,Never-married,Handlers-cleaners,Wife,Asian-Pac-Islander
63,Local-gov,11th,4,Widowed,Exec-managerial,Not-in-family,Other
17,State-gov,Some-college,15,Married-AF-spouse,Machine-op-inspct,Unmarried,White
58,Self-emp-inc,Doctorate,8,Married-civ-spouse,Tech-support,Unmarried,Other
78,Self-emp-not-inc,12th,1,Married-civ-spouse,Protective-serv,Wife,Amer-Indian-Eskimo
53,State-gov,HS-grad,10,Never-married,Handlers-cleaners,Not-in-family,Black
68,Local-gov,9th,15,Separated,?,Unmarried,Asian-Pac-Islander
73,State-gov,Some-college,12,Married-AF-spouse,Machine-op-inspct,Own-child,Asian-Pac-Islander
59,Self-emp-not-inc,HS-grad,15,Separated,?,Unmarried,White
43,Local-gov,Assoc-acdm,10,Separated,?,Other-relative,White
46,State-gov,Bachelors,2,Never-married,Sales,Husband,Asian-Pac-Islander
24,Self-emp-not-inc,HS-grad,3,Married-AF-spouse,?,Wife,Black
33,Never-worked,HS-grad,9,Separated,?,Own-child,Black
39,Federal-gov,Assoc-voc,14,Never-married,Transport-moving,Husband,White
55,Federal-gov,10th,8,Married-civ-spouse,Exec-managerial,Husband,White
55,Federal-gov,Bachelors,8,Never-married,Exec-managerial,Other-relative,White
61,Local-gov,7th-8th,6,Married-AF-spouse,Exec-managerial,Husband,Asian-Pac-Islander
46,State-gov,5th-6th,9,Married-AF-spouse,Prof-specialty,Husband,Asian-Pac-Islander
36,Federal-gov,10th,10,Divorced,Priv-house-serv,Husband,Asian-Pac-Islander
86,Never-worked,Doctorate,7,Married-AF-spouse,Exec-managerial,Unmarried,Asian-Pac-Islander
62,State-gov,Prof-school,6,Married-AF-spouse,Tech-support,Wife,White
41,Self-emp-inc,12th,15,Married-spouse-absent,Protective-serv,Husband,Amer-Indian-Eskimo
73,Never-worked,Assoc-acdm,7,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander
31,Private,7th-8th,9,Never-married,Sales,Other-relative,Other
86,Never-worked,Assoc-acdm,7,Separated,Handlers-cleaners,Wife,Amer-Indian-Eskimo
23,Never-worked,Some-college,2,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo
83,?,Doctorate,3,Never-married,Other-service,Husband,Asian-Pac-Islander
48,Never-worked,10th,10,Never-married,Tech-support,Not-in-family,White
65,State-gov,Some-college,2,Married-AF-spouse,Adm-clerical,Not-in-family,Black
40,Self-emp-not-inc,5th-6th,15,Divorced,Machine-op-inspct,Not-in-family,Black
33,Never-worked,Some-college,6,Widowed,Craft-repair,Unmarried,Black
48,Local-gov,9th,11,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander
62,?,Doctorate,6,Married-AF-spouse,Machine-op-inspct,Wife,White
83,?,11th,6,Married-spouse-absent,Priv-house-serv,Wife,Asian-Pac-Islander
20,Self-emp-not-inc,Bachelors,15,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo
90,Local-gov,Bachelors,15,Divorced,Exec-managerial,Wife,White
25,Private,Preschool,8,Widowed,Craft-repair,Other-relative,Amer-Indian-Eskimo
28,Local-gov,Masters,1,Never-married,Transport-moving,Unmarried,White
24,Self-emp-not-inc,Bachelors,3,Married-civ-spouse,Farming-fishing,Own-child,Asian-Pac-Islander
72,State-gov,Some-college,6,Widowed,Craft-repair,Husband,Amer-Indian-Eskimo
47,?,1st-4th,2,Married-spouse-absent,Priv-house-serv,Other-relative,Asian-Pac-Islander
82,Federal-gov,Assoc-acdm,12,Married-AF-spouse,Other-service,Other-relative,Asian-Pac-Islander
26,Never-worked,Assoc-acdm,15,Separated,?,Unmarried,Black
36,Self-emp-inc,12th,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander
90,Local-gov,Doctorate,9,Widowed,Craft-repair,Wife,Amer-Indian-Eskimo
63,?,10th,11,Married-spouse-absent,Armed-Forces,Not-in-family,Other
33,Never-worked,Masters,10,Married-AF-spouse,Prof-specialty,Unmarried,White
68,Local-gov,Preschool,15,Never-married,Other-service,Other-relative,Other
67,Private,9th,11,Married-AF-spouse,Other-service,Wife,Amer-Indian-Eskimo
40,Without-pay,Bachelors,13,Married-civ-spouse,Protective-serv,Not-in-family,Black
44,Private,10th,9,Married-spouse-absent,Priv-house-serv,Other-relative,Other
65,State-gov,10th,1,Divorced,Tech-support,Own-child,Black
50,Private,12th,15,Married-spouse-absent,Protective-serv,Own-child,Black
90,Local-gov,10th,8,Married-AF-spouse,Priv-house-serv,Own-child,White
74,Self-emp-inc,11th,11,Separated,Sales,Husband,Black
44,State-gov,10th,2,Married-AF-spouse,Priv-house-serv,Husband,White
67,Local-gov,HS-grad,13,Married-spouse-absent,Craft-repair,Own-child,Other
22,Self-emp-inc,Some-college,13,Married-AF-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander
75,Local-gov,10th,8,Married-spouse-absent,Armed-Forces,Husband,Asian-Pac-Islander
42,Private,HS-grad,8,Never-married,Handlers-cleaners,Wife,Black
18,State-gov,Assoc-acdm,10,Divorced,Other-service,Own-child,White
59,Self-emp-not-inc,9th,15,Separated,?,Other-relative,White
71,Never-worked,Preschool,13,Widowed,Craft-repair,Own-child,Amer-Indian-Eskimo
52,Local-gov,Masters,8,Never-married,Adm-clerical,Own-child,Other
47,Private,Masters,9,Never-married,Transport-moving,Other-relative,White
39,Private,Doctorate,14,Widowed,Farming-fishing,Husband,White
39,Federal-gov,9th,9,Widowed,Protective-serv,Husband,Asian-Pac-Islander
38,Self-emp-not-inc,11th,13,Married-AF-spouse,Other-service,Own-child,Amer-Indian-Eskimo
29,Local-gov,HS-grad,13,Never-married,Sales,Not-in-family,Asian-Pac-Islander
47,?,Some-college,11,Married-spouse-absent,Priv-house-serv,Other-relative,Black
39,State-gov,9th,9,Separated,?,Husband,Asian-Pac-Islander
80,Self-emp-inc,Bachelors,4,Married-AF-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander
19,Federal-gov,Assoc-acdm,6,Separated,?,Not-in-family,Asian-Pac-Islander
28,Private,HS-grad,9,Separated,?,Own-child,White
67,Never-worked,Some-college,10,Married-civ-spouse,Machine-op-inspct,Unmarried,Other
56,State-gov,Bachelors,8,Married-spouse-absent,Armed-Forces,Not-in-family,White
55,Federal-gov,Bachelors,13,Widowed,Armed-Forces,Own-child,Asian-Pac-Islander
37,Self-emp-inc,10th,9,Divorced,Adm-clerical,Husband,Other
19,Federal-gov,9th,13,Never-married,Handlers-cleaners,Not-in-family,Other
61,Never-worked,Bachelors,10,Married-spouse-absent,Armed-Forces,Husband,Asian-Pac-Islander
69,Self-emp-inc,Masters,4,Married-AF-spouse,Adm-clerical,Not-in-family,Amer-Indian-Eskimo
88,Private,11th,10,Separated,Sales,Husband,Other
60,Without-pay,Some-college,13,Widowed,Farming-fishing,Own-child,White
25,Federal-gov,Assoc-voc,16,Separated,Transport-moving,Other-relative,Amer-Indian-Eskimo
35,Private,Preschool,8,Married-AF-spouse,Tech-support,Other-relative,Asian-Pac-Islander
67,Never-worked,Doctorate,13,Married-civ-spouse,Farming-fishing,Wife,White
39,State-gov,Bachelors,9,Married-AF-spouse,Prof-specialty,Husband,White
42,?,5th-6th,4,Widowed,Protective-serv,Wife,Black
23,?,9th,4,Married-AF-spouse,?,Unmarried,Amer-Indian-Eskimo
60,Without-pay,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White
35,Without-pay,10th,5,Married-AF-spouse,Tech-support,Husband,Asian-Pac-Islander
35,Private,Bachelors,8,Married-spouse-absent,Armed-Forces,Husband,Asian-Pac-Islander
27,State-gov,Assoc-voc,14,Never-married,Sales,Own-child,Other
50,Private,Doctorate,2,Married-AF-spouse,Exec-managerial,Own-child,White
28,Local-gov,Bachelors,9,Never-married,Sales,Other-relative,White
48,Local-gov,Some-college,10,Married-AF-spouse,Prof-specialty,Own-child,Asian-Pac-Islander
83,Federal-gov,7th-8th,8,Married-AF-spouse,Prof-specialty,Husband,Other
35,State-gov,1st-4th,14,Divorced,Tech-support,Unmarried,Asian-Pac-Islander
71,Private,9th,13,Married-civ-spouse,Protective-serv,Wife,Other
39,Federal-gov,11th,12,Married-AF-spouse,Sales,Husband,Asian-Pac-Islander
39,Self-emp-inc,Masters,12,Married-AF-spouse,Prof-specialty,Husband,Other
78,Self-emp-not-inc,HS-grad,1,Never-married,Transport-moving,Other-relative,Amer-Indian-Eskimo
58,Self-emp-inc,10th,1,Married-spouse-absent,Tech-support,Other-relative,Other
64,Local-gov,Masters,11,Widowed,Transport-moving,Unmarried,Other
36,Self-emp-inc,Doctorate,5,Divorced,Exec-managerial,Husband,Asian-Pac-Islander
31,Private,12th,4,Married-civ-spouse,Protective-serv,Other-relative,Other
73,Never-worked,5th-6th,13,Married-AF-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander
78,Self-emp-not-inc,Some-college,4,Divorced,Protective-serv,Other-relative,Asian-Pac-Islander
17,?,Doctorate,15,Widowed,Craft-repair,Husband,Amer-Indian-Eskimo
74,Self-emp-inc,HS-grad,16,Widowed,Craft-repair,Unmarried,Black
85,Never-worked,10th,10,Married-spouse-absent,Armed-Forces,Husband,White
59,Self-emp-inc,Masters,14,Never-married,Exec-managerial,Other-relative,White
18,?,Masters,10,Divorced,Transport-moving,Own-child,Asian-Pac-Islander
41,Self-emp-not-inc,5th-6th,15,Divorced,Protective-serv,Husband,White
34,Never-worked,1st-4th,16,Divorced,Other-service,Wife,White
24,Self-emp-not-inc,Assoc-voc,8,Separated,Sales,Wife,Asian-Pac-Islander
83,Federal-gov,10th,7,Widowed,Armed-Forces,Husband,Asian-Pac-Islander
37,Self-emp-inc,12th,9,Widowed,Craft-repair,Not-in-family,Other
72,Self-emp-inc,Some-college,1,Married-spouse-absent,Craft-repair,Husband,Amer-Indian-Eskimo
41,Local-gov,Some-college,15,Widowed,Armed-Forces,Husband,Amer-Indian-Eskimo
41,Self-emp-not-inc,Bachelors,8,Separated,Craft-repair,Husband,Amer-Indian-Eskimo
59,Self-emp-inc,Bachelors,4,Married-spouse-absent,Armed-Forces,Other-relative,Other
38,Self-emp-not-inc,Some-college,9,Married-AF-spouse,Adm-clerical,Own-child,Black
71,Private,5th-6th,13,Widowed,Craft-repair,Not-in-family,Amer-Indian-Eskimo
70,Local-gov,Preschool,9,Separated,Craft-repair,Own-child,White
31,Self-emp-inc,HS-grad,4,Never-married,Handlers-cleaners,Other-relative,Other
74,Self-emp-inc,Doctorate,4,Separated,Craft-repair,Wife,Black
72,State-gov,11th,8,Never-married,Sales,Own-child,Asian-Pac-Islander
32,State-gov,Some-college,5,Married-civ-spouse,Farming-fishing,Other-relative,Asian-Pac-Islander
25,Federal-gov,HS-grad,9,Widowed,Craft-repair,Other-relative,White
71,Never-worked,10th,16,Married-civ-spouse,Farming-fishing,Own-child,Other
47,Private,1st-4th,8,Never-married,Transport-moving,Not-in-family,White
50,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander
62,Without-pay,5th-6th,6,Married-AF-spouse,Machine-op-inspct,Wife,White
75,Without-pay,Some-college,8,Married-spouse-absent,Priv-house-serv,Other-relative,Asian-Pac-Islander
72,Self-emp-inc,Bachelors,4,Married-civ-spouse,Farming-fishing,Own-child,Asian-Pac-Islander
61,Self-emp-not-inc,11th,16,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo
18,?,HS-grad,9,Separated,Transport-moving,Own-child,Asian-Pac-Islander
49,Local-gov,HS-grad,16,Separated,?,Unmarried,Black
30,Local-gov,5th-6th,12,Divorced,Protective-serv,Other-relative,Black
81,Self-emp-not-inc,9th,6,Separated,Handlers-cleaners,Own-child,Other
24,Self-emp-not-inc,5th-6th,10,Married-civ-spouse,Farming-fishing,Own-child,Asian-Pac-Islander
46,Local-gov,10th,13,Married-spouse-absent,Armed-Forces,Husband,Other
67,Never-worked,Preschool,13,Married-spouse-absent,Craft-repair,Husband,Black
23,Never-worked,11th,4,Married-AF-spouse,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo
62,Local-gov,Bachelors,16,Married-spouse-absent,Priv-house-serv,Wife,White
36,Self-emp-inc,7th-8th,8,Married-civ-spouse,Exec-managerial,Unmarried,Asian-Pac-Islander
65,State-gov,Assoc-voc,2,Married-AF-spouse,Priv-house-serv,Other-relative,Black
49,Never-worked,9th,14,Married-spouse-absent,Protective-serv,Wife,Black
58,Never-worked,Masters,10,Divorced,Adm-clerical,Other-relative,Amer-Indian-Eskimo
88,Federal-gov,Assoc-voc,11,Married-AF-spouse,Other-service,Other-relative,Other
54,?,HS-grad,13,Never-married,Handlers-cleaners,Unmarried,White
45,State-gov,Assoc-voc,10,Never-married,Transport-moving,Unmarried,Amer-Indian-Eskimo
74,Self-emp-inc,11th,4,Separated,Sales,Husband,Black
63,Local-gov,10th,11,Married-spouse-absent,Armed-Forces,Other-relative,Other
74,Local-gov,Preschool,4,Married-civ-spouse,Tech-support,Wife,Black
79,Federal-gov,HS-grad,15,Married-civ-spouse,Exec-managerial,Own-child,Other
90,Local-gov,5th-6th,9,Separated,Protective-serv,Own-child,Amer-Indian-Eskimo
55,Federal-gov,Bachelors,8,Married-spouse-absent,Armed-Forces,Other-relative,White
27,Self-emp-not-inc,Bachelors,15,Married-civ-spouse,Sales,Not-in-family,Other
84,Without-pay,Bachelors,14,Married-spouse-absent,Armed-Forces,Own-child,Amer-Indian-Eskimo
32,State-gov,HS-grad,1,Never-married,Exec-managerial,Other-relative,White
54,?,HS-grad,1,Never-married,Handlers-cleaners,Unmarried,Other
45,State-gov,10th,3,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo
47,Private,10th,2,Married-AF-spouse,Prof-specialty,Other-relative,Black
29,?,1st-4th,5,Separated,?,Other-relative,Asian-Pac-Islander
50,Private,12th,15,Married-civ-spouse,Protective-serv,Not-in-family,White
34,Never-worked,Preschool,1,Widowed,Craft-repair,Wife,Asian-Pac-Islander
41,Self-emp-inc,Bachelors,16,Married-civ-spouse,Farming-fishing,Wife,Amer-Indian-Eskimo
62,Self-emp-not-inc,Some-college,6,Never-married,Adm-clerical,Wife,White
52,Self-emp-not-inc,5th-6th,5,Widowed,Craft-repair,Own-child,White
20,Self-emp-inc,Masters,10,Married-AF-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo
31,Never-worked,5th-6th,10,Married-AF-spouse,Prof-specialty,Other-relative,Other
43,Local-gov,9th,8,Separated,?,Husband,White
40,Private,Some-college,10,Separated,Craft-repair,Not-in-family,Black
80,Private,1st-4th,13,Married-AF-spouse,Priv-house-serv,Other-relative,Asian-Pac-Islander
34,State-gov,Doctorate,16,Divorced,Other-service,Wife,Asian-Pac-Islander
32,Never-worked,Doctorate,11,Never-married,Farming-fishing,Unmarried,Asian-Pac-Islander
25,Federal-gov,10th,9,Married-spouse-absent,Armed-Forces,Husband,Amer-Indian-Eskimo
79,?,Assoc-voc,16,Married-civ-spouse,Exec-managerial,Not-in-family,Other
34,Private,11th,9,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander
90,Local-gov,Doctorate,10,Widowed,Exec-managerial,Wife,Amer-Indian-Eskimo
63,?,HS-grad,16,Married-spouse-absent,Armed-Forces,Other-relative,Other
71,Private,11th,8,Never-married,Other-service,Own-child,Other
72,Self-emp-inc,Masters,6,Never-married,Transport-moving,Husband,Amer-Indian-Eskimo
18,Self-emp-not-inc,Some-college,9,Married-AF-spouse,Prof-specialty,Own-child,Asian-Pac-Islander
59,Self-emp-not-inc,Assoc-acdm,2,Separated,?,Unmarried,Black
81,Self-emp-not-inc,9th,13,Separated,?,Husband,Other
73,Never-worked,9th,2,Married-AF-spouse,Adm-clerical,Own-child,Asian-Pac-Islander
21,Never-worked,Some-college,8,Widowed,Craft-repair,Husband,Asian-Pac-Islander
87,Never-worked,Masters,7,Separated,Transport-moving,Own-child,Other
28,?,7th-8th,9,Married-civ-spouse,Sales,Own-child,White
61,State-gov,Doctorate,1,Separated,Exec-managerial,Husband,Amer-Indian-Eskimo
79,?,5th-6th,5,Married-spouse-absent,Armed-Forces,Not-in-family,Amer-Indian-Eskimo
75,Without-pay,10th,1,Widowed,Armed-Forces,Husband,Amer-Indian-Eskimo
54,State-gov,1st-4th,13,Separated,?,Unmarried,Other
43,Local-gov,5th-6th,6,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo
58,Federal-gov,Prof-school,8,Never-married,Transport-moving,Other-relative,Other
53,State-gov,1st-4th,3,Married-AF-spouse,Other-service,Not-in-family,Black
23,Self-emp-inc,Bachelors,1,Married-AF-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo
36,Self-emp-inc,5th-6th,11,Divorced,Other-service,Husband,Asian-Pac-Islander
57,State-gov,9th,9,Never-married,Sales,Own-child,Other
62,Self-emp-not-inc,Doctorate,6,Married-civ-spouse,Farming-fishing,Wife,White
23,?,HS-grad,1,Separated,?,Own-child,Amer-Indian-Eskimo
42,Private,7th-8th,5,Married-AF-spouse,Prof-specialty,Other-relative,Black
67,Private,5th-6th,13,Divorced,Machine-op-inspct,Husband,Other
77,Private,Assoc-voc,4,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander
19,Federal-gov,1st-4th,11,Separated,?,Not-in-family,Asian-Pac-Islander
88,Never-worked,11th,16,Never-married,Sales,Husband,Other
62,Local-gov,Some-college,6,Married-spouse-absent,Priv-house-serv,Wife,White
72,State-gov,Some-college,6,Widowed,Craft-repair,Husband,Amer-Indian-Eskimo
33,Self-emp-not-inc,9th,9,Separated,?,Own-child,Asian-Pac-Islander
50,Federal-gov,7th-8th,15,Married-AF-spouse,Machine-op-inspct,Own-child,Black
80,Self-emp-inc,1st-4th,13,Married-spouse-absent,Priv-house-serv,Other-relative,Asian-Pac-Islander
87,Federal-gov,Assoc-acdm,1,Married-AF-spouse,Other-service,Unmarried,Asian-Pac-Islander
88,Never-worked,9th,11,Never-married,Handlers-cleaners,Husband,Other
43,Private,Assoc-acdm,8,Separated,?,Wife,Amer-Indian-Eskimo
53,State-gov,Assoc-acdm,7,Married-AF-spouse,Other-service,Not-in-family,Black
46,Local-gov,HS-grad,9,Never-married,Transport-moving,Unmarried,Other
80,Self-emp-inc,Doctorate,3,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander
69,Never-worked,Masters,6,Married-civ-spouse,Adm-clerical,Husband,White
77,State-gov,HS-grad,4,Separated,?,Own-child,Amer-Indian-Eskimo
58,Never-worked,Bachelors,10,Never-married,Sales,Other-relative,Other
73,Never-worked,9th,7,Divorced,Exec-managerial,Own-child,Other
47,?,HS-grad,2,Married-AF-spouse,Priv-house-serv,Not-in-family,Asian-Pac-Islander
52,?,HS-grad,4,Separated,Sales,Own-child,White
60,Without-pay,HS-grad,8,Separated,Craft-repair,Own-child,Black
50,Private,HS-grad,8,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander
47,Without-pay,11th,8,Married-civ-spouse,Priv-house-serv,Not-in-family,White
49,Never-worked,Prof-school,8,Widowed,Transport-moving,Wife,Black
29,Local-gov,Some-college,7,Married-civ-spouse,Farming-fishing,Other-relative,Asian-Pac-Islander
58,Never-worked,Masters,1,Separated,Transport-moving,Husband,Other
64,Local-gov,Some-college,2,Married-AF-spouse,Priv-house-serv,Unmarried,Other
57,Private,Bachelors,5,Divorced,Sales,Husband,Amer-Indian-Eskimo
86,Self-emp-not-inc,Doctorate,14,Married-civ-spouse,Sales,Unmarried,Asian-Pac-Islander
87,Federal-gov,Assoc-voc,15,Never-married,Other-service,Not-in-family,Other
54,?,Masters,13,Married-AF-spouse,Prof-specialty,Unmarried,Other
57,?,12th,6,Married-AF-spouse,Machine-op-inspct,Own-child,Other
88,Federal-gov,Bachelors,16,Never-married,Sales,Husband,Other
17,Local-gov,HS-grad,12,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo
34,Never-worked,HS-grad,1,Never-married,Sales,Unmarried,White
61,Self-emp-not-inc,1st-4th,16,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo
33,Private,Some-college,6,Married-civ-spouse,Farming-fishing,Unmarried,Black
39,State-gov,Prof-school,14,Never-married,Transport-moving,Husband,Other
79,?,Bachelors,5,Widowed,Farming-fishing,Own-child,Other
75,Local-gov,9th,1,Divorced,Protective-serv,Other-relative,Amer-Indian-Eskimo
82,Federal-gov,5th-6th,4,Married-civ-spouse,Protective-serv,Other-relative,Other
39,Federal-gov,10th,9,Married-AF-spouse,Prof-specialty,Husband,Asian-Pac-Islander
66,?,5th-6th,10,Married-AF-spouse,Prof-specialty,Own-child,Other
87,Federal-gov,Assoc-voc,1,Married-AF-spouse,Other-service,Unmarried,Asian-Pac-Islander
71,Never-worked,Preschool,13,Widowed,Craft-repair,Own-child,Other
32,Never-worked,HS-grad,10,Married-civ-spouse,Farming-fishing,Husband,White
28,Local-gov,9th,1,Married-civ-spouse,Sales,Other-relative,White
83,Never-worked,Assoc-voc,3,Divorced,Other-service,Husband,Other
75,Local-gov,Bachelors,8,Widowed,Farming-fishing,Husband,Amer-Indian-Eskimo
36,Self-emp-inc,10th,6,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander
79,Never-worked,Doctorate,9,Married-civ-spouse,Exec-managerial,Not-in-family,White
48,Never-worked,Assoc-voc,10,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander
34,Private,Assoc-acdm,16,Separated,?,Wife,White
53,State-gov,Some-college,10,Married-spouse-absent,Priv-house-serv,Not-in-family,Black
79,?,11th,13,Married-civ-spouse,Machine-op-inspct,Own-child,Amer-Indian-Eskimo
48,Local-gov,10th,1,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander
71,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Not-in-family,Other
31,Private,Bachelors,7,Married-AF-spouse,Prof-specialty,Other-relative,Other
73,Never-worked,Bachelors,2,Widowed,Farming-fishing,Own-child,Black
86,Self-emp-not-inc,Some-college,14,Never-married,Handlers-cleaners,Unmarried,Asian-Pac-Islander
62,Self-emp-not-inc,11th,7,Married-AF-spouse,Exec-managerial,Wife,White
19,Self-emp-not-inc,Masters,14,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo
43,Without-pay,5th-6th,8,Separated,Protective-serv,Husband,White
22,Self-emp-inc,1st-4th,10,Married-AF-spouse,Other-service,Other-relative,Amer-Indian-Eskimo
46,Private,Bachelors,13,Married-AF-spouse,Prof-specialty,Unmarried,Asian-Pac-Islander
57,Private,Doctorate,3,Married-AF-spouse,Exec-managerial,Own-child,White
29,?,10th,6,Married-spouse-absent,Armed-Forces,Not-in-family,Asian-Pac-Islander
