age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
42,Self-emp-not-inc,38819,10th,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,2036,1672,45,United-States,>50K
42,Local-gov,176077,HS-grad,10,Never-married,Protective-serv,Own-child,White,Female,0,0,35,Philippines,<=50K
37,Private,190889,Assoc-acdm,6,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,?,<=50K
43,Private,82210,HS-grad,10,Never-married,Sales,Not-in-family,White,Female,0,0,72,United-States,<=50K
41,Private,220692,HS-grad,15,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
38,Private,55500,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1902,50,United-States,>50K
38,State-gov,335605,Some-college,11,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,<=50K
48,Self-emp-not-inc,34744,HS-grad,9,Never-married,Sales,Unmarried,White,Male,0,2339,45,Mexico,<=50K
29,Private,369909,HS-grad,7,Divorced,Sales,Not-in-family,Other,Male,0,0,70,United-States,<=50K
23,Private,170287,Some-college,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
29,Private,126314,7th-8th,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,215943,Masters,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,4865,0,40,United-States,>50K
38,Local-gov,110417,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,55,United-States,<=50K
25,Private,503454,Bachelors,13,Married-spouse-absent,Tech-support,Not-in-family,Other,Female,0,0,40,United-States,<=50K
68,Private,241844,HS-grad,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Canada,>50K
47,State-gov,254834,Assoc-acdm,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Scotland,<=50K
56,Local-gov,211391,Bachelors,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
27,Private,283635,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,<=50K
31,Private,152369,Assoc-voc,13,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Self-emp-not-inc,100820,11th,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
74,Without-pay,77370,Some-college,13,Married-civ-spouse,Armed-Forces,Husband,White,Male,0,0,48,United-States,<=50K
50,Private,78141,Some-college,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,35,United-States,>50K
39,Private,70754,Bachelors,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,>50K
38,?,188976,Bachelors,9,Widowed,?,Unmarried,White,Female,13550,0,31,?,<=50K
17,Private,72743,Bachelors,13,Widowed,Adm-clerical,Unmarried,White,Female,0,0,44,United-States,<=50K
26,Private,147700,HS-grad,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,263637,Bachelors,11,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,20,United-States,<=50K
22,Federal-gov,177769,Bachelors,7,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
31,Private,156897,Assoc-acdm,6,Divorced,Other-service,Unmarried,Black,Female,0,1648,40,Japan,<=50K
28,Self-emp-inc,288825,12th,6,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
43,?,406811,Some-college,9,Never-married,?,Own-child,White,Female,0,0,24,United-States,<=50K
50,Private,128047,9th,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
32,Self-emp-not-inc,129432,Bachelors,7,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
55,Private,305304,Bachelors,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Nicaragua,>50K
36,State-gov,235722,Assoc-voc,8,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
53,Self-emp-inc,198727,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Female,0,0,44,South,<=50K
37,Private,169809,Assoc-acdm,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,United-States,<=50K
58,Local-gov,163685,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States,>50K
53,Local-gov,175769,Some-college,3,Never-married,Transport-moving,Own-child,White,Male,27828,0,40,United-States,<=50K
31,Private,99141,HS-grad,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,24,United-States,<=50K
90,Self-emp-not-inc,101094,Some-college,13,Never-married,Craft-repair,Wife,White,Male,0,0,40,Canada,>50K
40,Private,346382,Bachelors,14,Married-civ-spouse,Sales,Husband,White,Male,991,0,48,United-States,>50K
47,Private,190747,HS-grad,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
17,Local-gov,236543,Some-college,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,Poland,<=50K
37,?,142073,12th,9,Never-married,?,Unmarried,White,Female,13550,0,40,United-States,<=50K
31,Private,200639,Some-college,2,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,292217,Bachelors,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,30,United-States,<=50K
39,Private,511361,Masters,10,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
82,Self-emp-not-inc,148429,Assoc-voc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K
21,?,136017,Some-college,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,2282,50,United-States,<=50K
28,Private,212760,Some-college,13,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,15024,0,40,United-States,<=50K
36,Self-emp-inc,113688,HS-grad,9,Never-married,Sales,Unmarried,White,Female,4064,0,20,United-States,<=50K
18,Private,54576,HS-grad,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,15,?,<=50K
29,Private,309122,Prof-school,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,41310,1539,60,Guatemala,>50K
35,Private,52634,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,9,United-States,<=50K
49,Private,46677,Assoc-voc,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K
60,Local-gov,173382,Assoc-voc,11,Widowed,Prof-specialty,Husband,Other,Male,0,0,50,United-States,>50K
45,Private,254230,Some-college,7,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Private,266022,9th,9,Married-civ-spouse,Transport-moving,Husband,White,Male,1848,0,64,United-States,<=50K
48,Private,343068,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
30,Private,159472,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,30,United-States,<=50K
35,Private,194055,Some-college,3,Never-married,Tech-support,Not-in-family,Black,Male,0,0,40,United-States,<=50K
75,Private,32124,Some-college,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
32,Private,182615,11th,9,Separated,Farming-fishing,Own-child,White,Female,0,0,40,United-States,<=50K
36,Private,401690,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,55,China,<=50K
34,Private,76845,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,?,<=50K
54,Private,54261,7th-8th,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
55,?,162930,Some-college,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
21,Private,93208,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,95,United-States,<=50K
37,Self-emp-not-inc,115488,HS-grad,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,>50K
35,Private,241844,Bachelors,11,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Private,194068,HS-grad,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,>50K
25,Private,261119,HS-grad,10,Never-married,Other-service,Own-child,Black,Female,0,0,42,United-States,<=50K
55,State-gov,183043,12th,10,Never-married,Other-service,Unmarried,White,Female,0,0,24,United-States,<=50K
68,Private,181929,12th,7,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
24,Private,175128,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,60,United-States,<=50K
68,Private,469454,11th,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,38,United-States,<=50K
18,Private,323713,Some-college,9,Never-married,Craft-repair,Not-in-family,White,Male,7298,0,30,France,<=50K
20,Local-gov,118149,Masters,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,Federal-gov,81642,Bachelors,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2149,14,United-States,>50K
36,Private,203126,Some-college,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
90,Local-gov,111394,Bachelors,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,6767,0,40,United-States,>50K
47,Private,170262,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
50,State-gov,249339,HS-grad,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K
40,Local-gov,193720,Bachelors,13,Widowed,Prof-specialty,Other-relative,Black,Male,0,0,40,United-States,>50K
52,Private,177064,Some-college,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
26,Private,205987,7th-8th,9,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
17,Private,153633,Some-college,9,Widowed,Sales,Not-in-family,White,Female,0,0,13,United-States,<=50K
33,Private,101890,HS-grad,16,Married-civ-spouse,Sales,Wife,White,Female,4101,0,50,United-States,>50K
40,Private,161279,Bachelors,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
90,Private,224338,Bachelors,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,15,Hong,>50K
43,Private,169184,HS-grad,7,Never-married,Other-service,Not-in-family,White,Male,0,0,45,United-States,<=50K
68,Private,194417,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,48,United-States,<=50K
35,Private,230563,HS-grad,13,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,40,Thailand,>50K
19,Federal-gov,484669,Prof-school,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,99999,0,40,Nicaragua,>50K
47,Without-pay,188398,Bachelors,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
56,Private,261899,11th,14,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,<=50K
28,Private,143807,Some-college,9,Never-married,Other-service,Own-child,White,Male,0,1504,45,United-States,<=50K
63,Private,298400,Prof-school,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
33,Private,378221,Doctorate,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1668,40,United-States,>50K
53,Local-gov,177675,Bachelors,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
64,Private,154863,10th,10,Divorced,Other-service,Not-in-family,White,Male,2463,0,40,United-States,<=50K
29,Local-gov,272778,Assoc-voc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,>50K
23,?,314963,Some-college,9,Married-spouse-absent,?,Not-in-family,White,Male,0,1876,95,United-States,<=50K
31,Private,110663,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
29,Private,131298,Bachelors,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
25,Private,179715,Bachelors,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1564,60,United-States,>50K
55,Private,511361,Some-college,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,2829,1977,40,Italy,>50K
63,Private,252897,11th,10,Divorced,Adm-clerical,Unmarried,White,Female,0,2129,40,United-States,<=50K
64,Private,112507,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
19,Private,141490,Some-college,13,Married-AF-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,1648,40,United-States,>50K
29,Private,95639,Some-college,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,20,United-States,>50K
24,?,430175,Some-college,13,Divorced,?,Not-in-family,White,Female,0,0,45,United-States,<=50K
49,Private,88513,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,27828,0,45,United-States,>50K
25,Private,200187,Some-college,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
56,Private,52465,Some-college,5,Widowed,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K
30,Private,209276,Assoc-acdm,10,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
38,Private,33355,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,45,United-States,<=50K
41,Private,321086,Some-college,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,50,United-States,<=50K
47,State-gov,318822,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,74,United-States,<=50K
39,Private,154669,Bachelors,13,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,64,United-States,<=50K
90,Self-emp-not-inc,193689,Masters,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,38,United-States,>50K
38,Private,188696,11th,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
22,Private,181691,1st-4th,7,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,166758,HS-grad,13,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,64,United-States,<=50K
64,Private,304212,Bachelors,14,Never-married,Craft-repair,Own-child,White,Male,2202,0,40,United-States,<=50K
38,Private,213249,HS-grad,10,Never-married,Sales,Not-in-family,White,Male,0,0,90,United-States,<=50K
43,Private,63861,Masters,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
33,Private,403860,Doctorate,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,Jamaica,>50K
27,Private,374313,HS-grad,9,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
22,Private,28790,Masters,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
34,Local-gov,340043,Masters,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,1617,35,United-States,>50K
21,Private,233717,7th-8th,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
38,Self-emp-inc,234938,Bachelors,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1590,50,United-States,>50K
23,Private,67053,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,50648,HS-grad,13,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
73,Private,303455,Masters,11,Married-AF-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,55,United-States,>50K
22,Private,160512,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K
49,Self-emp-not-inc,91534,Some-college,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
19,Private,189763,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,<=50K
52,Self-emp-not-inc,114973,HS-grad,13,Married-AF-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,7298,0,35,United-States,>50K
54,Private,149775,Some-college,14,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Local-gov,220912,Bachelors,9,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,15,United-States,<=50K
40,Private,186925,Assoc-voc,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
30,Private,100800,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,188038,Bachelors,15,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
20,Private,161187,Bachelors,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,60,United-States,<=50K
57,Self-emp-inc,452283,9th,7,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,Columbia,<=50K
31,Private,196061,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
17,?,21698,Masters,10,Divorced,?,Not-in-family,White,Female,0,0,50,United-States,<=50K
36,Private,159219,HS-grad,11,Married-civ-spouse,Other-service,Wife,White,Female,0,0,72,United-States,<=50K
67,Local-gov,45713,HS-grad,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
38,Private,125938,Bachelors,14,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
58,Private,161558,Doctorate,7,Never-married,Sales,Own-child,White,Male,1055,0,15,Poland,<=50K
48,Self-emp-not-inc,191765,Bachelors,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1980,40,United-States,>50K
38,?,175499,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,99999,0,42,United-States,<=50K
52,Private,190401,Bachelors,9,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,45,United-States,<=50K
44,Private,197288,12th,13,Married-civ-spouse,Adm-clerical,Wife,Other,Female,0,0,43,United-States,<=50K
25,Private,130905,Masters,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,2057,40,United-States,<=50K
31,Private,37939,HS-grad,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,206916,Bachelors,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
18,Private,254773,Some-college,4,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Haiti,<=50K
67,Private,172845,11th,10,Never-married,Sales,Not-in-family,White,Female,0,0,70,United-States,<=50K
48,Private,47929,Assoc-voc,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
26,Federal-gov,123983,Assoc-voc,5,Divorced,Other-service,Own-child,White,Female,2050,0,45,United-States,<=50K
40,Private,503454,Masters,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,England,<=50K
40,Federal-gov,106758,Some-college,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
27,Private,219897,Assoc-voc,9,Divorced,Adm-clerical,Unmarried,White,Female,99999,0,42,United-States,<=50K
27,Private,45599,Bachelors,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,10,Mexico,<=50K
47,Private,382368,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,2829,0,45,United-States,>50K
19,Private,148509,Some-college,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,42,United-States,<=50K
52,Private,98989,Bachelors,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,<=50K
39,Private,183532,Prof-school,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1564,40,United-States,>50K
38,Without-pay,191088,Some-college,5,Married-spouse-absent,Craft-repair,Not-in-family,White,Female,0,0,24,United-States,<=50K
39,Private,125279,Assoc-acdm,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,43,United-States,<=50K
40,Private,104748,Bachelors,13,Never-married,Other-service,Own-child,White,Female,2050,0,24,United-States,<=50K
54,Private,279272,Bachelors,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
51,Local-gov,36989,Some-college,2,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
39,Private,48972,Some-college,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
19,Private,300812,Some-college,7,Never-married,Sales,Unmarried,White,Female,0,0,20,United-States,<=50K
24,Private,168071,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
68,Self-emp-not-inc,299153,9th,9,Widowed,Farming-fishing,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,Self-emp-inc,35662,Masters,9,Divorced,Exec-managerial,Own-child,White,Female,2202,0,44,United-States,<=50K
26,Self-emp-not-inc,239093,HS-grad,10,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,50,United-States,<=50K
79,Never-worked,180096,Some-college,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,20,United-States,<=50K
52,Private,220690,Some-college,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,400061,Some-college,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,<=50K
38,Never-worked,303317,HS-grad,10,Never-married,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,0,1719,20,Portugal,<=50K
23,Private,143807,Bachelors,9,Widowed,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,117872,HS-grad,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
75,Private,188488,10th,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,61,?,<=50K
49,Private,192900,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
28,?,190761,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
36,Private,137225,HS-grad,10,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,20,United-States,>50K
61,Private,342907,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
32,Private,338013,HS-grad,4,Married-civ-spouse,Other-service,Husband,White,Male,114,0,50,United-States,<=50K
27,Private,96330,7th-8th,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,Mexico,<=50K
56,Private,65876,HS-grad,7,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,1980,40,United-States,<=50K
20,Private,188669,HS-grad,14,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
41,?,48882,Bachelors,13,Widowed,?,Unmarried,White,Female,0,0,40,United-States,<=50K
23,Private,146567,10th,9,Never-married,Sales,Unmarried,White,Female,0,0,35,United-States,<=50K
40,Private,128059,HS-grad,10,Never-married,Craft-repair,Own-child,White,Male,0,0,6,United-States,<=50K
56,Private,152189,7th-8th,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,175897,Assoc-voc,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2202,2415,50,United-States,>50K
37,Local-gov,269583,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,55,United-States,<=50K
44,Private,311497,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,2129,40,United-States,<=50K
34,Self-emp-inc,203834,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,<=50K
29,Self-emp-not-inc,153356,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,163237,7th-8th,9,Never-married,Other-service,Not-in-family,White,Male,0,0,45,United-States,<=50K
37,Self-emp-not-inc,130667,Some-college,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
33,Private,126314,12th,10,Never-married,Sales,Not-in-family,Black,Female,10520,0,40,United-States,<=50K
43,Private,66008,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,4,United-States,<=50K
36,Private,188136,Bachelors,16,Widowed,Sales,Not-in-family,White,Female,0,0,15,India,>50K
25,Private,370890,Some-college,8,Never-married,Craft-repair,Not-in-family,White,Male,0,1876,40,United-States,<=50K
17,Local-gov,170579,Some-college,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Taiwan,<=50K
47,Private,105803,10th,13,Divorced,Prof-specialty,Other-relative,White,Male,0,1726,40,United-States,>50K
23,Self-emp-not-inc,135603,Some-college,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
76,Private,48433,HS-grad,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Cuba,>50K
36,Local-gov,123681,Bachelors,7,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
85,Private,102607,HS-grad,16,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
27,?,128529,Bachelors,14,Never-married,?,Own-child,White,Female,0,0,25,Puerto-Rico,<=50K
76,Private,110003,HS-grad,9,Separated,Exec-managerial,Unmarried,Black,Female,0,0,35,United-States,<=50K
20,Private,236068,11th,11,Married-civ-spouse,Transport-moving,Other-relative,White,Female,0,0,40,United-States,<=50K
57,?,189956,HS-grad,9,Never-married,?,Own-child,White,Male,5013,0,60,United-States,<=50K
35,Local-gov,163057,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,10,United-States,>50K
32,Private,366232,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1672,35,United-States,<=50K
60,Private,105252,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,60,United-States,<=50K
39,Private,77085,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,13550,0,40,Mexico,<=50K
