age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
36,Private,225823,10th,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,97,United-States,<=50K
26,Private,252406,Bachelors,12,Married-civ-spouse,?,Husband,White,Male,1424,0,31,United-States,>50K
24,Self-emp-inc,353263,Bachelors,9,Never-married,Craft-repair,Husband,Black,Female,3411,2258,29,United-States,>50K
33,Self-emp-not-inc,166398,Some-college,13,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,38,United-States,<=50K
19,?,49707,Some-college,10,Married-AF-spouse,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
19,?,191451,11th,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,19,France,<=50K
20,Private,212856,Bachelors,13,Never-married,Other-service,Husband,White,Male,0,2042,40,United-States,>50K
32,Private,75785,Some-college,9,Married-civ-spouse,?,Not-in-family,White,Male,14084,2754,40,Ireland,<=50K
44,Private,112835,Some-college,13,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,31,Ireland,>50K
37,Private,202206,Some-college,11,Never-married,Sales,Husband,White,Male,0,0,50,United-States,>50K
70,Self-emp-inc,288353,Some-college,14,Never-married,Transport-moving,Husband,White,Female,1424,3770,40,Vietnam,>50K
24,Without-pay,301556,HS-grad,2,Married-civ-spouse,Other-service,Husband,Black,Male,3137,1887,8,United-States,>50K
50,Private,203076,Bachelors,9,Married-civ-spouse,Protective-serv,Own-child,White,Male,4787,0,40,England,<=50K
44,Private,221650,Some-college,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
57,Self-emp-inc,152889,12th,9,Never-married,Prof-specialty,Unmarried,White,Male,0,1762,8,United-States,<=50K
26,Private,236873,Bachelors,14,Married-civ-spouse,Exec-managerial,Own-child,White,Male,6497,1485,40,United-States,<=50K
38,Local-gov,124808,HS-grad,10,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,40,Mexico,<=50K
67,Local-gov,347530,Some-college,10,Separated,?,Husband,White,Male,1424,0,40,United-States,>50K
38,?,279960,HS-grad,12,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,2009,1762,45,?,<=50K
34,Private,44434,HS-grad,16,Divorced,Exec-managerial,Husband,White,Female,1848,0,94,?,>50K
23,Private,78875,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,6418,0,40,United-States,<=50K
85,Private,191149,Some-college,11,Never-married,Tech-support,Husband,White,Male,0,0,40,Hong,>50K
48,Private,357750,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,Puerto-Rico,<=50K
51,Private,242729,HS-grad,10,Married-civ-spouse,Transport-moving,Husband,White,Male,34095,1651,48,United-States,<=50K
63,State-gov,183241,HS-grad,9,Divorced,Prof-specialty,Own-child,White,Female,3818,2339,35,United-States,<=50K
34,Private,160815,Some-college,9,Married-civ-spouse,?,Own-child,White,Male,4934,0,40,Ireland,<=50K
19,Private,284531,10th,9,Married-civ-spouse,?,Not-in-family,White,Male,0,0,30,United-States,<=50K
29,Private,306985,Some-college,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,15,United-States,<=50K
29,Private,275522,10th,15,Never-married,Adm-clerical,Not-in-family,White,Female,7688,0,20,India,<=50K
37,Private,195212,Assoc-acdm,9,Never-married,Sales,Own-child,Black,Female,0,0,50,United-States,<=50K
27,Self-emp-inc,27780,7th-8th,10,Never-married,?,Unmarried,White,Male,0,0,29,United-States,<=50K
23,Private,107233,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,38,?,<=50K
22,Private,245274,Assoc-acdm,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Private,91037,HS-grad,14,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
50,Private,120270,Bachelors,12,Never-married,?,Own-child,White,Female,2993,2457,20,?,<=50K
26,Private,106957,Bachelors,9,Married-civ-spouse,Other-service,Unmarried,White,Male,3137,0,60,France,<=50K
26,Private,75134,Bachelors,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,3411,419,40,United-States,<=50K
22,Private,87605,Bachelors,9,Never-married,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,3137,0,37,United-States,<=50K
25,Self-emp-inc,179400,11th,9,Married-civ-spouse,Exec-managerial,Own-child,White,Male,991,0,60,United-States,<=50K
26,Private,173652,12th,14,Separated,?,Wife,Black,Female,4508,0,45,United-States,<=50K
26,Self-emp-inc,244402,Bachelors,14,Married-civ-spouse,Transport-moving,Own-child,White,Male,0,0,31,United-States,>50K
26,Local-gov,226198,HS-grad,14,Never-married,Exec-managerial,Wife,White,Male,0,0,60,United-States,<=50K
55,Private,55139,10th,10,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,2993,0,30,United-States,<=50K
36,Private,45766,HS-grad,10,Divorced,?,Own-child,White,Female,0,0,50,United-States,<=50K
30,Private,101192,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,2993,1669,40,United-States,>50K
19,Private,231013,Some-college,11,Never-married,Prof-specialty,Own-child,White,Male,6418,0,40,United-States,>50K
39,Private,60772,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
55,Private,303822,Some-college,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,2961,2754,81,United-States,>50K
38,Private,51158,HS-grad,16,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,0,0,77,United-States,<=50K
34,Federal-gov,178596,Some-college,9,Separated,Transport-moving,Husband,White,Female,2105,2754,40,United-States,<=50K
20,Private,186831,Some-college,11,Married-civ-spouse,Other-service,Own-child,Amer-Indian-Eskimo,Female,0,0,80,United-States,<=50K
20,Private,203833,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,2538,2754,40,United-States,<=50K
67,Private,161745,9th,10,Separated,Machine-op-inspct,Own-child,White,Male,0,974,60,United-States,<=50K
25,?,256371,10th,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,3900,45,Ecuador,>50K
23,State-gov,361481,HS-grad,14,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,Private,234699,HS-grad,7,Never-married,Sales,Husband,White,Male,0,1825,50,United-States,>50K
51,Private,90624,HS-grad,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,3418,1762,8,United-States,>50K
26,Private,106753,Bachelors,13,Separated,Adm-clerical,Not-in-family,White,Female,0,2377,97,United-States,<=50K
57,Local-gov,92775,Assoc-voc,2,Divorced,Craft-repair,Not-in-family,White,Female,2993,2457,38,United-States,<=50K
37,Private,68001,HS-grad,11,Never-married,Sales,Husband,White,Male,0,0,40,United-States,>50K
36,Private,186359,Doctorate,9,Married-civ-spouse,Protective-serv,Unmarried,White,Male,0,0,60,?,<=50K
34,Without-pay,344916,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,991,2754,31,United-States,>50K
24,Self-emp-not-inc,207940,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,34095,0,40,United-States,<=50K
30,?,83812,Some-college,13,Separated,Machine-op-inspct,Husband,White,Male,6723,419,40,United-States,>50K
19,Private,29361,Some-college,13,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0,0,17,United-States,<=50K
51,Private,202239,Some-college,2,Never-married,?,Husband,White,Male,0,0,20,United-States,>50K
71,Private,450695,7th-8th,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,2105,1672,40,United-States,<=50K
51,Private,202473,Bachelors,9,Married-civ-spouse,Transport-moving,Own-child,White,Male,0,0,50,United-States,<=50K
44,State-gov,217654,10th,11,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,1590,50,United-States,<=50K
21,?,151087,Bachelors,10,Never-married,Transport-moving,Unmarried,Amer-Indian-Eskimo,Female,3411,0,53,United-States,<=50K
37,State-gov,85767,Assoc-voc,10,Separated,Craft-repair,Husband,Amer-Indian-Eskimo,Female,6360,0,40,United-States,<=50K
25,Self-emp-not-inc,140459,HS-grad,5,Never-married,Prof-specialty,Husband,White,Male,15831,2339,45,United-States,>50K
45,Self-emp-inc,167692,Bachelors,9,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,40,Jamaica,<=50K
48,Self-emp-inc,232672,Some-college,11,Divorced,Handlers-cleaners,Own-child,White,Female,0,1564,50,United-States,<=50K
44,State-gov,121038,Bachelors,7,Divorced,Sales,Own-child,White,Male,0,2258,45,?,>50K
53,Private,264600,Some-college,9,Never-married,Craft-repair,Husband,White,Female,3471,0,85,United-States,<=50K
50,Private,260111,HS-grad,11,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,15831,0,31,United-States,<=50K
36,Local-gov,209370,12th,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7430,0,40,United-States,>50K
23,Private,122159,Bachelors,10,Widowed,Sales,Unmarried,White,Female,0,1594,43,France,<=50K
32,Private,50459,HS-grad,3,Married-civ-spouse,Other-service,Own-child,White,Male,0,2258,40,United-States,<=50K
19,Private,125591,HS-grad,13,Married-civ-spouse,Transport-moving,Own-child,White,Male,0,0,35,United-States,<=50K
30,State-gov,32776,Bachelors,9,Never-married,Sales,Not-in-family,White,Female,4508,0,27,United-States,<=50K
26,Private,345339,11th,13,Never-married,Sales,Husband,White,Male,2993,2042,35,United-States,>50K
41,Private,194630,HS-grad,12,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,34095,1844,30,United-States,<=50K
19,Private,352094,11th,7,Never-married,?,Own-child,White,Male,4508,0,40,Taiwan,<=50K
26,Private,353010,11th,9,Married-civ-spouse,?,Husband,White,Male,2105,0,8,United-States,>50K
37,Private,135020,HS-grad,13,Married-civ-spouse,?,Own-child,White,Male,0,1887,40,France,<=50K
26,Private,144911,HS-grad,9,Separated,Sales,Husband,White,Male,0,2001,54,United-States,>50K
44,Self-emp-inc,172748,Some-college,10,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,65,United-States,<=50K
38,Private,102025,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15020,0,45,United-States,>50K
33,Private,177599,HS-grad,11,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,0,0,50,Philippines,<=50K
51,Local-gov,65389,HS-grad,10,Married-civ-spouse,?,Husband,Black,Male,3818,0,53,Vietnam,>50K
75,Private,192237,Some-college,11,Never-married,Transport-moving,Husband,White,Male,0,0,53,United-States,>50K
26,Private,291547,HS-grad,10,Married-civ-spouse,Exec-managerial,Wife,White,Male,7430,0,40,Mexico,<=50K
38,Private,108273,Bachelors,9,Never-married,Transport-moving,Husband,White,Male,0,1977,53,United-States,>50K
48,State-gov,499249,Assoc-voc,7,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,Local-gov,105586,11th,13,Divorced,Transport-moving,Husband,Black,Female,0,0,40,United-States,<=50K
21,Private,376383,Bachelors,9,Never-married,Transport-moving,Husband,White,Male,6723,1651,40,United-States,>50K
19,Private,81929,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
19,Private,282313,Masters,14,Divorced,Exec-managerial,Not-in-family,Black,Female,7430,1485,2,United-States,<=50K
44,Self-emp-not-inc,35865,Some-college,5,Married-civ-spouse,?,Husband,White,Male,34095,0,40,United-States,>50K
60,Private,120302,HS-grad,16,Married-civ-spouse,Other-service,Unmarried,White,Female,0,1902,40,United-States,<=50K
28,Private,116531,Bachelors,13,Never-married,Craft-repair,Own-child,White,Female,0,1902,30,United-States,<=50K
26,Private,159897,Assoc-acdm,8,Never-married,Exec-managerial,Husband,White,Female,3818,2042,40,United-States,<=50K
35,Private,409604,Some-college,13,Never-married,Craft-repair,Not-in-family,White,Male,14344,0,50,United-States,<=50K
19,Federal-gov,207202,Prof-school,13,Divorced,Exec-managerial,Wife,White,Female,0,0,40,France,<=50K
34,Private,276568,Bachelors,11,Never-married,Craft-repair,Husband,White,Male,0,1876,40,United-States,>50K
19,Private,190885,HS-grad,13,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,4787,0,40,United-States,<=50K
53,Private,128485,HS-grad,12,Married-civ-spouse,Craft-repair,Own-child,Black,Male,2993,1726,48,?,>50K
41,Never-worked,140164,Some-college,14,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,>50K
36,State-gov,175034,Some-college,10,Separated,Other-service,Own-child,White,Male,0,155,45,United-States,<=50K
57,Private,22186,HS-grad,9,Separated,Exec-managerial,Unmarried,Black,Female,0,2258,60,United-States,<=50K
20,Private,104834,10th,9,Never-married,Tech-support,Husband,White,Male,1424,0,50,United-States,>50K
61,Private,70076,HS-grad,11,Married-civ-spouse,Adm-clerical,Husband,Black,Female,8614,1741,40,United-States,<=50K
24,Local-gov,80638,Some-college,13,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,7430,419,45,Cuba,<=50K
41,Private,12285,HS-grad,11,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
57,Private,213427,Bachelors,9,Divorced,Craft-repair,Own-child,White,Male,2936,1887,40,United-States,<=50K
67,Private,125680,HS-grad,9,Never-married,Craft-repair,Husband,Black,Female,0,0,59,Vietnam,<=50K
19,Self-emp-inc,116375,Some-college,12,Never-married,?,Unmarried,White,Male,0,0,31,United-States,<=50K
25,Private,290290,HS-grad,14,Never-married,Prof-specialty,Husband,White,Male,0,0,22,Vietnam,<=50K
19,Private,176732,10th,10,Never-married,Adm-clerical,Husband,Black,Female,3418,0,95,United-States,>50K
27,Self-emp-inc,30759,Some-college,9,Never-married,Transport-moving,Unmarried,White,Female,0,419,40,Hong,<=50K
75,Private,184303,Bachelors,14,Never-married,Adm-clerical,Husband,White,Male,3137,1564,60,United-States,>50K
38,Without-pay,319121,9th,9,Never-married,Adm-clerical,Husband,Black,Male,34095,0,40,United-States,>50K
25,Private,171615,Some-college,5,Married-civ-spouse,Other-service,Husband,White,Male,6497,0,87,England,>50K
20,Private,503923,HS-grad,10,Married-civ-spouse,?,Husband,White,Male,0,0,60,Cuba,>50K
24,Private,386773,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
55,Local-gov,264864,HS-grad,10,Married-civ-spouse,?,Husband,White,Male,6497,0,40,?,>50K
26,Private,147256,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,155,80,United-States,<=50K
24,Local-gov,197200,Assoc-acdm,8,Never-married,Craft-repair,Not-in-family,White,Male,0,0,60,England,<=50K
38,Private,510072,Some-college,9,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,40,Puerto-Rico,>50K
23,Private,221172,Some-college,13,Divorced,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K
41,Private,237735,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,35,Taiwan,<=50K
44,Private,230754,Assoc-acdm,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,?,>50K
46,Self-emp-inc,147393,Bachelors,9,Never-married,Prof-specialty,Husband,White,Female,0,2080,40,United-States,>50K
34,Private,404023,Some-college,11,Never-married,Sales,Not-in-family,White,Female,6360,0,53,United-States,<=50K
25,Self-emp-not-inc,395831,Some-college,9,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Private,170310,Some-college,16,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,0,0,31,United-States,<=50K
28,Never-worked,345831,Assoc-acdm,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,14084,0,60,United-States,<=50K
42,Private,214800,Bachelors,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,60,South,<=50K
57,Private,60981,Doctorate,10,Separated,Transport-moving,Not-in-family,White,Male,0,0,6,United-States,<=50K
38,Private,491862,Assoc-voc,13,Married-civ-spouse,Craft-repair,Own-child,White,Male,7688,0,62,United-States,<=50K
26,Without-pay,188008,9th,14,Separated,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
36,Self-emp-inc,28151,HS-grad,9,Never-married,Machine-op-inspct,Husband,White,Male,9562,0,40,United-States,>50K
29,Private,52753,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,14084,2051,48,United-States,<=50K
29,Private,125190,Some-college,12,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,419,40,United-States,<=50K
25,Private,318639,11th,11,Married-civ-spouse,Sales,Husband,White,Male,2961,2339,17,United-States,>50K
35,State-gov,215620,Masters,13,Never-married,Other-service,Not-in-family,White,Female,0,0,59,United-States,<=50K
26,Private,194690,11th,11,Never-married,Craft-repair,Not-in-family,White,Female,4787,1726,43,United-States,<=50K
60,Private,124483,Some-college,13,Never-married,Protective-serv,Husband,White,Male,2009,419,35,United-States,>50K
51,Private,266461,Assoc-acdm,2,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,6849,0,40,Jamaica,<=50K
29,State-gov,187392,10th,16,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,2653,0,97,Ireland,>50K
67,?,37918,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,<=50K
75,Local-gov,230856,Bachelors,9,Widowed,Adm-clerical,Husband,White,Female,0,0,35,?,<=50K
50,Private,152369,HS-grad,10,Separated,?,Wife,White,Female,0,2457,35,Cuba,<=50K
19,Private,336707,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
44,?,179877,11th,10,Never-married,Transport-moving,Husband,Black,Female,6767,0,40,United-States,<=50K
44,Private,111363,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,>50K
39,Private,66095,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,1424,0,30,Ireland,>50K
50,Private,200992,HS-grad,9,Never-married,Handlers-cleaners,Husband,White,Female,2993,0,66,United-States,>50K
36,Private,150717,Some-college,10,Married-civ-spouse,?,Own-child,White,Male,0,0,15,United-States,<=50K
30,Private,104973,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,323,43,United-States,<=50K
34,Private,111224,HS-grad,13,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,4787,3770,40,Japan,<=50K
29,Private,237735,Some-college,13,Married-civ-spouse,Transport-moving,Own-child,White,Female,0,0,43,United-States,<=50K
30,Private,229424,Some-college,12,Divorced,Prof-specialty,Unmarried,White,Female,0,1876,2,United-States,<=50K
35,Private,28996,11th,11,Never-married,Craft-repair,Unmarried,White,Male,0,0,45,United-States,<=50K
30,Private,211013,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,7978,0,97,United-States,<=50K
29,Private,99897,Some-college,5,Never-married,?,Unmarried,White,Male,1848,0,40,Puerto-Rico,<=50K
33,Private,200360,HS-grad,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
21,Local-gov,103643,10th,9,Divorced,Sales,Not-in-family,White,Male,0,2001,12,United-States,<=50K
26,Private,155057,Masters,10,Married-civ-spouse,Tech-support,Husband,White,Male,34095,1672,2,United-States,<=50K
19,Private,220517,Assoc-voc,14,Widowed,?,Not-in-family,White,Female,4787,155,45,United-States,<=50K
44,Private,54878,11th,12,Widowed,Exec-managerial,Not-in-family,White,Male,6767,0,40,United-States,<=50K
30,Private,29437,Bachelors,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,2635,3900,60,United-States,<=50K
41,Private,170065,11th,9,Never-married,Prof-specialty,Unmarried,White,Female,0,0,53,United-States,<=50K
22,Self-emp-not-inc,324021,Bachelors,7,Never-married,Transport-moving,Not-in-family,White,Male,3411,0,35,United-States,>50K
70,Self-emp-inc,144778,HS-grad,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
71,?,56630,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Female,7430,0,40,India,<=50K
57,Local-gov,196554,Prof-school,7,Married-civ-spouse,?,Husband,White,Male,3471,0,40,United-States,>50K
32,Private,140108,10th,9,Divorced,?,Husband,White,Female,7430,0,50,United-States,>50K
39,Private,129620,11th,11,Married-civ-spouse,Transport-moving,Own-child,White,Male,34095,0,40,India,>50K
41,Private,292855,HS-grad,13,Married-civ-spouse,Sales,Not-in-family,White,Male,2993,0,40,?,<=50K
20,State-gov,124356,Some-college,4,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
34,Private,140011,HS-grad,8,Never-married,?,Husband,Black,Female,6360,2001,12,United-States,<=50K
57,Private,170066,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,2635,0,40,United-States,<=50K
42,Private,158206,12th,12,Never-married,Prof-specialty,Own-child,White,Female,7430,0,20,Vietnam,<=50K
26,Private,211231,HS-grad,8,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,>50K
37,Private,39181,11th,10,Married-civ-spouse,Tech-support,Unmarried,Black,Male,1848,0,50,United-States,<=50K
32,Private,38232,11th,13,Divorced,Craft-repair,Husband,White,Female,6767,155,60,?,<=50K
37,Private,120837,Bachelors,9,Married-spouse-absent,Sales,Own-child,White,Male,4386,419,60,United-States,<=50K
55,Private,379062,Assoc-acdm,3,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,40,United-States,>50K
33,Local-gov,260729,HS-grad,11,Never-married,Exec-managerial,Own-child,White,Female,3137,0,40,United-States,<=50K
75,Local-gov,279337,HS-grad,9,Married-civ-spouse,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
29,Federal-gov,123464,Assoc-acdm,9,Divorced,?,Unmarried,White,Female,1639,1485,45,?,<=50K
25,Private,202729,Assoc-acdm,10,Never-married,Handlers-cleaners,Husband,White,Male,6418,2754,40,United-States,<=50K
27,Private,187311,Some-college,5,Divorced,Exec-managerial,Own-child,Black,Female,0,0,97,Vietnam,<=50K
36,Private,200853,Bachelors,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,11678,1485,6,United-States,>50K
51,Private,348172,HS-grad,9,Never-married,Adm-clerical,Husband,White,Male,2009,0,30,?,>50K
54,Private,82242,Some-college,13,Married-civ-spouse,?,Husband,White,Male,2202,1980,43,United-States,>50K
32,Private,183258,11th,13,Married-civ-spouse,?,Own-child,White,Female,14084,0,40,United-States,<=50K
53,Private,188693,HS-grad,9,Never-married,Sales,Husband,White,Male,3411,155,54,United-States,<=50K
55,Private,408383,HS-grad,5,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,323,8,United-States,<=50K
67,Without-pay,275522,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,2202,0,8,United-States,<=50K
67,Private,348430,Bachelors,13,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,45,South,<=50K
37,Local-gov,172104,HS-grad,11,Never-married,Farming-fishing,Husband,White,Male,4934,0,60,United-States,<=50K
46,Never-worked,339671,12th,9,Married-civ-spouse,Protective-serv,Husband,White,Male,20051,0,40,United-States,>50K
42,Local-gov,336010,Assoc-acdm,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K
24,Private,245880,HS-grad,7,Never-married,Transport-moving,Not-in-family,White,Female,0,2001,40,United-States,<=50K
24,Private,156403,9th,9,Never-married,Adm-clerical,Husband,White,Male,14084,1380,40,United-States,<=50K
50,Self-emp-inc,81057,HS-grad,13,Never-married,Transport-moving,Husband,Black,Female,22040,0,88,United-States,<=50K
35,Private,266461,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,4508,0,84,United-States,<=50K
19,Private,150812,Assoc-acdm,14,Never-married,Craft-repair,Husband,White,Female,0,0,40,Cuba,<=50K
35,Private,204584,HS-grad,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,14084,0,8,United-States,<=50K
50,Self-emp-inc,367533,Some-college,9,Married-civ-spouse,?,Husband,White,Male,3137,0,94,United-States,>50K
37,Self-emp-inc,212748,Bachelors,12,Never-married,Prof-specialty,Husband,White,Female,0,2754,53,United-States,<=50K
55,Self-emp-inc,354784,HS-grad,12,Married-civ-spouse,Sales,Own-child,White,Male,3456,419,75,United-States,>50K
38,Local-gov,219762,Assoc-acdm,9,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,7688,1564,50,United-States,<=50K
